gene_symbol	uniprot_acc	in_universe	is_bench	topo_gpi_anchored	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_no_tm_no_signal	up_has_glyc	deeptm_TM_NO_SP
MMP14	P50281	True	False	0	0	0	1	0	0	0	0	0
MMP15	P51511	True	False	0	0	0	1	0	0	0	1	0
MMP16	P51512	True	False	0	0	0	1	0	0	0	1	0
MMP17	Q9ULZ9	True	False	1	0	0	0	0	0	0	1	0
MMP2	P08253	True	False	0	0	0	0	1	0	0	1	0
MMP23B	O75900	True	False	0	0	0	1	0	0	0	1	0
MMP24	Q9Y5R2	True	False	0	0	0	1	0	0	0	0	0
MMP25	Q9NPA2	True	False	1	0	0	0	0	0	0	0	0
MMP26	Q9NRE1	True	False	0	0	0	0	1	0	0	1	0
MMP27	Q9H306	True	False	0	0	0	0	1	0	0	1	0
MMP28	Q9H239	True	False	0	0	0	0	1	0	0	1	0
MMP7	P09237	True	False	0	0	0	0	1	0	0	0	0
MMP8	P22894	True	False	0	0	0	0	1	0	0	1	0
MMP9	P14780	True	False	0	0	0	0	1	0	0	1	0
MMRN1	Q13201	True	False	0	0	0	0	1	0	0	1	0
MMRN2	Q9H8L6	True	False	0	0	0	0	1	0	0	1	0
MOG	Q16653	True	False	0	0	1	0	0	0	0	1	0
MORF4L2	Q15014	True	False	0	0	0	0	0	0	1	0	0
MOSMO	Q8NHV5	True	False	0	0	1	0	0	0	0	1	1
MOSPD2	Q8NHP6	True	False	0	0	0	1	0	0	0	0	1
MPEG1	Q2M385	True	False	0	0	1	0	0	0	0	1	0
MPIG6B	O95866	True	False	0	0	0	1	0	0	0	1	0
MPL	P40238	True	False	0	0	0	1	0	0	0	1	0
MPO	P05164	True	False	0	0	0	0	1	0	0	1	0
MPPED1	O15442	True	False	0	0	0	0	0	0	1	0	0
MPZ	P25189	True	False	0	0	0	1	0	0	0	1	0
MPZL1	O95297	True	False	0	0	0	1	0	0	0	1	0
MPZL2	O60487	True	False	0	0	0	1	0	0	0	1	0
MPZL3	Q6UWV2	True	False	0	0	0	1	0	0	0	1	0
MR1	Q95460	True	False	0	0	0	1	0	0	0	1	0
MRAP	Q8TCY5	True	False	0	0	0	1	0	0	0	0	1
MRAP2	Q96G30	True	False	0	0	0	1	0	0	0	1	1
MRC1	P22897	True	False	0	0	0	1	0	0	0	1	0
MRC2	Q9UBG0	True	False	0	0	0	1	0	0	0	1	0
MRGPRD	Q8TDS7	True	False	0	1	0	0	0	0	0	1	1
MRGPRE	Q86SM8	True	False	0	1	0	0	0	0	0	0	1
MRGPRF	Q96AM1	True	False	0	1	0	0	0	0	0	1	1
MRGPRG	Q86SM5	True	False	0	1	0	0	0	0	0	0	1
MRGPRX1	Q96LB2	True	False	0	1	0	0	0	0	0	1	1
MRGPRX2	Q96LB1	True	False	0	1	0	0	0	0	0	0	1
MRGPRX3	Q96LB0	True	False	0	1	0	0	0	0	0	0	1
MRGPRX4	Q96LA9	True	False	0	1	0	0	0	0	0	1	1
MS4A1	P11836	True	False	0	0	1	0	0	0	0	0	1
MS4A10	Q96PG2	True	False	0	0	1	0	0	0	0	0	1
MS4A12	Q9NXJ0	True	False	0	0	1	0	0	0	0	0	1
MS4A13	Q5J8X5	True	False	0	0	1	0	0	0	0	0	1
MS4A14	Q96JA4	True	False	0	0	1	0	0	0	0	0	1
MS4A15	Q8N5U1	True	False	0	0	1	0	0	0	0	0	1
MS4A18	Q3C1V0	True	False	0	0	1	0	0	0	0	0	1
MS4A2	Q01362	True	False	0	0	1	0	0	0	0	0	1
MS4A3	Q96HJ5	True	False	0	0	1	0	0	0	0	0	1
MS4A4A	Q96JQ5	True	False	0	0	1	0	0	0	0	0	1
MS4A4E	Q96PG1	True	False	0	0	1	0	0	0	0	0	1
MS4A5	Q9H3V2	True	False	0	0	1	0	0	0	0	0	1
MS4A6A	Q9H2W1	True	False	0	0	1	0	0	0	0	0	1
MS4A6E	Q96DS6	True	False	0	0	1	0	0	0	0	0	1
MS4A7	Q9GZW8	True	False	0	0	1	0	0	0	0	0	1
MS4A8	Q9BY19	True	False	0	0	1	0	0	0	0	0	1
MSLN	Q13421	True	True	1	0	0	0	0	0	0	1	0
MSMB	P08118	True	False	0	0	0	0	1	0	0	0	0
MSMP	Q1L6U9	True	False	0	0	0	0	1	0	0	0	0
MSR1	P21757	True	False	0	0	0	1	0	0	0	1	1
MST1R	Q04912	True	False	0	0	0	1	0	0	0	1	0
MTDH	Q86UE4	True	False	0	0	0	1	0	0	0	0	1
MTMR6	Q9Y217	True	False	0	0	0	0	0	0	1	0	0
MTNR1A	P48039	True	False	0	1	0	0	0	0	0	1	1
MTNR1B	P49286	True	False	0	1	0	0	0	0	0	1	1
MTUS1	Q9ULD2	True	False	0	0	0	0	0	0	1	0	0
MUC1	P15941	True	True	0	0	0	1	0	0	0	1	0
MUC12	Q9UKN1	True	False	0	0	0	1	0	0	0	1	0
MUC13	Q9H3R2	True	False	0	0	0	1	0	0	0	1	0
MUC15	Q8N387	True	False	0	0	0	1	0	0	0	1	0
MUC16	Q8WXI7	True	True	0	0	0	1	0	0	0	1	1
MUC17	Q685J3	True	False	0	0	0	1	0	0	0	1	0
MUC20	Q8N307	True	False	0	0	0	0	1	0	0	1	0
MUC21	Q5SSG8	True	False	0	0	0	1	0	0	0	1	0
MUC22	E2RYF6	True	False	0	0	0	1	0	0	0	0	0
MUC3A	Q02505	True	False	0	0	0	1	0	0	0	0	0
MUC3B	Q9H195	True	False	0	0	0	1	0	0	0	0	0
MUC4	Q99102	True	False	0	0	0	1	0	0	0	1	0
MUCL1	Q96DR8	True	False	0	0	0	0	1	0	0	1	0
MUCL3	Q3MIW9	True	False	0	0	0	1	0	0	0	1	0
MUSK	O15146	True	False	0	0	0	1	0	0	0	1	0
MXRA5	Q9NR99	True	False	0	0	0	0	1	0	0	1	0
MXRA8	Q9BRK3	True	False	0	0	0	1	0	0	0	1	0
MYADM	Q96S97	True	False	0	0	1	0	0	0	0	0	1
MYDGF	Q969H8	True	False	0	0	0	0	1	0	0	0	0
MYH9	P35579	True	False	0	0	0	0	0	0	1	0	0
MYMK	A6NI61	True	False	0	0	1	0	0	0	0	0	1
MYMX	A0A1B0GTQ4	True	False	0	0	0	1	0	0	0	0	0
MYO18A	Q92614	True	False	0	0	0	0	0	0	1	0	0
MYOC	Q99972	True	False	0	0	0	0	1	0	0	1	0
MYOF	Q9NZM1	True	False	0	0	0	1	0	0	0	0	1
NAAA	Q02083	True	False	0	0	0	0	1	0	0	1	0
NAALAD2	Q9Y3Q0	True	False	0	0	0	1	0	0	0	1	1
NAALADL1	Q9UQQ1	True	False	0	0	0	1	0	0	0	1	1
NAALADL2	Q58DX5	True	False	0	0	0	1	0	0	0	1	1
NAIF1	Q69YI7	True	False	0	0	0	0	0	0	1	0	0
NALCN	Q8IZF0	True	False	0	0	1	0	0	0	0	1	1
NALF1	B1AL88	True	False	0	0	1	0	0	0	0	1	1
NALF2	O75949	True	False	0	0	1	0	0	0	0	1	1
NAMPT	P43490	True	False	0	0	0	0	0	0	1	0	0
NAPRT	Q6XQN6	True	False	0	0	0	0	0	0	1	0	0
NBL1	P41271	True	False	0	0	0	0	1	0	0	0	0
NCAM1	P13591	True	False	1	0	0	0	0	0	0	1	0
NCAM2	O15394	True	False	0	0	0	1	0	0	0	1	0
NCMAP	Q5T1S8	True	False	0	0	0	1	0	0	0	0	1
NCOA4	Q13772	True	False	0	0	0	0	0	0	1	0	0
NCR1	O76036	True	False	0	0	0	1	0	0	0	1	0
NCR2	O95944	True	False	0	0	0	1	0	0	0	1	0
NCR3	O14931	True	False	0	0	0	1	0	0	0	1	0
NCR3LG1	Q68D85	True	False	0	0	0	1	0	0	0	1	0
NCSTN	Q92542	True	False	0	0	0	1	0	0	0	1	0
NDNF	Q8TB73	True	False	0	0	0	0	1	0	0	1	0
NDRG2	Q9UN36	True	False	0	0	0	0	0	0	1	0	0
NECAB2	Q7Z6G3	True	False	0	0	0	0	0	0	1	0	0
NECTIN1	Q15223	True	False	0	0	0	1	0	0	0	1	0
NECTIN2	Q92692	True	False	0	0	0	1	0	0	0	1	0
NECTIN3	Q9NQS3	True	False	0	0	0	1	0	0	0	1	0
NECTIN4	Q96NY8	True	True	0	0	0	1	0	0	0	1	0
NEGR1	Q7Z3B1	True	False	1	0	0	0	0	0	0	1	0
NELL1	Q92832	True	False	0	0	0	0	1	0	0	1	0
NELL2	Q99435	True	False	0	0	0	0	1	0	0	1	0
NENF	Q9UMX5	True	False	0	0	0	0	1	0	0	0	0
NEO1	Q92859	True	False	0	0	0	1	0	0	0	1	0
NET1	Q7Z628	True	False	0	0	0	0	0	0	1	0	0
NETO1	Q8TDF5	True	False	0	0	0	1	0	0	0	1	0
NETO2	Q8NC67	True	False	0	0	0	1	0	0	0	1	0
NEU1	Q99519	True	False	0	0	0	0	1	0	0	1	0
NEU3	Q9UQ49	True	False	0	0	0	0	0	0	1	0	0
NEU4	Q8WWR8	True	False	0	0	0	0	0	0	1	0	0
NFAM1	Q8NET5	True	False	0	0	0	1	0	0	0	1	0
NFASC	O94856	True	False	0	0	0	1	0	0	0	1	0
NGFR	P08138	True	False	0	0	0	1	0	0	0	1	0
NINJ1	Q92982	True	False	0	0	1	0	0	0	0	1	1
NINJ2	Q9NZG7	True	False	0	0	1	0	0	0	0	0	1
NIPA1	Q7RTP0	True	False	0	0	1	0	0	0	0	0	1
NIPA2	Q8N8Q9	True	False	0	0	1	0	0	0	0	0	1
NIPAL3	Q6P499	True	False	0	0	1	0	0	0	0	1	1
NIPAL4	Q0D2K0	True	False	0	0	1	0	0	0	0	1	1
NIPSNAP1	Q9BPW8	True	False	0	0	0	0	0	0	1	0	0
NKAIN2	Q5VXU1	True	False	0	0	1	0	0	0	0	0	1
NKAIN3	Q8N8D7	True	False	0	0	1	0	0	0	0	0	1
NKAIN4	Q8IVV8	True	False	0	0	1	0	0	0	0	0	1
NKG7	Q16617	True	False	0	0	1	0	0	0	0	0	1
NKTR	P30414	True	False	0	0	0	0	0	0	1	0	0
NLGN1	Q8N2Q7	True	False	0	0	0	1	0	0	0	1	0
NLGN2	Q8NFZ4	True	False	0	0	0	1	0	0	0	1	0
NLGN3	Q9NZ94	True	False	0	0	0	1	0	0	0	1	0
NLGN4X	Q8N0W4	True	False	0	0	0	1	0	0	0	1	0
NLGN4Y	Q8NFZ3	True	False	0	0	0	1	0	0	0	1	0
NMBR	P28336	True	False	0	1	0	0	0	0	0	1	1
NMRK2	Q9NPI5	True	False	0	0	0	0	0	0	1	0	0
NMUR1	Q9HB89	True	False	0	1	0	0	0	0	0	1	1
NMUR2	Q9GZQ4	True	False	0	1	0	0	0	0	0	1	1
NOTCH1	P46531	True	False	0	0	0	1	0	0	0	1	0
NOTCH2	Q04721	True	False	0	0	0	1	0	0	0	1	0
NOTCH2NLA	Q7Z3S9	True	False	0	0	0	0	0	0	1	1	0
NOTCH2NLB	P0DPK3	True	False	0	0	0	0	1	0	0	1	0
NOTCH2NLC	P0DPK4	True	False	0	0	0	0	0	0	1	1	0
NOTCH2NLR	A0A096LNW5	True	False	0	0	0	0	1	0	0	0	0
NOTCH3	Q9UM47	True	False	0	0	0	1	0	0	0	1	0
NOTCH4	Q99466	True	False	0	0	0	1	0	0	0	1	0
NOTUM	Q6P988	True	False	0	0	0	0	1	0	0	1	0
NOX1	Q9Y5S8	True	False	0	0	1	0	0	0	0	1	1
NOX3	Q9HBY0	True	False	0	0	1	0	0	0	0	1	1
NOX5	Q96PH1	True	False	0	0	1	0	0	0	0	0	1
NPBWR1	P48145	True	False	0	1	0	0	0	0	0	1	1
NPBWR2	P48146	True	False	0	1	0	0	0	0	0	1	1
NPC1L1	Q9UHC9	True	False	0	0	1	0	0	0	0	1	0
NPC2	P61916	True	False	0	0	0	0	1	0	0	1	0
NPDC1	Q9NQX5	True	False	0	0	0	1	0	0	0	0	0
NPFFR1	Q9GZQ6	True	False	0	1	0	0	0	0	0	1	1
NPFFR2	Q9Y5X5	True	False	0	1	0	0	0	0	0	1	1
NPHS1	O60500	True	False	0	0	0	1	0	0	0	1	0
NPHS2	Q9NP85	True	False	0	0	0	0	0	0	1	1	1
NPIPB11	E5RHQ5	True	False	0	0	0	1	0	0	0	0	1
NPM1	P06748	True	False	0	0	0	0	0	0	1	0	0
NPNT	Q6UXI9	True	False	0	0	0	0	1	0	0	0	0
NPR1	P16066	True	False	0	0	0	1	0	0	0	1	0
NPR2	P20594	True	False	0	0	0	1	0	0	0	1	0
NPR3	P17342	True	False	0	0	0	1	0	0	0	1	0
NPS	P0C0P6	True	False	0	0	0	0	1	0	0	0	0
NPSR1	Q6W5P4	True	False	0	1	0	0	0	0	0	1	1
NPTN	Q9Y639	True	False	0	0	0	1	0	0	0	1	0
NPTX1	Q15818	True	False	0	0	0	0	1	0	0	1	0
NPTXR	O95502	True	False	0	0	0	1	0	0	0	1	0
NPY1R	P25929	True	False	0	1	0	0	0	0	0	1	1
NPY2R	P49146	True	False	0	1	0	0	0	0	0	1	1
NPY4R	P50391	True	False	0	1	0	0	0	0	0	1	1
NPY4R2	P0DQD5	True	False	0	1	0	0	0	0	0	1	1
NPY5R	Q15761	True	True	0	1	0	0	0	0	0	1	1
NRCAM	Q92823	True	False	0	0	0	1	0	0	0	1	0
NRDC	O43847	True	False	0	0	0	0	1	0	0	0	0
NRG1	Q02297	True	False	0	0	0	1	0	0	0	1	1
NRG2	O14511	True	False	0	0	0	1	0	0	0	1	1
NRG3	P56975	True	False	0	0	0	1	0	0	0	0	1
NRG4	Q8WWG1	True	False	0	0	0	1	0	0	0	1	1
NRN1	Q9NPD7	True	False	1	0	0	0	0	0	0	0	0
NRN1L	Q496H8	True	False	1	0	0	0	0	0	0	0	0
NRP1	O14786	True	False	0	0	0	1	0	0	0	1	0
NRP2	O60462	True	False	0	0	0	1	0	0	0	1	0
NRROS	Q86YC3	True	True	0	0	0	1	0	0	0	1	0
NRSN2	Q9GZP1	True	False	0	0	1	0	0	0	0	0	1
NRXN1	P58400	True	False	0	0	0	1	0	0	0	1	0
NRXN2	Q9P2S2	True	False	0	0	0	1	0	0	0	1	0
NRXN3	Q9HDB5	True	False	0	0	0	1	0	0	0	1	0
NSDHL	Q15738	True	False	0	0	0	1	0	0	0	0	0
NSG1	P42857	True	False	0	0	0	1	0	0	0	0	1
NSG2	Q9Y328	True	False	0	0	0	1	0	0	0	0	1
NT5E	P21589	True	False	1	0	0	0	0	0	0	1	0
NTM	Q9P121	True	False	1	0	0	0	0	0	0	1	0
NTN3	O00634	True	False	0	0	0	0	1	0	0	1	0
NTN4	Q9HB63	True	False	0	0	0	0	1	0	0	1	0
NTN5	Q8WTR8	True	False	0	0	0	0	1	0	0	1	0
NTNG1	Q9Y2I2	True	False	1	0	0	0	0	0	0	1	0
NTNG2	Q96CW9	True	False	1	0	0	0	0	0	0	1	0
NTRK1	P04629	True	False	0	0	0	1	0	0	0	1	0
NTRK2	Q16620	True	False	0	0	0	1	0	0	0	1	0
NTRK3	Q16288	True	False	0	0	0	1	0	0	0	1	0
NTSR1	P30989	True	False	0	1	0	0	0	0	0	1	1
NTSR2	O95665	True	False	0	1	0	0	0	0	0	0	1
NUCB2	P80303	True	False	0	0	0	0	1	0	0	0	0
NUDCD1	Q96RS6	True	False	0	0	0	0	0	0	1	0	0
NUP62	P37198	True	False	0	0	0	0	0	0	1	1	0
NUS1	Q96E22	True	False	0	0	1	0	0	0	0	1	0
NXNL1	Q96CM4	True	False	0	0	0	0	0	0	1	0	0
NXNL2	Q5VZ03	True	False	0	0	0	0	0	0	1	0	0
NXPE1	Q8N323	True	False	0	0	0	0	1	0	0	1	1
NXPE2	Q96DL1	True	False	0	0	0	1	0	0	0	0	1
NXPE3	Q969Y0	True	False	0	0	0	0	1	0	0	1	1
NXPE4	Q6UWF7	True	False	0	0	0	0	1	0	0	1	1
NXPH1	P58417	True	False	0	0	0	0	1	0	0	1	0
NXPH2	O95156	True	False	0	0	0	0	1	0	0	1	0
NXPH3	O95157	True	False	0	0	0	0	1	0	0	1	0
NXPH4	O95158	True	False	0	0	0	0	1	0	0	1	0
NYX	Q9GZU5	True	False	0	0	0	0	1	0	0	1	0
OCLN	Q16625	True	False	0	0	1	0	0	0	0	0	1
OCSTAMP	Q9BR26	True	False	0	0	1	0	0	0	0	0	1
ODAM	A1E959	True	False	0	0	0	0	1	0	0	1	0
ODAPH	Q17RF5	True	False	0	0	0	0	1	0	0	0	0
OGFRL1	Q5TC84	True	False	0	0	0	0	0	0	1	0	0
OIT3	Q8WWZ8	True	False	0	0	0	0	1	0	0	1	0
OLFM1	Q99784	True	False	0	0	0	0	1	0	0	1	0
OLFM2	O95897	True	False	0	0	0	0	1	0	0	1	0
OLFM3	Q96PB7	True	False	0	0	0	0	1	0	0	1	0
OLFM4	Q6UX06	True	False	0	0	0	0	1	0	0	1	0
OLFML1	Q6UWY5	True	False	0	0	0	0	1	0	0	1	0
OLR1	P78380	True	False	0	0	0	1	0	0	0	1	1
OMG	P23515	True	False	1	0	0	0	0	0	0	1	0
OOSP1	A8MZH6	True	False	0	0	0	0	1	0	0	0	0
OOSP2	Q86WS3	True	False	0	0	0	0	1	0	0	0	0
OOSP3	A0A2R8YFM6	True	False	0	0	0	0	1	0	0	1	0
OOSP4A	A0A2R8YFL7	True	False	0	0	0	0	1	0	0	1	0
OOSP4B	A0A2R8Y4Y8	True	False	0	0	0	0	1	0	0	0	0
OPALIN	Q96PE5	True	False	0	0	0	1	0	0	0	1	1
OPCML	Q14982	True	False	1	0	0	0	0	0	0	1	0
OPN1LW	P04000	True	False	0	1	0	0	0	0	0	1	1
OPN1MW	P04001	True	False	0	1	0	0	0	0	0	1	1
OPN1MW2	P0DN77	True	False	0	1	0	0	0	0	0	1	1
OPN1MW3	P0DN78	True	False	0	1	0	0	0	0	0	1	1
OPN1SW	P03999	True	False	0	1	0	0	0	0	0	1	1
OPN3	Q9H1Y3	True	False	0	1	0	0	0	0	0	1	1
OPN4	Q9UHM6	True	False	0	1	0	0	0	0	0	0	1
OPN5	Q6U736	True	False	0	1	0	0	0	0	0	1	1
OPRD1	P41143	True	False	0	1	0	0	0	0	0	1	1
OPRK1	P41145	True	False	0	1	0	0	0	0	0	1	1
OPRL1	P41146	True	False	0	1	0	0	0	0	0	1	1
OPRM1	P35372	True	False	0	1	0	0	0	0	0	1	1
OR10A2	Q9H208	True	False	0	1	0	0	0	0	0	0	1
OR10A3	P58181	True	False	0	1	0	0	0	0	0	1	1
OR10A4	Q9H209	True	False	0	1	0	0	0	0	0	1	1
OR10A5	Q9H207	True	False	0	1	0	0	0	0	0	1	1
OR10A6	Q8NH74	True	False	0	1	0	0	0	0	0	1	1
OR10A7	Q8NGE5	True	False	0	1	0	0	0	0	0	1	1
OR10AC1	Q8NH08	True	False	0	1	0	0	0	0	0	1	1
OR10AD1	Q8NGE0	True	False	0	1	0	0	0	0	0	1	1
OR10AG1	Q8NH19	True	False	0	1	0	0	0	0	0	1	1
OR10C1	Q96KK4	True	False	0	1	0	0	0	0	0	1	1
OR10D3	Q8NH80	True	False	0	1	0	0	0	0	0	0	1
OR10G2	Q8NGC3	True	False	0	1	0	0	0	0	0	1	1
OR10G3	Q8NGC4	True	False	0	1	0	0	0	0	0	1	1
OR10G4	Q8NGN3	True	False	0	1	0	0	0	0	0	1	1
OR10G6	Q8NH81	True	False	0	1	0	0	0	0	0	1	0
OR10G7	Q8NGN6	True	False	0	1	0	0	0	0	0	1	1
OR10G8	Q8NGN5	True	False	0	1	0	0	0	0	0	1	1
OR10G9	Q8NGN4	True	False	0	1	0	0	0	0	0	0	1
OR10H1	Q9Y4A9	True	False	0	1	0	0	0	0	0	1	1
OR10H2	O60403	True	False	0	1	0	0	0	0	0	1	1
OR10H3	O60404	True	False	0	1	0	0	0	0	0	0	1
OR10H4	Q8NGA5	True	False	0	1	0	0	0	0	0	1	1
OR10H5	Q8NGA6	True	False	0	1	0	0	0	0	0	1	1
OR10J1	P30954	True	False	0	1	0	0	0	0	0	1	1
OR10J4	P0C629	True	False	0	1	0	0	0	0	0	0	1
OR10J5	Q8NHC4	True	False	0	1	0	0	0	0	0	1	1
OR10K1	Q8NGX5	True	False	0	1	0	0	0	0	0	1	1
OR10K2	Q6IF99	True	False	0	1	0	0	0	0	0	1	1
OR10P1	Q8NGE3	True	False	0	1	0	0	0	0	0	1	1
OR10Q1	Q8NGQ4	True	False	0	1	0	0	0	0	0	1	1
OR10R2	Q8NGX6	True	False	0	1	0	0	0	0	0	1	0
OR10S1	Q8NGN2	True	False	0	1	0	0	0	0	0	1	1
OR10T2	Q8NGX3	True	False	0	1	0	0	0	0	0	1	1
OR10V1	Q8NGI7	True	False	0	1	0	0	0	0	0	1	1
OR10W1	Q8NGF6	True	False	0	1	0	0	0	0	0	0	1
OR10X1	Q8NGY0	True	False	0	1	0	0	0	0	0	1	1
OR10Z1	Q8NGY1	True	False	0	1	0	0	0	0	0	1	1
OR11A1	Q9GZK7	True	False	0	1	0	0	0	0	0	1	1
OR11G2	Q8NGC1	True	False	0	1	0	0	0	0	0	1	1
OR11H1	Q8NG94	True	False	0	1	0	0	0	0	0	1	1
OR11H12	B2RN74	True	False	0	1	0	0	0	0	0	1	1
OR11H2	Q8NH07	True	False	0	1	0	0	0	0	0	1	1
OR11H4	Q8NGC9	True	False	0	1	0	0	0	0	0	1	1
OR11H6	Q8NGC7	True	False	0	1	0	0	0	0	0	1	0
OR11H7	Q8NGC8	True	False	0	1	0	0	0	0	0	1	1
OR11L1	Q8NGX0	True	False	0	1	0	0	0	0	0	1	1
OR12D1	P0DN82	True	False	0	1	0	0	0	0	0	1	1
OR12D2	P58182	True	False	0	1	0	0	0	0	0	1	1
OR12D3	Q9UGF7	True	False	0	1	0	0	0	0	0	1	1
OR13A1	Q8NGR1	True	False	0	1	0	0	0	0	0	1	1
OR13C2	Q8NGS9	True	False	0	1	0	0	0	0	0	1	1
OR13C3	Q8NGS6	True	False	0	1	0	0	0	0	0	1	0
OR13C4	Q8NGS5	True	False	0	1	0	0	0	0	0	1	1
OR13C5	Q8NGS8	True	False	0	1	0	0	0	0	0	1	1
OR13C8	Q8NGS7	True	False	0	1	0	0	0	0	0	1	1
OR13C9	Q8NGT0	True	False	0	1	0	0	0	0	0	1	1
OR13D1	Q8NGV5	True	False	0	1	0	0	0	0	0	1	1
OR13F1	Q8NGS4	True	False	0	1	0	0	0	0	0	1	1
OR13G1	Q8NGZ3	True	False	0	1	0	0	0	0	0	1	1
OR13H1	Q8NG92	True	False	0	1	0	0	0	0	0	1	1
OR13J1	Q8NGT2	True	False	0	1	0	0	0	0	0	1	1
OR14A16	Q8NHC5	True	False	0	1	0	0	0	0	0	1	1
OR14A2	Q96R54	True	False	0	1	0	0	0	0	0	1	1
OR14C36	Q8NHC7	True	False	0	1	0	0	0	0	0	1	1
OR14I1	A6ND48	True	False	0	1	0	0	0	0	0	1	1
OR14J1	Q9UGF5	True	False	0	1	0	0	0	0	0	1	1
OR14K1	Q8NGZ2	True	False	0	1	0	0	0	0	0	1	1
OR14L1	Q8NHC6	True	False	0	1	0	0	0	0	0	0	1
OR1A1	Q9P1Q5	True	True	0	1	0	0	0	0	0	1	1
OR1A2	Q9Y585	True	False	0	1	0	0	0	0	0	1	1
OR1B1	Q8NGR6	True	False	0	1	0	0	0	0	0	1	1
OR1C1	Q15619	True	False	0	1	0	0	0	0	0	0	1
OR1D2	P34982	True	False	0	1	0	0	0	0	0	1	1
OR1D4	P47884	True	False	0	1	0	0	0	0	0	1	1
OR1D5	P58170	True	False	0	1	0	0	0	0	0	1	1
OR1E1	P30953	True	False	0	1	0	0	0	0	0	1	1
OR1E2	P47887	True	False	0	1	0	0	0	0	0	1	1
OR1F1	O43749	True	False	0	1	0	0	0	0	0	1	1
OR1G1	P47890	True	False	0	1	0	0	0	0	0	1	1
OR1I1	O60431	True	False	0	1	0	0	0	0	0	0	1
OR1J1	Q8NGS3	True	False	0	1	0	0	0	0	0	1	1
OR1J2	Q8NGS2	True	False	0	1	0	0	0	0	0	1	1
OR1J4	Q8NGS1	True	False	0	1	0	0	0	0	0	1	1
OR1K1	Q8NGR3	True	False	0	1	0	0	0	0	0	1	1
OR1L1	Q8NH94	True	False	0	1	0	0	0	0	0	1	1
OR1L3	Q8NH93	True	False	0	1	0	0	0	0	0	1	1
OR1L4	Q8NGR5	True	False	0	1	0	0	0	0	0	1	1
OR1L6	Q8NGR2	True	False	0	1	0	0	0	0	0	1	1
OR1L8	Q8NGR8	True	False	0	1	0	0	0	0	0	1	1
OR1M1	Q8NGA1	True	False	0	1	0	0	0	0	0	1	1
OR1N1	Q8NGS0	True	False	0	1	0	0	0	0	0	1	1
OR1N2	Q8NGR9	True	False	0	1	0	0	0	0	0	1	1
OR1Q1	Q15612	True	False	0	1	0	0	0	0	0	1	1
OR1R1	A0A286YEU6	True	False	0	1	0	0	0	0	0	0	1
OR1S1	Q8NH92	True	False	0	1	0	0	0	0	0	1	1
OR1S2	Q8NGQ3	True	False	0	1	0	0	0	0	0	1	1
OR2A1	Q8NGT9	True	False	0	1	0	0	0	0	0	1	1
OR2A12	Q8NGT7	True	False	0	1	0	0	0	0	0	1	1
OR2A14	Q96R47	True	False	0	1	0	0	0	0	0	1	1
OR2A2	Q6IF42	True	False	0	1	0	0	0	0	0	1	1
OR2A25	A4D2G3	True	False	0	1	0	0	0	0	0	1	1
OR2A4	O95047	True	False	0	1	0	0	0	0	0	1	1
OR2A42	Q8NGT9	True	False	0	1	0	0	0	0	0	1	1
OR2A5	Q96R48	True	False	0	1	0	0	0	0	0	1	1
OR2A7	Q96R45	True	False	0	1	0	0	0	0	0	1	1
OR2AE1	Q8NHA4	True	False	0	1	0	0	0	0	0	1	1
OR2AG1	Q9H205	True	False	0	1	0	0	0	0	0	1	1
OR2AG2	A6NM03	True	False	0	1	0	0	0	0	0	1	1
OR2AJ1	Q8NGZ0	True	False	0	1	0	0	0	0	0	1	1
OR2AK2	Q8NG84	True	False	0	1	0	0	0	0	0	1	1
OR2AP1	Q8NGE2	True	False	0	1	0	0	0	0	0	1	1
OR2AT4	A6NND4	True	False	0	1	0	0	0	0	0	1	1
OR2B11	Q5JQS5	True	False	0	1	0	0	0	0	0	1	1
OR2B2	Q9GZK3	True	False	0	1	0	0	0	0	0	1	1
OR2B3	O76000	True	False	0	1	0	0	0	0	0	1	1
OR2B6	P58173	True	False	0	1	0	0	0	0	0	1	1
OR2B8	P59922	True	False	0	1	0	0	0	0	0	1	1
OR2C1	O95371	True	False	0	1	0	0	0	0	0	1	1
OR2C3	Q8N628	True	False	0	1	0	0	0	0	0	1	1
OR2D2	Q9H210	True	False	0	1	0	0	0	0	0	1	1
OR2D3	Q8NGH3	True	False	0	1	0	0	0	0	0	1	1
OR2F1	Q13607	True	False	0	1	0	0	0	0	0	1	1
OR2F2	O95006	True	False	0	1	0	0	0	0	0	1	1
OR2G2	Q8NGZ5	True	False	0	1	0	0	0	0	0	1	1
OR2G3	Q8NGZ4	True	False	0	1	0	0	0	0	0	1	1
OR2G6	Q5TZ20	True	False	0	1	0	0	0	0	0	1	1
OR2H1	Q9GZK4	True	False	0	1	0	0	0	0	0	1	1
OR2H2	O95918	True	False	0	1	0	0	0	0	0	1	1
OR2I1	Q8NGU4	True	False	0	1	0	0	0	0	0	0	1
OR2J1	Q9GZK6	True	False	0	1	0	0	0	0	0	1	1
OR2J2	O76002	True	False	0	1	0	0	0	0	0	1	1
OR2J3	O76001	True	False	0	1	0	0	0	0	0	1	1
OR2K2	Q8NGT1	True	False	0	1	0	0	0	0	0	1	1
