gene_symbol	uniprot_acc	papers_found	papers_selected	evidence_grade	tier
LYN	P07948	308	26	weak	no
LYNX1	P0DP58	191	23	direct_single_method	canonical
LYPD1	Q8N2G4	243	10	direct_single_method	canonical
LYPD2	Q6UXB3	129	4	supportive_but_indirect	canonical
LYPD3	O95274	189	28	direct_single_method	canonical
LYPD4	Q6UWN0	293	3	weak	low
LYPD5	Q6UWN5	119	7	supportive_but_indirect	likely
LYPD6	Q86Y78	137	13	supportive_but_indirect	canonical
LYPD6B	Q8NI32	147	12	supportive_but_indirect	canonical
LYPD8	Q6UX82	116	3	direct_multi_method	likely
LYSMD2	Q8IV50	109	2	weak	no
LYSMD3	Q7Z3D4	91	3	direct_multi_method	likely
LYSMD4	Q5XG99	78	1	weak	no
LYVE1	Q9Y5Y7	299	35	direct_multi_method	canonical
LYZL1	Q6UWQ5	105	4	weak	low
LYZL4	Q96KX0	110	8	direct_single_method	likely
LYZL6	O75951	95	7	supportive_but_indirect	likely
M6PR	P20645	241	22	direct_multi_method	likely
MACF1	Q9UPN3	242	12	weak	no
MADCAM1	Q13477	240	31	direct_multi_method	likely
MADD	Q8WXG6	233	11	weak	low
MAEA	Q7L5Y9	301	4	weak	low
MAG	P20916	324	6	supportive_but_indirect	likely
MAGEA10	P43363	160	3	weak	no
MAGI3	Q5TCQ9	233	13	supportive_but_indirect	no
MAGT1	Q9H0U3	316	18	supportive_but_indirect	low
MAL	P21145	364	16	direct_multi_method	likely
MAL2	Q969L2	210	21	direct_single_method	low
MALL	Q13021	299	2	weak	low
MALRD1	Q5VYJ5	174	3	weak	low
MAMDC2	Q7Z304	188	3	weak	no
MAMDC4	Q6UXC1	205	6	weak	no
MAN2B1	O00754	254	3	weak	low
MAN2B2	Q9Y2E5	221	1	weak	no
MANF	P55145	317	13	weak	low
MANSC1	Q9H8J5	111	0	weak	no
MANSC4	A6NHS7	45	0	weak	low
MAP1B	P46821	268	6	weak	low
MAPT	P10636	339	17	weak	no
MARCHF10	Q8NA82	124	5	weak	no
MARCKS	P29966	340	8	supportive_but_indirect	likely
MARCO	Q9UEW3	336	16	direct_multi_method	likely
MARCOL	A0A1B0GUY1	88	0	weak	low
MARK2	Q7KZI7	266	15	weak	no
MARVELD1	Q9BSK0	139	3	weak	low
MARVELD2	Q8N4S9	264	25	supportive_but_indirect	likely
MARVELD3	Q96A59	177	17	supportive_but_indirect	likely
MAS1	P04201	342	21	direct_single_method	canonical
MAS1L	P35410	272	7	direct_single_method	likely
MASP1	P48740	286	16	weak	no
MASP2	O00187	284	15	weak	no
MBL2	P11226	353	7	weak	no
MBLAC2	Q68D91	103	1	weak	no
MBP	P02686	351	10	weak	no
MC1R	Q01726	277	27	direct_multi_method	canonical
MC2R	Q01718	322	6	weak	likely
MC3R	P41968	282	21	direct_multi_method	canonical
MC4R	P32245	339	24	direct_multi_method	canonical
MC5R	P33032	263	23	direct_multi_method	canonical
MCAM	P43121	313	31	direct_multi_method	canonical
MCC	P23508	348	0	weak	no
MCEMP1	Q8IX19	189	5	direct_single_method	likely
MCHR1	Q99705	263	25	direct_multi_method	canonical
MCHR2	Q969V1	272	15	direct_multi_method	canonical
MCOLN1	Q9GZU1	260	27	weak	low
MCOLN2	Q8IZK6	200	15	direct_multi_method	likely
MCOLN3	Q8TDD5	214	18	direct_single_method	likely
MCTP1	Q6DN14	162	9	weak	no
MCTS2	A0A3B3IRV3	130	0	weak	no
MDFIC	Q9P1T7	305	2	weak	no
MDGA1	Q8NFP4	179	18	direct_multi_method	canonical
MDGA2	Q7Z553	178	13	direct_multi_method	canonical
MEGF10	Q96KG7	225	26	supportive_but_indirect	canonical
MEGF11	A6BM72	133	5	supportive_but_indirect	likely
MEGF6	O75095	181	5	weak	no
MEGF8	Q7Z7M0	217	8	supportive_but_indirect	canonical
MEGF9	Q9H1U4	155	4	supportive_but_indirect	canonical
MELTF	P08582	287	19	direct_multi_method	canonical
MEP1A	Q16819	206	20	supportive_but_indirect	canonical
MEP1B	Q16820	253	26	direct_multi_method	canonical
MERTK	Q12866	327	33	direct_multi_method	canonical
MEST	Q5EB52	267	5	weak	no
MET	P08581	358	30	direct_multi_method	canonical
METRN	Q9UJH8	145	9	weak	no
METRNL	Q641Q3	204	14	weak	no
MFAP3	P55082	112	1	weak	no
MFAP3L	O75121	134	0	weak	low
MFAP4	P55083	242	10	weak	no
MFAP5	Q13361	271	11	weak	no
MFGE8	Q08431	261	17	supportive_but_indirect	canonical
MFRP	Q9BY79	232	10	supportive_but_indirect	likely
MFSD11	O43934	385	1	weak	no
MFSD2A	Q8NA29	248	30	direct_multi_method	canonical
MFSD2B	A6NFX1	136	12	direct_multi_method	likely
MFSD6	Q6ZSS7	144	8	direct_multi_method	canonical
MFSD6L	Q8IWD5	64	3	weak	low
MFSD8	Q8NHS3	208	9	direct_single_method	low
MGAM	O43451	381	2	direct_single_method	likely
MGAM2	Q2M2H8	213	1	weak	low
MGRN1	O60291	146	15	weak	no
MICA	Q29983	322	31	direct_multi_method	canonical
MICB	Q29980	267	39	direct_multi_method	canonical
MIEN1	Q9BRT3	265	11	weak	no
MIF	P14174	348	15	weak	no
MIGA1	Q8NAN2	195	1	weak	no
MIGA2	Q7L4E1	158	6	weak	no
MILR1	Q7Z6M3	170	8	direct_multi_method	canonical
MINAR1	Q9UPX6	141	3	weak	low
MIP	P30301	359	16	direct_multi_method	likely
MLC1	Q15049	331	7	weak	low
MLF2	Q15773	216	0	weak	no
MLIP	Q5VWP3	339	0	weak	no
MLKL	Q8NB16	299	30	supportive_but_indirect	likely
MLNR	O43193	171	19	direct_multi_method	canonical
MMD	Q15546	314	4	weak	no
MME	P08473	331	20	direct_multi_method	canonical
MMEL1	Q495T6	316	3	weak	likely
MMP14	P50281	270	34	direct_multi_method	canonical
MMP15	P51511	250	21	direct_multi_method	canonical
MMP16	P51512	253	21	direct_multi_method	canonical
MMP17	Q9ULZ9	217	22	direct_multi_method	canonical
MMP2	P08253	352	30	weak	low
MMP23B	O75900	230	4	weak	low
MMP24	Q9Y5R2	334	8	direct_single_method	likely
MMP25	Q9NPA2	237	17	direct_multi_method	canonical
MMP26	Q9NRE1	206	12	weak	no
MMP27	Q9H306	182	5	weak	no
MMP28	Q9H239	242	17	supportive_but_indirect	likely
MMP7	P09237	310	22	weak	low
MMP8	P22894	325	21	weak	low
MMP9	P14780	358	23	supportive_but_indirect	likely
MMRN1	Q13201	391	3	direct_single_method	likely
MOG	Q16653	331	14	direct_multi_method	likely
MORF4L2	Q15014	172	1	weak	low
MOSMO	Q8NHV5	165	5	supportive_but_indirect	canonical
MOSPD2	Q8NHP6	127	11	direct_multi_method	likely
MOXD1	Q6UVY6	292	2	weak	no
MPDZ	O75970	230	16	weak	no
MPEG1	Q2M385	349	4	direct_single_method	likely
MPIG6B	O95866	189	16	direct_multi_method	likely
MPL	P40238	265	26	direct_multi_method	canonical
MPO	P05164	380	10	weak	low
MPP3	Q13368	242	10	weak	no
MPP7	Q5T2T1	229	6	weak	no
MPPED1	O15442	120	0	weak	no
MPZ	P25189	326	11	weak	likely
MPZL1	O95297	187	24	direct_multi_method	canonical
MPZL2	O60487	300	5	direct_single_method	canonical
MPZL3	Q6UWV2	117	6	direct_single_method	likely
MR1	Q95460	261	32	direct_multi_method	likely
MRAP	Q8TCY5	327	4	weak	likely
MRAP2	Q96G30	214	33	direct_multi_method	canonical
MRC1	P22897	368	32	direct_multi_method	canonical
MRC2	Q9UBG0	229	31	direct_multi_method	canonical
MREG	Q8N565	233	4	weak	no
MRGPRD	Q8TDS7	217	25	direct_multi_method	canonical
MRGPRE	Q86SM8	147	7	direct_single_method	canonical
MRGPRF	Q96AM1	311	9	direct_single_method	canonical
MRGPRG	Q86SM5	150	0	weak	low
MRGPRX1	Q96LB2	317	19	direct_single_method	likely
MRGPRX2	Q96LB1	231	38	direct_multi_method	likely
MRGPRX3	Q96LB0	330	6	weak	likely
MRGPRX4	Q96LA9	310	13	direct_multi_method	likely
MS4A1	P11836	381	14	direct_multi_method	canonical
MS4A10	Q96PG2	67	4	weak	low
MS4A12	Q9NXJ0	120	9	supportive_but_indirect	likely
MS4A13	Q5J8X5	36	4	supportive_but_indirect	likely
MS4A14	Q96JA4	91	2	weak	low
MS4A15	Q8N5U1	92	3	weak	no
MS4A18	Q3C1V0	16	1	weak	low
MS4A2	Q01362	297	17	direct_multi_method	likely
MS4A3	Q96HJ5	194	11	direct_multi_method	canonical
MS4A4A	Q96JQ5	227	19	direct_multi_method	canonical
MS4A4E	Q96PG1	133	4	supportive_but_indirect	likely
MS4A5	Q9H3V2	54	6	weak	low
MS4A6A	Q9H2W1	209	14	supportive_but_indirect	likely
MS4A6E	Q96DS6	101	2	weak	low
MS4A7	Q9GZW8	217	13	weak	likely
MS4A8	Q9BY19	116	7	direct_single_method	canonical
MSLN	Q13421	260	45	direct_multi_method	canonical
MSMB	P08118	342	3	weak	no
MSMP	Q1L6U9	305	6	weak	no
MSN	P26038	347	17	weak	no
MSR1	P21757	338	18	direct_multi_method	canonical
MST1R	Q04912	317	8	direct_multi_method	canonical
MTCL1	Q9Y4B5	160	0	weak	no
MTDH	Q86UE4	269	10	supportive_but_indirect	likely
MTMR6	Q9Y217	151	7	weak	no
MTNR1A	P48039	302	27	direct_multi_method	canonical
MTNR1B	P49286	279	23	supportive_but_indirect	canonical
MTUS1	Q9ULD2	339	3	weak	no
MUC1	P15941	329	22	direct_multi_method	canonical
MUC12	Q9UKN1	195	12	direct_single_method	likely
MUC13	Q9H3R2	204	29	direct_multi_method	canonical
MUC15	Q8N387	231	21	direct_single_method	canonical
MUC16	Q8WXI7	292	34	direct_multi_method	canonical
MUC17	Q685J3	211	23	direct_multi_method	likely
MUC20	Q8N307	201	21	direct_single_method	canonical
MUC21	Q5SSG8	164	17	direct_multi_method	canonical
MUC22	E2RYF6	176	3	weak	likely
MUC3A	Q02505	204	20	supportive_but_indirect	likely
MUC3B	Q9H195	111	12	weak	canonical
MUC4	Q99102	279	39	direct_multi_method	canonical
MUCL1	Q96DR8	196	12	direct_single_method	likely
MUCL3	Q3MIW9	170	2	weak	low
MUSK	O15146	313	18	direct_multi_method	likely
MXRA5	Q9NR99	207	7	supportive_but_indirect	canonical
MXRA8	Q9BRK3	210	13	direct_multi_method	canonical
MYADM	Q96S97	193	13	direct_multi_method	canonical
MYADML2	A6NDP7	56	1	weak	no
MYDGF	Q969H8	318	10	weak	low
MYH9	P35579	300	26	direct_multi_method	likely
MYLK	Q15746	310	20	weak	no
MYMK	A6NI61	207	22	direct_multi_method	canonical
MYMX	A0A1B0GTQ4	257	12	weak	likely
MYO1C	O00159	294	16	weak	no
MYO1G	B0I1T2	289	10	weak	no
MYOC	Q99972	276	22	direct_single_method	likely
MYOF	Q9NZM1	205	25	direct_single_method	likely
MYZAP	P0CAP1	228	9	weak	no
NAAA	Q02083	361	1	weak	no
NAALAD2	Q9Y3Q0	175	9	supportive_but_indirect	likely
NAALADL1	Q9UQQ1	203	5	direct_single_method	canonical
NAALADL2	Q58DX5	161	1	supportive_but_indirect	likely
NAGPA	Q9UK23	234	10	weak	low
NAIF1	Q69YI7	124	0	weak	low
NALCN	Q8IZF0	224	30	direct_multi_method	canonical
NALF1	B1AL88	170	15	direct_single_method	canonical
NALF2	O75949	257	1	weak	low
NAMPT	P43490	337	14	weak	low
NAPEPLD	Q6IQ20	259	20	weak	no
NAPRT	Q6XQN6	215	5	weak	low
NBL1	P41271	345	0	weak	no
NCAM1	P13591	311	38	direct_multi_method	canonical
NCAM2	O15394	215	16	direct_multi_method	canonical
NCEH1	Q6PIU2	201	9	weak	no
NCKAP1L	P55160	199	10	weak	no
NCMAP	Q5T1S8	210	1	weak	low
NCOA4	Q13772	310	3	weak	no
NCR1	O76036	286	38	direct_multi_method	canonical
NCR2	O95944	265	36	direct_multi_method	canonical
NCR3	O14931	292	34	direct_multi_method	canonical
NCR3LG1	Q68D85	200	44	direct_multi_method	canonical
NCSTN	Q92542	256	23	direct_single_method	canonical
NDC1	Q9BTX1	236	11	weak	no
NDFIP1	Q9BT67	199	17	weak	no
NDNF	Q8TB73	313	4	supportive_but_indirect	likely
NDRG2	Q9UN36	220	4	weak	no
NECAB2	Q7Z6G3	174	3	weak	no
NECTIN1	Q15223	305	32	direct_multi_method	canonical
NECTIN2	Q92692	257	30	direct_multi_method	canonical
NECTIN3	Q9NQS3	236	30	direct_multi_method	canonical
NECTIN4	Q96NY8	252	21	direct_multi_method	canonical
NEDD9	Q14511	251	11	supportive_but_indirect	likely
NEGR1	Q7Z3B1	227	26	direct_multi_method	canonical
NELL1	Q92832	229	13	direct_multi_method	canonical
NELL2	Q99435	237	18	weak	no
NENF	Q9UMX5	230	7	weak	no
NEO1	Q92859	240	33	direct_multi_method	canonical
NET1	Q7Z628	233	5	weak	no
NETO1	Q8TDF5	186	16	supportive_but_indirect	likely
NETO2	Q8NC67	196	17	direct_multi_method	canonical
NEU1	Q99519	309	20	direct_multi_method	likely
NEU3	Q9UQ49	272	27	supportive_but_indirect	canonical
NEU4	Q8WWR8	196	18	supportive_but_indirect	low
NFAM1	Q8NET5	169	4	direct_single_method	likely
NFASC	O94856	390	14	direct_single_method	likely
NGFR	P08138	268	45	direct_multi_method	canonical
NHERF1	O14745	186	23	weak	no
NHERF2	Q15599	245	15	weak	no
NHS	Q6T4R5	342	1	weak	no
NHSL2	Q5HYW2	99	1	weak	no
NHSL3	Q9P206	126	1	weak	no
NID2	Q14112	228	12	weak	no
NINJ1	Q92982	185	32	direct_multi_method	canonical
NINJ2	Q9NZG7	135	13	supportive_but_indirect	canonical
NIPA1	Q7RTP0	232	4	weak	low
NIPA2	Q8N8Q9	151	4	supportive_but_indirect	canonical
NIPAL1	Q6NVV3	110	2	weak	no
NIPAL2	Q9H841	86	3	weak	no
NIPAL3	Q6P499	91	1	weak	low
NIPAL4	Q0D2K0	162	8	supportive_but_indirect	likely
NIPSNAP1	Q9BPW8	166	8	weak	no
NKAIN1	Q4KMZ8	111	1	weak	low
NKAIN2	Q5VXU1	161	1	weak	low
NKAIN3	Q8N8D7	117	1	weak	low
NKAIN4	Q8IVV8	116	2	weak	low
NKG7	Q16617	289	7	weak	low
NKPD1	Q17RQ9	62	1	weak	no
NKTR	P30414	235	4	direct_single_method	likely
NLGN1	Q8N2Q7	224	31	direct_multi_method	canonical
NLGN2	Q8NFZ4	213	27	direct_multi_method	canonical
NLGN3	Q9NZ94	227	26	direct_single_method	canonical
NLGN4X	Q8N0W4	220	22	direct_single_method	canonical
NLGN4Y	Q8NFZ3	168	7	direct_single_method	likely
NMBR	P28336	219	13	supportive_but_indirect	canonical
NME1	P15531	293	10	weak	low
NMRK2	Q9NPI5	206	1	weak	no
NMUR1	Q9HB89	230	18	direct_multi_method	canonical
NMUR2	Q9GZQ4	307	16	direct_multi_method	canonical
NOD1	Q9Y239	292	6	weak	no
NOD2	Q9HC29	340	3	weak	no
NOMO1	Q15155	247	3	weak	no
NOMO3	P69849	194	5	weak	no
NOS1	P29475	318	14	weak	no
NOTCH1	P46531	347	24	direct_multi_method	canonical
NOTCH2	Q04721	290	22	direct_multi_method	canonical
NOTCH2NLA	Q7Z3S9	205	5	weak	no
NOTCH2NLB	P0DPK3	56	3	weak	no
NOTCH2NLC	P0DPK4	239	1	weak	no
NOTCH2NLR	A0A096LNW5	161	2	weak	no
NOTCH3	Q9UM47	300	26	direct_multi_method	canonical
NOTCH4	Q99466	293	23	direct_multi_method	canonical
NOTUM	Q6P988	243	14	weak	no
NOX1	Q9Y5S8	297	27	direct_multi_method	canonical
NOX3	Q9HBY0	235	8	supportive_but_indirect	likely
NOX4	Q9NPH5	323	24	weak	no
NOX5	Q96PH1	258	23	direct_single_method	likely
NPBWR1	P48145	173	13	direct_single_method	canonical
NPBWR2	P48146	135	14	supportive_but_indirect	canonical
NPC1	O15118	332	22	weak	no
NPC1L1	Q9UHC9	245	26	direct_multi_method	canonical
NPC2	P61916	278	12	weak	low
NPDC1	Q9NQX5	288	3	direct_single_method	likely
NPFFR1	Q9GZQ6	162	17	direct_multi_method	canonical
NPFFR2	Q9Y5X5	213	20	direct_single_method	canonical
NPHS1	O60500	301	29	direct_single_method	likely
NPHS2	Q9NP85	263	18	supportive_but_indirect	likely
NPIPB11	E5RHQ5	138	0	weak	low
NPM1	P06748	315	8	supportive_but_indirect	likely
NPNT	Q6UXI9	264	14	supportive_but_indirect	canonical
NPR1	P16066	346	19	direct_multi_method	canonical
NPR2	P20594	320	17	supportive_but_indirect	canonical
NPR3	P17342	268	25	supportive_but_indirect	canonical
NPS	P0C0P6	375	0	weak	no
NPSR1	Q6W5P4	210	14	direct_multi_method	canonical
NPTN	Q9Y639	219	24	direct_multi_method	canonical
NPTX1	Q15818	275	12	direct_single_method	canonical
NPTX2	P47972	274	14	weak	no
NPTXR	O95502	294	8	direct_single_method	canonical
NPY1R	P25929	242	28	supportive_but_indirect	canonical
NPY2R	P49146	238	21	direct_multi_method	canonical
NPY4R	P50391	314	4	weak	likely
NPY4R2	P0DQD5	256	4	supportive_but_indirect	likely
NPY5R	Q15761	225	17	direct_multi_method	canonical
NRCAM	Q92823	295	20	direct_multi_method	canonical
NRDC	O43847	228	17	direct_single_method	likely
NRG1	Q02297	329	12	weak	canonical
NRG2	O14511	237	16	direct_single_method	canonical
NRG3	P56975	215	13	direct_single_method	likely
NRG4	Q8WWG1	236	15	supportive_but_indirect	likely
NRN1	Q9NPD7	247	10	direct_multi_method	canonical
NRN1L	Q496H8	59	1	weak	likely
NRP1	O14786	279	47	direct_multi_method	canonical
NRP2	O60462	240	30	direct_multi_method	canonical
NRROS	Q86YC3	157	10	direct_multi_method	likely
NRSN1	Q8IZ57	316	0	weak	no
NRSN2	Q9GZP1	136	6	weak	no
NRXN1	P58400	263	30	direct_multi_method	likely
NRXN2	P58401	228	22	direct_multi_method	canonical
NRXN3	Q9HDB5	249	22	direct_single_method	canonical
NSDHL	Q15738	225	6	weak	no
NSG1	P42857	374	6	weak	low
NSG2	Q9Y328	155	9	supportive_but_indirect	low
NT5E	P21589	356	32	direct_multi_method	canonical
NTM	Q9P121	307	7	direct_single_method	canonical
NTN3	O00634	153	4	weak	no
NTN4	Q9HB63	221	19	weak	low
NTN5	Q8WTR8	119	1	weak	no
NTNG1	Q9Y2I2	211	12	direct_multi_method	canonical
NTNG2	Q96CW9	223	9	supportive_but_indirect	canonical
NTRK1	P04629	278	31	direct_multi_method	canonical
NTRK2	Q16620	277	44	direct_multi_method	canonical
NTRK3	Q16288	271	21	direct_multi_method	canonical
NTSR1	P30989	279	23	direct_multi_method	canonical
NTSR2	O95665	266	16	direct_single_method	canonical
NUCB2	P80303	307	5	weak	no
NUDCD1	Q96RS6	167	1	weak	no
NUMB	P49757	266	15	weak	no
NUP210	Q8TEM1	214	16	weak	no
NUP210L	Q5VU65	110	1	weak	no
NUP62	P37198	359	6	weak	no
NUS1	Q96E22	177	15	direct_multi_method	likely
NXNL1	Q96CM4	162	4	weak	no
NXNL2	Q5VZ03	105	4	weak	no
NXPE1	Q8N323	65	4	supportive_but_indirect	likely
NXPE2	Q96DL1	68	0	weak	low
NXPE3	Q969Y0	94	2	weak	low
NXPE4	Q6UWF7	93	0	weak	low
NXPH1	P58417	201	8	supportive_but_indirect	likely
NXPH2	O95156	152	3	weak	low
NXPH3	O95157	177	4	supportive_but_indirect	likely
NXPH4	O95158	176	5	weak	low
NYX	Q9GZU5	226	9	direct_multi_method	likely
OCA2	Q04671	385	8	weak	no
OCEL1	Q9H607	81	1	weak	no
OCLN	Q16625	336	33	supportive_but_indirect	canonical
OCSTAMP	Q9BR26	226	15	supportive_but_indirect	canonical
ODAM	A1E959	211	16	weak	low
ODAPH	Q17RF5	167	4	weak	low
ODR4	Q5SWX8	215	4	direct_single_method	likely
OGFRL1	Q5TC84	151	1	weak	uncertain
OIT3	Q8WWZ8	280	4	weak	low
OLFM1	Q99784	296	1	supportive_but_indirect	likely
OLFM2	O95897	179	6	supportive_but_indirect	likely
OLFM3	Q96PB7	170	6	supportive_but_indirect	likely
OLFM4	Q6UX06	284	22	supportive_but_indirect	likely
OLFML1	Q6UWY5	147	3	weak	no
OLFML2A	Q68BL7	150	4	weak	no
OLFML2B	Q68BL8	191	2	weak	no
OLR1	P78380	246	35	direct_multi_method	canonical
OMG	P23515	267	12	direct_single_method	likely
OOSP1	A8MZH6	60	3	weak	low
OOSP2	Q86WS3	74	2	weak	no
OOSP3	A0A2R8YFM6	16	2	weak	no
OOSP4A	A0A2R8YFL7	2	0	weak	no
OOSP4B	A0A2R8Y4Y8	52	0	weak	no
OPALIN	Q96PE5	190	9	supportive_but_indirect	likely
OPCML	Q14982	207	19	direct_multi_method	canonical
OPN1LW	P04000	352	13	supportive_but_indirect	likely
OPN1MW	P04001	334	17	supportive_but_indirect	likely
OPN1MW2	P0DN77	200	7	weak	likely
OPN1MW3	P0DN78	300	8	supportive_but_indirect	likely
OPN1SW	P03999	341	16	supportive_but_indirect	likely
OPN3	Q9H1Y3	229	26	supportive_but_indirect	canonical
OPN4	Q9UHM6	298	21	direct_single_method	likely
OPN5	Q6U736	205	26	direct_multi_method	canonical
OPRD1	P41143	320	21	direct_multi_method	canonical
OPRK1	P41145	323	25	direct_multi_method	canonical
OPRL1	P41146	276	24	direct_multi_method	canonical
OPRM1	P35372	327	23	direct_multi_method	canonical
OR10A2	Q9H208	99	2	direct_single_method	likely
OR10A3	P58181	49	2	supportive_but_indirect	likely
OR10A4	Q9H209	160	4	weak	likely
OR10A5	Q9H207	116	3	supportive_but_indirect	likely
OR10A6	Q8NH74	45	5	supportive_but_indirect	likely
OR10A7	Q8NGE5	36	0	weak	low
OR10AC1	Q8NH08	9	0	weak	low
OR10AD1	Q8NGE0	52	2	weak	low
OR10AG1	Q8NH19	24	1	weak	low
OR10C1	Q96KK4	51	2	weak	low
OR10D3	Q8NH80	23	0	weak	low
OR10G2	Q8NGC3	41	0	weak	low
OR10G3	Q8NGC4	45	3	weak	low
OR10G4	Q8NGN3	43	8	supportive_but_indirect	likely
OR10G6	Q8NH81	14	1	weak	low
OR10G7	Q8NGN6	46	7	supportive_but_indirect	likely
OR10G8	Q8NGN5	37	2	weak	low
OR10G9	Q8NGN4	32	1	weak	likely
OR10H1	Q9Y4A9	57	3	direct_single_method	canonical
OR10H2	O60403	42	2	supportive_but_indirect	likely
OR10H3	O60404	39	1	weak	low
OR10H4	Q8NGA5	20	1	weak	low
OR10H5	Q8NGA6	52	0	weak	likely
OR10J1	P30954	69	1	weak	low
OR10J4	P0C629	15	0	weak	low
OR10J5	Q8NHC4	126	12	supportive_but_indirect	likely
OR10K1	Q8NGX5	44	0	weak	low
OR10K2	Q6IF99	51	0	weak	low
OR10P1	Q8NGE3	42	1	weak	likely
OR10Q1	Q8NGQ4	33	4	weak	low
OR10R2	Q8NGX6	43	0	weak	low
OR10S1	Q8NGN2	35	4	direct_single_method	likely
OR10T2	Q8NGX3	74	1	weak	low
OR10V1	Q8NGI7	26	0	weak	low
OR10W1	Q8NGF6	18	0	weak	low
OR10X1	Q8NGY0	36	3	supportive_but_indirect	likely
OR10Z1	Q8NGY1	41	1	weak	low
OR11A1	Q9GZK7	69	3	supportive_but_indirect	likely
OR11G2	Q8NGC1	30	1	weak	low
OR11H1	Q8NG94	125	1	weak	low
OR11H12	B2RN74	36	0	weak	low
OR11H2	Q8NH07	27	0	weak	likely
OR11H4	Q8NGC9	37	5	supportive_but_indirect	canonical
OR11H6	Q8NGC7	28	6	supportive_but_indirect	likely
OR11H7	Q8NGC8	45	6	supportive_but_indirect	likely
OR11L1	Q8NGX0	44	0	weak	likely
OR12D1	P0DN82	10	0	weak	low
OR12D2	P58182	75	2	weak	low
OR12D3	Q9UGF7	95	0	weak	low
OR13A1	Q8NGR1	41	3	weak	likely
OR13C2	Q8NGS9	30	1	weak	low
OR13C3	Q8NGS6	28	1	weak	low
OR13C4	Q8NGS5	31	0	weak	low
OR13C5	Q8NGS8	42	0	weak	low
OR13C8	Q8NGS7	38	0	weak	low
OR13C9	Q8NGT0	17	0	weak	low
OR13D1	Q8NGV5	28	1	weak	low
OR13F1	Q8NGS4	38	1	weak	low
OR13G1	Q8NGZ3	48	1	weak	low
OR13H1	Q8NG92	98	3	weak	low
OR13J1	Q8NGT2	30	0	weak	low
OR14A16	Q8NHC5	23	2	supportive_but_indirect	likely
OR14A2	Q96R54	16	2	supportive_but_indirect	likely
OR14C36	Q8NHC7	35	1	weak	low
OR14I1	A6ND48	81	2	direct_single_method	likely
OR14J1	Q9UGF5	48	3	supportive_but_indirect	canonical
OR14K1	Q8NGZ2	17	1	weak	low
OR14L1	Q8NHC6	14	1	weak	low
OR1A1	Q9P1Q5	137	18	direct_multi_method	likely
OR1A2	Q9Y585	87	8	direct_single_method	likely
OR1B1	Q8NGR6	44	1	weak	low
OR1C1	Q15619	46	5	weak	low
OR1D2	P34982	154	14	direct_multi_method	likely
OR1D4	P47884	40	2	supportive_but_indirect	likely
OR1D5	P58170	42	3	weak	low
OR1E1	P30953	135	2	supportive_but_indirect	likely
OR1E2	P47887	142	1	supportive_but_indirect	likely
OR1F1	O43749	59	1	weak	likely
OR1G1	P47890	98	10	direct_single_method	likely
OR1I1	O60431	62	1	supportive_but_indirect	likely
OR1J1	Q8NGS3	72	2	weak	low
OR1J2	Q8NGS2	92	0	weak	low
OR1J4	Q8NGS1	35	2	weak	low
OR1K1	Q8NGR3	115	1	weak	low
OR1L1	Q8NH94	115	1	weak	low
OR1L3	Q8NH93	68	3	weak	low
OR1L4	Q8NGR5	33	0	weak	low
OR1L6	Q8NGR2	110	1	weak	low
OR1L8	Q8NGR8	37	3	weak	low
OR1M1	Q8NGA1	70	0	weak	low
OR1N1	Q8NGS0	62	1	weak	low
OR1N2	Q8NGR9	37	5	weak	low
OR1Q1	Q15612	126	1	weak	low
OR1R1	A0A286YEU6	5	0	weak	low
OR1S1	Q8NH92	33	0	weak	low
OR1S2	Q8NGQ3	21	1	weak	low
OR2A1	Q8NGT9	58	4	weak	low
OR2A12	Q8NGT7	25	2	weak	low
OR2A14	Q96R47	30	0	weak	low
OR2A2	Q6IF42	43	0	weak	likely
OR2A25	A4D2G3	40	4	supportive_but_indirect	likely
OR2A4	O95047	76	10	direct_single_method	likely
OR2A42	Q8NGT9	56	2	weak	low
OR2A5	Q96R48	39	0	weak	low
OR2A7	Q96R45	48	9	supportive_but_indirect	likely
OR2AE1	Q8NHA4	38	2	weak	low
OR2AG1	Q9H205	76	8	direct_multi_method	likely
OR2AG2	A6NM03	37	4	supportive_but_indirect	likely
OR2AJ1	Q8NGZ0	10	0	weak	low
OR2AK2	Q8NG84	34	1	weak	low
OR2AP1	Q8NGE2	23	0	weak	low
OR2AT4	A6NND4	89	12	direct_multi_method	likely
OR2B11	Q5JQS5	63	3	supportive_but_indirect	canonical
OR2B2	Q9GZK3	65	0	weak	low
OR2B3	O76000	63	3	weak	low
OR2B6	P58173	81	2	weak	likely
OR2B8	P59922	18	0	weak	low
OR2C1	O95371	57	4	supportive_but_indirect	likely
OR2C3	Q8N628	50	2	weak	low
OR2D2	Q9H210	140	2	supportive_but_indirect	likely
OR2D3	Q8NGH3	52	0	weak	likely
OR2F1	Q13607	56	1	weak	low
OR2F2	O95006	63	1	weak	low
OR2G2	Q8NGZ5	39	2	weak	low
OR2G3	Q8NGZ4	39	1	weak	low
OR2G6	Q5TZ20	26	0	weak	low
OR2H1	Q9GZK4	79	3	direct_multi_method	canonical
OR2H2	O95918	116	6	direct_multi_method	likely
OR2I1	Q8NGU4	57	0	weak	likely
OR2J1	Q9GZK6	110	3	weak	low
OR2J2	O76002	95	5	supportive_but_indirect	likely
