gene_symbol	group	tm_helix_count	protein_length	ecd_length_residues	has_signal_peptide	n_term_extracellular	c_term_extracellular	mouse_has_one2one	cyno_has_one2one	schweke_homomer	alt_iso_diff_topo	has_ec_surface_bind_site	has_concerning_paralog	cyno_ortholog_pct_id	mouse_ortholog_pct_id	homomer_stoichiometry	top_paralog_symbol	top_paralog_ecd_pct	n_ec_surface_bind_sites
EHD1	no	0	534	0	0	0	0	1	1	1	0	0	0	97.2	99.4	2.0			
EHD2	no	0	543	0	0	0	0	1	1	1	0	0	0	99.8	96.7	2.0			
EHD3	no	0	535	0	0	0	0	1	1	1	0	0	0	99.3	97.4	2.0			
EIF3A	no	0	1382	0	0	0	0	0	0	0	0	0	0	99.3	93.2				
EIF4A1	no	0	406	0	0	0	0	1	1	0	0	0	0	98.8	100.0				
ELAVL1	no	0	326	0	0	0	0	1	1	0	0	0	0	100.0	98.5				
EMC10	no	1	262	196	1	1	0	1	1	0	0	0	0	98.9	84.4				
EMILIN1	no	0	1016	995	1	1	1	1	1	0	0	0	0	98.5	86.7		EMILIN3	25.1	
EN1	no	0	392	0	0	0	0	0	0	0	0	0	0	97.7	92.6				
ENDOD1	no	0	500	479	1	1	1	1	1	0	0	0	0	96.8	76.4				
ENHO	no	1	76	9	0	1	0	1	0	0	0	0	0		100.0				
ENTPD5	no	0	428	408	1	1	1	1	1	0	0	0	1	97.9	88.1		ENTPD6	48.8	
ENTREP3	no	4	668	64	0	0	0	1	0	0	1	0	0		94.2		ENTREP2	33.3	
EPB41	no	0	864	0	0	0	0	1	1	0	0	0	0	94.1	89.4				
EPB41L3	no	0	1087	0	0	0	0	1	1	0	0	0	0	67.1	60.6				
EPDR1	no	0	224	187	1	1	1	1	1	1	0	0	0	96.4	79.5	2.0			
EPHX1	no	1	455	2	0	1	0	1	0	1	0	0	0		83.5	2.0			
EPHX3	no	0	360	0	0	0	0	1	1	0	0	0	0	96.1	82.8				
EPM2A	no	0	331	0	0	0	0	0	0	0	0	0	0		88.8				
EPS8L1	no	0	723	0	0	0	0	1	1	0	0	0	0	63.8	85.8				
EPS8L3	no	0	593	0	0	0	0	1	1	0	0	0	0	93.1	72.3				
ERBIN	no	0	1412	0	0	0	0	1	1	0	0	0	0	95.3	88.8				
ERC1	no	0	1116	0	0	0	0	1	1	0	0	0	0	69.6	97.3				
ERFE	no	0	354	329	1	1	1	1	1	0	0	0	0	76.6	71.2	3.0	C1QTNF12	38.3	
ERLIN2	no	0	339	0	0	0	0	1	1	0	0	0	0	87.3	97.6	2.0			
ERO1A	no	0	468	445	1	1	1	1	1	0	0	0	1	98.5	91.9		ERO1B	63.1	
ERP29	no	0	261	229	1	1	1	1	0	1	0	0	0		88.5	2.0			
ERP44	no	0	406	377	1	1	1	1	1	0	0	0	0	99.5	93.1		TMX1	19.1	
ERVH48-1	no	0	160	121	1	1	1	0	0	0	0	0	0						
ESR2	no	0	530	0	0	0	0	1	1	1	0	0	0	97.2	88.7	2.0			
ESYT2	no	2	921	1	0	0	0	1	1	0	1	0	1	90.0	90.3		ESYT1	100.0	
ESYT3	no	2	886	1	0	0	0	1	1	0	0	0	1	91.9	83.6		ESYT2	100.0	
EVA1A	no	1	152	33	0	1	0	1	1	0	0	0	1	98.0	86.8		EVA1B	42.4	
EVC	no	1	992	26	0	1	0	1	1	0	0	0	0	89.8	68.2		EVC2	3.7	
EXOC3L1	no	0	746	0	0	0	0	1	1	0	0	0	0	95.3	77.9				
EXTL3	no	1	919	872	0	0	1	1	1	1	0	0	0	99.6	97.4	2.0	EXT2	30.7	
EZR	no	0	586	0	0	0	0	1	1	1	0	0	0	99.0	96.4	2.0			
F2	no	0	622	598	1	1	1	1	1	0	0	0	0	94.1	81.0		PAMR1	22.7	
FAM149A	no	0	773	0	0	0	0	0	0	0	0	0	0	55.1	63.5				
FAM153A	no	0	310	0	0	0	0	0	0	0	0	0	0						
FAM180A	no	0	173	156	1	1	1	1	1	0	0	0	0	97.1	78.6		FAM180B	29.4	
FAM186A	no	0	2351	0	0	0	0	0	1	0	0	0	0	86.3					
FAM193A	no	0	1515	0	0	0	0	1	1	0	0	0	0	95.8	88.2				
FAM209A	no	1	171	40	1	1	0	0	0	0	0	0	1				FAM209B	95.0	
FAM209B	no	1	171	40	1	1	0	0	0	0	0	0	1				FAM209A	95.0	
FAM20A	no	1	541	516	0	0	1	1	1	1	0	0	1	94.6	85.8	2.0	FAM20C	45.3	
FAM222A	no	0	452	0	0	0	0	1	0	0	0	0	0		91.4				
FAM237B	no	0	139	0	0	0	0	1	1	0	0	0	0	95.7	72.7	2.0			
FAM3A	no	0	230	201	1	1	1	1	1	0	0	0	1	85.7	90.9		FAM3D	56.7	
FAM3B	no	0	235	203	1	1	1	1	1	0	1	0	0	90.6	76.2		FAM3C	37.9	
FAM3C	no	0	227	200	1	1	1	1	1	0	0	0	1	98.7	94.3		FAM3D	55.0	
FAM3D	no	0	224	197	1	1	1	1	1	0	0	0	1	88.8	71.0		FAM3A	56.7	
FAM53A	no	0	398	0	0	0	0	1	1	0	0	0	0	66.8	66.6				
FAM72C	no	0	149	0	0	0	0	0	0	0	0	0	0						
FAM78A	no	0	283	0	0	0	0	1	1	0	0	0	0	98.9	97.2				
FASN	no	0	2511	0	0	0	0	1	0	0	0	0	0		81.1				
FBRSL1	no	0	1045	0	0	0	0	1	0	0	0	0	0		71.3				
FCER1G	no	1	86	5	1	1	0	1	1	0	0	0	0	77.9	88.4				
FCGBP	no	0	5405	5382	1	1	1	0	0	0	0	0	0				VWC2L	2.3	
FCN2	no	0	313	288	1	1	1	0	0	0	0	0	1				FCN1	81.1	
FCN3	no	0	299	276	1	1	1	0	1	1	0	0	1	91.3		3.0	FCN2	49.3	
FCRLA	no	0	359	332	1	1	1	1	0	0	0	0	0		67.1		FCRL6	38.3	
FCRLB	no	0	426	409	1	1	1	1	0	0	0	0	0		82.6		FCGR1A	33.3	
FERMT2	no	0	680	0	0	0	0	1	1	0	0	0	0	99.9	98.2				
FEZ1	no	0	392	0	0	0	0	0	0	0	0	0	0	99.2	95.4				
FGA	no	0	866	847	1	1	1	0	0	0	0	0	0				FCN2	17.0	
FGB	no	0	491	461	1	1	1	1	1	0	0	0	0	95.7	82.5		FGL1	27.1	
FGF3	no	0	239	222	1	1	1	1	1	0	0	0	0	97.5	80.3		FGF22	30.2	
FGF8	no	0	233	211	1	1	1	1	1	0	0	0	1	99.2	90.6		FGF17	57.8	
FGFBP1	no	0	234	211	1	1	1	1	1	0	0	0	0	94.0	62.8		FGFBP3	24.6	
FGL1	no	0	312	290	1	1	1	1	1	0	0	0	0	95.5	82.1		FGA	16.2	
FGR	no	0	529	0	0	0	0	1	1	0	0	0	0	97.5	83.9				
FIBIN	no	0	211	193	1	1	1	1	1	0	0	0	0	98.6	93.4				
FKRP	no	0	495	469	1	1	1	1	0	1	0	1	0		93.7	2.0			2.0
FLACC1	no	0	445	0	0	0	0	1	1	1	0	0	0	92.4	58.1	2.0			
FLII	no	0	1269	0	0	0	0	0	0	0	0	0	0	98.7	95.3				
FLOT1	no	0	427	0	0	0	0	1	1	1	0	0	0	99.8	98.4	2.0			
FLOT2	no	0	428	0	0	0	0	1	1	0	0	0	0	97.2	99.3				
FMOD	no	0	376	358	1	1	1	1	1	0	0	0	1	98.9	92.6		LUM	42.7	
FNDC11	no	0	318	0	0	0	0	0	0	0	0	0	0		81.1				
FOXR2	no	0	311	0	0	0	0	0	0	0	0	0	0	90.0	53.1				
FREM3	no	0	2139	2108	1	1	1	0	0	0	0	0	1	94.7	67.9		SLC8A3	12.4	
FRMD7	no	0	714	0	0	0	0	1	1	0	0	0	0	95.7	85.2				
FRMPD2	no	0	1309	0	0	0	0	1	1	0	0	0	0	93.9	70.6				
FSD1L	no	0	530	0	0	0	0	1	1	1	0	0	0	98.1	88.7	2.0			
FSTL5	no	0	847	827	1	1	1	1	1	0	0	0	1	98.5	91.3		FSTL4	57.3	
FUT3	no	0	361	325	1	1	1	0	1	0	0	0	1	93.1			FUT5	87.1	
FUT4	no	1	530	360	0	0	1	1	0	0	0	0	1		60.8		FUT5	43.1	
GAA	no	1	952	920	0	0	1	1	1	0	0	0	0	74.4	80.4		MGAM	15.9	
GAP43	no	0	238	0	0	0	0	1	1	0	0	0	0	95.4	77.3				
GAPDH	no	0	335	0	0	0	0	0	0	1	0	0	0			2.0			
GAPVD1	no	0	1478	0	0	0	0	1	1	0	0	0	0	99.7	97.8				
GBA1	no	0	536	497	1	1	1	1	1	0	0	0	0	96.6	83.2				
GBA2	no	0	927	0	0	0	0	1	1	0	0	0	0	97.3	86.7				
GCSAM	no	0	178	0	0	0	0	0	0	0	0	0	0	91.6	55.6				
GFOD1	no	0	390	0	0	0	0	1	1	1	0	0	0	100.0	98.2	2.0			
GFOD2	no	0	385	0	0	0	0	1	0	1	0	0	0		95.6	2.0			
GFY	no	1	518	388	1	1	0	1	0	0	0	0	0		52.9				
GGTA1	no	0	100	75	1	1	1	0	0	0	0	0	0						
GGTLC2	no	0	218	218	0	1	1	0	0	0	0	0	0						
GHDC	no	0	530	0	0	0	0	1	1	0	0	0	0	94.7	73.6				
GLMP	no	1	406	333	1	1	0	1	0	0	0	0	0		78.3				
GMFB	no	0	142	0	0	0	0	0	0	0	0	0	0	100.0	97.9				
GMFG	no	0	142	0	0	0	0	1	0	0	0	0	0		93.7				
GNAI2	no	0	355	0	0	0	0	1	1	0	0	0	0	100.0	98.3				
GNAL	no	0	381	0	0	0	0	1	1	0	0	0	0	76.2	76.6				
GNAQ	no	0	359	0	0	0	0	0	1	0	0	0	0	100.0					
GNAS	no	0	394	0	0	0	0	0	1	0	0	0	0	80.5					
GNB1	no	0	340	0	0	0	0	1	1	0	0	0	0	92.1	100.0				
GNB2	no	0	340	0	0	0	0	1	1	0	0	0	0	100.0	100.0				
GNB3	no	0	340	0	0	0	0	1	1	0	0	0	0	100.0	97.1				
GNB4	no	0	340	0	0	0	0	1	1	0	0	0	0	100.0	96.8				
GNG2	no	0	71	0	0	0	0	1	1	0	0	0	0	100.0	100.0				
GOLGA7B	no	0	167	0	0	0	0	1	1	0	0	0	0	80.8	83.8				
GOT2	no	0	430	0	0	0	0	0	0	0	0	0	0	98.4	94.7	2.0			
GPHB5	no	0	130	106	1	1	1	1	1	0	0	0	0	96.2	86.9	2.0	FSHB	34.2	
GPLD1	no	0	840	817	1	1	1	1	1	0	0	0	0	94.8	79.3				
GPR108	no	7	543	274	1	1	0	1	1	0	0	0	0	94.3	82.7		GPR107	39.8	
GPR137	no	7	417	88	0	1	0	1	1	0	0	0	0	88.1	95.2		GPR137B	35.8	
GPR137C	no	7	429	120	0	1	0	1	1	0	0	0	0	98.8	90.9		GPR137B	28.3	
GPR155	no	17	870	144	0	1	0	1	1	1	0	0	0	97.9	89.8	2.0			
GPR15LG	no	0	81	57	1	1	1	1	1	0	0	0	0	87.7	54.3				
GPR180	no	7	440	191	1	1	0	1	1	0	0	0	0	96.4	86.8		TMEM145	27.7	
GPRIN1	no	0	1008	0	0	0	0	1	1	0	0	0	0	66.0	53.6				
GPRIN2	no	0	458	0	0	0	0	1	1	0	0	0	0	95.2	72.9				
GRAMD1A	no	1	724	93	0	0	1	1	1	0	0	0	0	97.8	93.4		GRAMD1B	38.7	
GRAMD1B	no	1	738	91	0	0	1	1	1	0	0	0	0	96.4	96.9		GRAMD1A	38.7	
GRAMD1C	no	1	662	85	0	0	1	1	1	0	0	0	0	96.5	82.5		GRAMD1B	26.4	
GREP1	no	0	536	515	1	1	1	0	1	0	0	0	0	80.2					
GRINA	no	7	371	29	0	0	1	1	1	0	0	0	0	98.9	87.6		TMBIM1	37.5	
GSN	no	1	782	1	1	1	0	1	1	0	1	0	1	99.5	94.8				
GUCA2A	no	0	115	96	1	1	1	1	1	0	0	0	0	82.6	67.0	2.0	GUCA2B	36.5	
GZMB	no	0	247	229	1	1	1	0	1	0	0	0	1	82.6			GZMH	71.2	
H2BC12	no	0	126	0	0	0	0	0	0	0	0	0	0						
H2BC4	no	0	126	0	0	0	0	0	0	0	0	0	0						
H4C3	no	0	103	0	0	0	0	0	0	0	0	0	0						
HABP2	no	0	560	537	1	1	1	1	1	0	0	0	0	97.3	77.9		GZMK	19.6	
HARBI1	no	0	349	0	0	0	0	1	1	0	0	0	0	64.5	90.0				
HARS1	no	0	509	0	0	0	0	0	0	0	0	0	0	93.5	94.9	2.0			
HAS1	no	6	577	35	0	0	0	1	0	0	0	0	0		95.7		HAS2	22.9	
HCK	no	0	526	0	0	0	0	1	1	0	0	0	0	94.3	85.9				
HDAC3	no	0	428	0	0	0	0	0	0	0	0	0	0	100.0	99.8				
HEXD	no	1	486	393	0	0	1	1	1	0	1	0	0	93.4	78.8	2.0			
HGSNAT	no	11	663	271	1	1	0	1	0	0	0	0	0		80.6				
HHIPL2	no	0	724	683	1	1	1	1	1	0	0	0	1	96.7	81.8		HHIPL1	51.6	
HIGD1B	no	2	99	16	0	0	0	1	1	0	0	0	1	96.0	76.8		HIGD1C	62.5	
HIP1R	no	0	1068	0	0	0	0	1	1	1	0	0	0	95.8	90.9	2.0			
HLA-DMA	no	1	261	204	1	1	0	1	1	1	0	1	0	87.0	75.9	2.0	HLA-DQA2	31.9	1.0
HLA-DOA	no	1	250	193	1	1	0	1	1	1	0	1	1	96.8	73.2	2.0	HLA-DQA1	59.3	2.0
HM13	no	9	377	72	0	1	0	1	1	0	1	0	0	87.8	85.0		SPPL3	22.1	
HMGB3	no	0	200	0	0	0	0	0	0	0	0	0	0						
HNRNPU	no	0	825	0	0	0	0	1	1	0	0	0	0	93.9	94.3				
HSH2D	no	0	352	0	0	0	0	1	1	0	0	0	0	91.8	52.0				
HSPB1	no	0	205	0	0	0	0	1	0	1	0	0	0		84.4	2.0			
HSPE1	no	0	102	0	0	0	0	0	0	1	0	0	0			7.0			
HTRA2	no	1	458	337	0	0	1	1	1	1	0	0	0	80.6	84.9	3.0	HTRA1	37.8	
HTRA3	no	0	453	436	1	1	1	1	1	1	0	0	1	91.6	92.7	3.0	HTRA1	57.4	
HTRA4	no	0	476	447	1	1	1	1	1	1	0	0	1	55.3	66.6	3.0	HTRA1	53.3	
IER3	no	1	156	60	0	0	1	1	1	0	0	0	0	94.2	72.4				
IFFO2	no	0	517	0	0	0	0	1	1	1	0	0	0	76.6	95.7	2.0			
IFNE	no	0	208	187	1	1	1	1	0	0	0	0	0		53.8		IFNA17	35.3	
IFNL4	no	0	179	157	1	1	1	0	0	0	0	0	0						
IGFBP2	no	0	325	289	1	1	1	1	1	0	0	0	0	98.8	81.8		IGFBP4	36.3	
IGFBP3	no	0	291	264	1	1	1	1	1	0	0	0	1	84.2	81.8		IGFBP5	45.8	
IGFBPL1	no	0	278	251	1	1	1	1	1	0	0	0	1	93.5	75.9		IGFBP7	43.8	
IGFL3	no	0	125	101	1	1	1	0	0	0	0	0	1				IGFL2	64.4	
IGIP	no	0	53	0	0	0	0	1	0	0	0	0	0		94.3				
IGSF10	no	0	2623	2595	1	1	1	1	1	0	0	0	0	94.2	64.8		VSIG10	7.2	
IL16	no	0	1332	0	0	0	0	1	1	0	0	0	0	95.7	80.9				
IL17C	no	0	197	179	1	1	1	1	1	0	0	0	0	93.4	71.6	2.0	IL17D	29.9	
IL17REL	no	0	507	486	1	1	1	0	0	0	0	0	0						
IL1RN	no	0	177	152	1	1	1	1	1	0	0	0	1	86.4	75.7		IL36RN	47.1	
IL24	no	0	206	158	1	1	1	1	1	0	0	0	0	91.7	58.7		IL20	31.6	
IL37	no	0	218	0	0	0	0	0	1	0	0	0	0	95.9					
IL4I1	no	0	567	546	1	1	1	1	1	1	0	0	0	87.8	72.1	2.0			
INHBE	no	0	350	331	1	1	1	1	1	0	0	0	1	81.4	82.3		INHBC	45.8	
INPP5A	no	0	412	0	0	0	0	1	1	0	0	0	0	94.7	97.1				
INS-IGF2	no	0	200	176	1	1	1	0	0	0	0	0	0						
INSL4	no	0	139	114	1	1	1	0	1	0	0	0	0	89.9			RLN1	24.8	
INSL6	no	0	213	191	1	1	1	0	1	0	0	0	0	89.2			RLN1	26.7	
IPCEF1	no	0	437	0	0	0	0	1	1	0	0	0	0	97.3	74.9				
IQCE	no	0	695	0	0	0	0	0	1	1	0	0	0	95.1		2.0			
IQGAP2	no	0	1575	0	0	0	0	1	1	0	0	0	0	98.5	89.0				
IRGC	no	0	463	0	0	0	0	1	1	0	0	0	0	70.2	89.8				
IRS1	no	0	1242	0	0	0	0	1	1	0	0	0	0	95.5	89.0				
ITLN1	no	0	313	297	1	1	1	0	1	0	0	1	1	92.3			ITLN2	85.3	2.0
ITLN2	no	0	325	299	1	1	1	0	0	0	0	0	1				ITLN1	84.9	
ITPRID2	no	0	1259	0	0	0	0	1	1	0	0	0	0	95.5	81.7				
ITPRIP	no	0	547	0	0	0	0	1	1	0	0	0	0	98.2	78.2				
ITPRIPL2	no	2	535	25	0	0	0	1	1	0	0	0	1	97.9	85.4				
JAK3	no	0	1124	0	0	0	0	1	1	0	0	0	0	95.4	82.0				
JMJD6	no	0	403	0	0	0	0	0	0	0	0	0	0	99.8	97.8				
JOSD1	no	0	202	0	0	0	0	0	0	0	0	0	0	96.0	97.0				
JPT2	no	0	190	0	0	0	0	0	1	0	0	0	0	93.7					
JTB	no	1	146	75	1	1	0	1	1	0	0	0	0	93.2	84.2				
JUP	no	0	745	0	0	0	0	1	1	0	0	0	0	99.6	98.4				
KANK1	no	0	1352	0	0	0	0	1	1	0	0	0	0	97.3	84.9				
KANK2	no	0	851	0	0	0	0	0	0	0	0	0	0	74.9	83.0				
KCNAB1	no	0	419	0	0	0	0	1	1	1	0	0	0	99.8	83.3	4.0			
KCNK7	no	4	307	128	0	0	0	1	1	1	0	0	1	94.5	79.2	2.0	KCNK1	48.1	
KCP	no	0	1568	1547	1	1	1	1	1	0	0	0	0	89.3	76.7		VWC2	9.1	
KCTD8	no	0	473	0	0	0	0	1	1	1	0	0	0	98.3	95.3	6.0			
KDF1	no	0	398	0	0	0	0	1	1	0	0	0	0	98.0	91.2				
KIAA0040	no	1	99	25	0	1	0	1	1	0	0	0	0	98.0	70.7				
KIAA0232	no	0	1395	0	0	0	0	1	1	0	0	0	0	99.1	88.7				
KIAA1328	no	0	577	0	0	0	0	1	1	1	0	0	0	94.5	72.6	2.0			
KIAA1614	no	0	1190	0	0	0	0	1	1	0	0	0	0	52.7	56.5				
KIAA1958	no	0	716	0	0	0	0	1	1	0	0	0	0	99.4	97.5				
KLHDC8B	no	0	354	0	0	0	0	1	1	0	0	0	0	99.7	97.7				
KLK15	no	0	256	240	1	1	1	1	1	0	0	0	1	94.5	75.8		KLK9	48.8	
KLK3	no	0	261	244	1	1	1	0	1	0	0	0	1	90.0			KLK2	79.1	
KLK6	no	0	244	228	1	1	1	1	0	0	0	0	1		68.4		KLK13	46.7	
KNCN	no	2	124	6	0	0	0	1	1	0	0	0	0	96.0	83.1				
KNG1	no	0	644	626	1	1	1	0	1	0	0	0	0	92.7			FETUB	17.3	
KPLCE	no	0	250	0	0	0	0	1	0	0	0	0	0		76.0				
KRTCAP3	no	4	240	69	0	0	0	1	1	0	0	0	1	95.4	85.8		TMEM54	47.8	
KSR1	no	0	923	0	0	0	0	1	1	0	0	0	0	98.9	85.9				
LAMA4	no	0	1823	1799	1	1	1	1	1	0	0	0	0	98.1	88.4		TMEFF1	7.7	
LANCL1	no	0	399	0	0	0	0	1	1	0	0	0	0	99.7	91.5				
LANCL3	no	0	420	0	0	0	0	1	1	0	0	0	0	74.0	95.7				
LAP3	no	0	519	0	0	0	0	0	0	0	0	0	0	98.8	90.4	2.0			
LAPTM5	no	6	262	58	0	0	0	1	1	0	0	0	0	94.7	79.0		LAPTM4A	17.2	
LDLRAD4	no	1	306	67	0	1	0	1	1	0	1	0	0	97.1	90.2		PMEPA1	22.4	
LEMD1	no	1	181	7	0	0	1	1	1	0	1	0	1	96.1	56.9				
LGALS7B	no	0	136	0	0	0	0	0	0	1	0	0	0						
LHFPL7	no	4	200	72	0	0	0	1	1	0	0	0	0	94.0	60.5		LHFPL1	30.2	
LIN7A	no	0	233	0	0	0	0	1	1	0	0	0	0	100.0	99.6				
LIN7B	no	0	207	0	0	0	0	1	0	0	0	0	0		98.1				
LIN7C	no	0	197	0	0	0	0	1	1	0	0	0	0	94.4	100.0				
LIPH	no	0	451	433	1	1	1	1	1	0	0	0	1	94.2	77.8		LIPI	45.2	
LIPM	no	0	423	390	1	1	1	1	1	0	0	0	1	98.6	87.2		LIPA	60.5	
LITAF	no	0	161	0	0	0	0	1	1	0	1	0	0	80.1	85.7				
LMO7	no	0	1683	0	0	0	0	1	1	0	0	0	0	95.8	81.1				
LNX1	no	0	728	0	0	0	0	1	1	1	0	0	0	97.8	88.2	2.0			
LNX2	no	0	690	0	0	0	0	1	1	1	0	0	0	97.8	89.6	2.0			
LOX	no	0	417	396	1	1	1	1	1	0	0	0	1	97.4	86.3		LOXL1	42.1	
LOXHD1	no	0	2067	0	0	0	0	1	1	0	0	0	0	89.5	91.6				
LOXL1	no	0	574	549	1	1	1	1	1	0	0	0	1	72.0	91.6		LOX	41.9	
LOXL3	no	0	753	728	1	1	1	1	1	0	0	0	1	98.9	92.3		LOXL2	55.5	
LPXN	no	0	386	0	0	0	0	0	0	0	0	0	0	98.2	85.0				
LRATD2	no	0	310	0	0	0	0	1	1	0	0	0	0	98.1	92.6				
LRCOL1	no	0	159	137	1	1	1	0	0	0	0	0	0				CLPSL2	21.2	
LRRC37A3	no	1	1634	1542	1	1	0	0	0	0	0	1	1				LRRC37A2	97.7	2.0
LRRC3B	no	1	259	170	1	1	0	1	1	0	0	1	1	100.0	99.6		LRRC3	43.0	1.0
LRRC57	no	0	239	0	0	0	0	1	1	0	0	0	0	98.7	95.4				
LRRC69	no	0	347	0	0	0	0	1	0	0	0	0	0		66.9				
LRRIQ3	no	0	624	0	0	0	0	1	1	0	0	0	0	92.6	61.9				
LSM4	no	0	139	0	0	0	0	0	0	0	0	0	0	81.3	96.4				
LTAP1	no	1	253	10	0	1	0	1	1	0	0	0	0	99.6	95.7				
LTBP1	no	0	1721	1698	1	1	1	1	1	0	0	0	1	90.8	73.8		LTBP3	34.0	
LTF	no	0	710	691	1	1	1	1	1	0	0	0	1	90.1	70.6		TF	60.9	
LY6G5B	no	0	201	183	1	1	1	1	0	0	0	0	0		61.2				
LY6G5C	no	0	150	109	1	1	1	1	1	0	0	0	0	88.0	67.3				
LYG1	no	0	194	175	1	1	1	1	1	0	0	0	0	92.8	70.6		LYG2	37.8	
LYN	no	0	512	0	0	0	0	1	1	0	0	0	0	99.4	96.1				
LYSMD2	no	0	215	0	0	0	0	0	0	0	0	0	0	90.7	89.3				
LYSMD4	no	1	296	56	0	0	1	1	1	0	0	0	0	91.9	70.3		LYSMD3	22.1	
MACF1	no	0	7388	0	0	0	0	1	1	0	0	0	0	97.2	81.6				
MAGEA10	no	0	369	0	0	0	0	0	1	0	0	0	0	94.6					
MAGI3	no	0	1481	0	0	0	0	1	1	0	0	0	0	97.1	71.6				
MAMDC2	no	0	686	668	1	1	1	1	1	0	0	0	0	96.5	89.9		MALRD1	11.6	
MAMDC4	no	1	1216	1136	1	1	0	1	1	0	1	1	0	80.4	73.3		MALRD1	17.9	1.0
MAN2B2	no	0	1009	986	1	1	1	1	1	0	0	0	0	95.1	75.6		MAN2C1	19.4	
MANSC1	no	1	431	358	1	1	0	1	1	0	0	0	0	92.3	60.6		MANSC4	20.1	
MAPT	no	0	758	0	0	0	0	1	1	0	0	0	0	83.4	65.4				
MARCHF10	no	0	808	0	0	0	0	1	1	0	0	0	0	90.6	62.0				
MARK2	no	0	788	0	0	0	0	1	1	0	0	0	0	99.9	96.8				
MASP1	no	0	699	680	1	1	1	1	1	0	0	0	1	97.1	66.5		MASP2	43.5	
MASP2	no	0	686	671	1	1	1	1	1	0	0	0	1	95.3	81.5		PRRG2	10.7	
MBL2	no	0	248	228	1	1	1	1	1	1	0	0	0	89.5	59.3	2.0			
MBLAC2	no	0	279	0	0	0	0	1	1	0	0	0	0	81.4	96.8				
MBP	no	0	304	0	0	0	0	1	0	0	0	0	0		71.7				
MCC	no	0	829	0	0	0	0	1	1	0	0	0	0	98.6	93.4	2.0			
MCTP1	no	4	999	2	0	0	0	1	1	0	1	0	0	97.8	87.5		MCTP2	33.3	
MCTS2	no	0	181	0	0	0	0	1	0	0	0	0	0		94.5				
MDFIC	no	0	246	0	0	0	0	0	0	0	0	0	0	94.7	81.7				
MEGF6	no	0	1541	1511	1	1	1	1	1	0	0	0	0	89.0	78.1		MEGF11	27.4	
MEST	no	0	335	0	0	0	0	0	0	0	0	0	0		81.2				
METRN	no	0	293	270	1	1	1	1	1	0	0	0	1	92.8	80.5		METRNL	47.4	
METRNL	no	0	311	266	1	1	1	1	1	0	0	0	1	95.5	77.2		METRN	47.4	
METTL9	no	0	318	0	0	0	0	1	1	0	0	0	0	98.4	97.2				
MFAP3	no	1	362	127	1	1	0	1	1	0	0	0	1	98.9	80.7		MFAP3L	44.9	
MFAP4	no	0	255	235	1	1	1	1	1	0	0	0	1	98.4	94.1		FIBCD1	30.5	
MFAP5	no	0	173	145	1	1	1	1	1	0	0	0	0	96.0	76.3		MFAP2	29.5	
MFSD11	no	12	449	77	0	0	0	1	1	0	1	0	0	99.3	93.1				
MGRN1	no	0	552	0	0	0	0	0	0	0	0	0	0	97.6	89.1				
MIEN1	no	0	115	0	0	0	0	1	0	0	0	0	0		89.6				
MIF	no	0	115	0	0	0	0	1	1	1	0	0	0	100.0	89.6	3.0			
MIGA1	no	0	632	0	0	0	0	1	1	0	0	0	0	99.2	84.8				
MIGA2	no	0	593	0	0	0	0	1	0	0	0	0	0		92.6				
MLF2	no	0	248	0	0	0	0	1	1	1	0	0	0	94.0	96.8	2.0			
MLIP	no	0	993	0	0	0	0	1	0	0	0	0	0		69.0				
MMD	no	7	238	46	0	0	1	1	1	0	0	0	1	100.0	99.2		MMD2	58.7	
MMP26	no	0	261	244	1	1	1	0	1	0	0	0	0	92.7			MMP12	24.7	
MMP27	no	0	513	496	1	1	1	1	1	0	0	0	1	96.5	76.4		MMP10	48.4	
MOXD1	no	0	613	595	1	1	1	1	1	0	0	0	0	98.4	84.8		DBH	32.8	
MPDZ	no	0	2070	0	0	0	0	1	1	0	0	0	0	98.3	84.1				
MPP3	no	0	585	0	0	0	0	1	1	0	0	0	0	98.8	90.9				
MPP7	no	0	576	0	0	0	0	1	1	0	0	0	0	93.8	92.5				
MPPED1	no	0	326	0	0	0	0	0	0	0	0	0	0		98.2				
MREG	no	0	214	0	0	0	0	1	0	0	0	0	0		86.0				
MS4A15	no	4	240	28	0	0	0	1	1	0	1	0	0	90.8	80.0		MS4A12	29.0	
MSMB	no	0	114	94	1	1	1	0	1	0	0	0	0	80.7			MSMP	21.4	
MSMP	no	0	139	103	1	1	1	1	1	0	0	0	0	99.3	91.4		MSMB	21.4	
MSN	no	0	577	0	0	0	0	1	1	1	0	0	0	99.8	98.6	2.0			
MTCL1	no	0	1905	0	0	0	0	1	1	0	0	0	0	79.9	80.3				
MTMR6	no	0	621	0	0	0	0	0	0	0	0	0	0	98.1	90.2	2.0			
MTUS1	no	0	1270	0	0	0	0	1	1	0	1	0	0	94.1	62.8				
MYADML2	no	8	307	72	0	0	0	1	1	0	0	0	0	95.4	91.5		MYADM	30.1	
MYLK	no	0	1914	0	0	0	0	1	1	0	0	0	0	97.2	85.4				
MYO1C	no	0	1063	0	0	0	0	1	1	0	0	0	0	92.8	96.7				
MYO1G	no	0	1018	0	0	0	0	1	1	0	0	0	0	92.5	90.9				
MYZAP	no	0	466	0	0	0	0	1	1	1	0	0	0	94.0	89.9	2.0			
