gene_symbol	uniprot_acc	triage_verdict	triage_reason	deep_dive_reason	deep_dive_tier	go_surface_flag	surfy_surface_flag	hpa_surface_flag	uniprot_optimized	cspa_optimized
OR1E1	P30953	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR1E2	P47887	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR1F1	O43749	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR1G1	P47890	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR1I1	O60431	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR1J1	Q8NGS3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR1J2	Q8NGS2	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR1J4	Q8NGS1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR1K1	Q8NGR3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR1L1	Q8NH94	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR1L3	Q8NH93	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR1L4	Q8NGR5	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR1L6	Q8NGR2	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR1L8	Q8NGR8	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR1M1	Q8NGA1	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR1N1	Q8NGS0	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR1N2	Q8NGR9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR1Q1	Q15612	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR1R1	A0A286YEU6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	1	0
OR1S1	Q8NH92	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR1S2	Q8NGQ3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2A1	Q8NGT9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2A12	Q8NGT7	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2A14	Q96R47	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2A2	Q6IF42	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR2A25	A4D2G3	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2A4	O95047	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	1	1	0	1	0
OR2A42	Q8NGT9	yes	multipass_with_exposed_loops	other	low	0	0	0	1	0
OR2A5	Q96R48	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR2A7	Q96R45	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2AE1	Q8NHA4	yes	multipass_with_exposed_loops	cell_state_induced	low	0	1	0	1	0
OR2AG1	Q9H205	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2AG2	A6NM03	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2AJ1	Q8NGZ0	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2AK2	Q8NG84	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2AP1	Q8NGE2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2AT4	A6NND4	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2B11	Q5JQS5	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
OR2B2	Q9GZK3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2B3	O76000	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2B6	P58173	yes	multipass_with_exposed_loops	cell_state_induced	likely	0	1	0	1	0
OR2B8	P59922	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2C1	O95371	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2C3	Q8N628	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	1	1	0
OR2D2	Q9H210	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2D3	Q8NGH3	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR2F1	Q13607	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2F2	O95006	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2G2	Q8NGZ5	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2G3	Q8NGZ4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2G6	Q5TZ20	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR2H1	Q9GZK4	yes	multipass_with_exposed_loops	cell_state_induced	canonical	0	1	0	1	0
OR2H2	O95918	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2I1	Q8NGU4	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR2J1	Q9GZK6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2J2	O76002	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2J3	O76001	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2K2	Q8NGT1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2L13	Q8N349	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2L2	Q8NH16	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR2L3	Q8NG85	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2L5	Q8NG80	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR2L8	Q8NGY9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2M2	Q96R28	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2M3	Q8NG83	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2M4	Q96R27	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2M5	A3KFT3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2M7	Q8NG81	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2S2	Q9NQN1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T1	O43869	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2T10	Q8NGZ9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T11	Q8NH01	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR2T12	Q8NG77	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T2	Q6IF00	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T27	Q8NH04	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T29	Q8NH02	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR2T3	Q8NH03	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T33	Q8NG76	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T34	Q8NGX1	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2T35	Q8NGX2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T4	Q8NH00	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR2T5	Q6IEZ7	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR2T6	Q8NHC8	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR2T7	P0C7T2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2T8	A6NH00	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2V1	Q8NHB1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2V2	Q96R30	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2W1	Q9Y3N9	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2W3	Q7Z3T1	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR2Y1	Q8NGV0	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR2Z1	Q8NG97	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR3A1	P47881	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
OR3A2	P47893	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR3A3	P47888	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR4A15	Q8NGL6	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR4A16	Q8NH70	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4A47	Q6IF82	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4A5	Q8NH83	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4B1	Q8NGF8	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR4C11	Q6IEV9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4C12	Q96R67	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4C13	Q8NGP0	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR4C15	Q8NGM1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4C16	Q8NGL9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4C3	Q8NH37	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4C45	A6NMZ5	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR4C46	A6NHA9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4C5	Q8NGB2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4C6	Q8NH72	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4D1	Q15615	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR4D10	Q8NGI6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4D11	Q8NGI4	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR4D2	P58180	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR4D5	Q8NGN0	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR4D6	Q8NGJ1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4D9	Q8NGE8	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4E1	P0C645	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4E2	Q8NGC2	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR4F15	Q8NGB8	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4F16	Q6IEY1	yes	multipass_with_exposed_loops	other	low	0	0	0	1	0
OR4F17	Q8NGA8	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR4F21	O95013	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4F29	Q6IEY1	yes	multipass_with_exposed_loops	other	low	0	0	0	1	0
OR4F3	Q6IEY1	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR4F5	Q8NH21	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4F6	Q8NGB9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4K1	Q8NGD4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4K13	Q8NH42	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4K14	Q8NGD5	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4K15	Q8NH41	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR4K17	Q8NGC6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4K2	Q8NGD2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4K3	Q96R72	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4K5	Q8NGD3	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR4L1	Q8NH43	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4M1	Q8NGD0	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
OR4M2	Q8NGB6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4M2B	A0A0X1KG70	yes	multipass_with_exposed_loops	other	low	0	0	0	1	0
OR4N2	Q8NGD1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4N4	Q8N0Y3	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR4N4C	A0A096LPK9	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	0	0	1	0
OR4N5	Q8IXE1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4P4	Q8NGL7	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4Q2	P0C623	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4Q3	Q8NH05	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR4S1	Q8NGB4	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR4S2	Q8NH73	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	canonical	0	1	0	1	0
OR4X1	Q8NH49	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR4X2	Q8NGF9	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR51A2	Q8NGJ7	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR51A4	Q8NGJ6	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR51A7	Q8NH64	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR51B2	Q9Y5P1	no	other	tissue_restricted_surface	low	0	1	0	1	0
OR51B4	Q9Y5P0	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR51B5	Q9H339	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR51B6	Q9H340	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51C1	A0A3B3IT45	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	1	0
OR51D1	Q8NGF3	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR51E1	Q8TCB6	yes	multipass_with_exposed_loops	cell_state_induced	canonical	0	1	0	1	0
OR51E2	Q9H255	yes	multipass_with_exposed_loops	classical_surface_receptor	canonical	0	1	0	1	0
OR51F1	A6NGY5	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51F2	Q8NH61	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51G1	Q8NGK1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51G2	Q8NGK0	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51I1	Q9H343	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51I2	Q9H344	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51L1	Q8NGJ5	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51M1	Q9H341	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR51Q1	Q8NH59	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR51S1	Q8NGJ8	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR51T1	Q8NGJ9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR51V1	Q9H2C8	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR52A1	Q9UKL2	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR52A5	Q9H2C5	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR52B2	Q96RD2	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR52B4	Q8NGK2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52B6	Q8NGF0	contextual	tissue_restricted_surface	cell_state_induced	likely	0	1	0	1	0
OR52D1	Q9H346	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52E1	Q8NGJ3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52E2	Q8NGJ4	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR52E4	Q8NGH9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52E5	Q8NH55	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52E6	Q96RD3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52E8	Q6IFG1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52H1	Q8NGJ2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52I1	Q8NGK6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52I2	Q8NH67	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52J3	Q8NH60	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52K1	Q8NGK4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52K2	Q8NGK3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52L1	Q8NGH7	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52M1	Q8NGK5	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52N1	Q8NH53	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52N2	Q8NGI0	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52N4	Q8NGI2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52N5	Q8NH56	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR52P1	Q8NH57	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52R1	Q8NGF1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR52W1	Q6IF63	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR56A1	Q8NGH5	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR56A3	Q8NH54	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR56A4	Q8NGH8	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR56A5	P0C7T3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR56B1	Q8NGI3	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR56B2	Q8NGI1	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR56B4	Q8NH76	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5A1	Q8NGJ0	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR5A2	Q8NGI9	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR5AC2	Q9NZP5	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5AK2	Q8NH90	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR5AL1	P0C617	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5AN1	Q8NGI8	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR5AP2	Q8NGF4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5AR1	Q8NGP9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5AS1	Q8N127	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5AU1	Q8NGC0	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5B12	Q96R08	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR5B17	Q8NGF7	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR5B2	Q96R09	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR5B21	A6NL26	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5B3	Q8NH48	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5BS1	A0A2R8YED5	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	1	0
OR5C1	Q8NGR4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5D13	Q8NGL4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5D14	Q8NGL3	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR5D16	Q8NGK9	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR5D18	Q8NGL1	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR5D3	A0A2R8Y4L6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	0	0	1	0
OR5F1	O95221	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5H1	A6NKK0	yes	multipass_with_exposed_loops	classical_surface_receptor	likely	0	1	0	1	0
OR5H14	A6NHG9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5H15	A6NDH6	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR5H2	Q8NGV7	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5H6	Q8NGV6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5I1	Q13606	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5J2	Q8NH18	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5K1	Q8NHB7	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR5K2	Q8NHB8	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5K3	A6NET4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5K4	A6NMS3	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR5L1	Q8NGL2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5L2	Q8NGL0	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR5M1	Q8NGP8	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR5M10	Q6IEU7	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5M11	Q96RB7	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5M3	Q8NGP4	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR5M8	Q8NGP6	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5M9	Q8NGP3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5P2	Q8WZ92	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5P3	Q8WZ94	contextual	tissue_restricted_surface	tissue_restricted_surface	likely	0	1	0	1	0
OR5T1	Q8NG75	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5T2	Q8NGG2	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR5T3	Q8NGG3	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR5V1	Q9UGF6	yes	multipass_with_exposed_loops	tissue_restricted_surface	likely	0	1	0	1	0
OR5W2	Q8NH69	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR6A2	O95222	contextual	tissue_restricted_surface	cell_state_induced	canonical	0	1	0	1	0
OR6B1	O95007	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR6B2	Q6IFH4	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	1	1	0
OR6B3	Q8NGW1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	1	1	0
OR6C1	Q96RD1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR6C2	Q9NZP2	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR6C3	Q9NZP0	yes	multipass_with_exposed_loops	multipass_with_exposed_loops	likely	0	1	0	1	0
OR6C4	Q8NGE1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR6C6	A6NF89	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	1	1	0
OR6C65	A6NJZ3	yes	multipass_with_exposed_loops	other	low	0	1	0	1	0
OR6C68	A6NDL8	yes	multipass_with_exposed_loops	tissue_restricted_surface	low	0	1	0	1	0
OR6C70	A6NIJ9	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR6C74	A6NCV1	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR6C75	A6NL08	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
OR6C76	A6NM76	contextual	tissue_restricted_surface	tissue_restricted_surface	low	0	1	0	1	0
