uniprot_accession	hgnc_id	hgnc_symbol	gene_symbol	ensembl_gene	ncbi_gene_id	src_sonnet	src_surfy	src_go	src_hpa	uniprot_optimized	cspa_optimized	n_sources_optimized	topo_gpi_anchored	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_no_tm_no_signal	up_has_glyc	deeptm_TM_NO_SP
Q96NY8	HGNC:19688	NECTIN4	NECTIN4	ENSG00000143217	81607.0	1	1	0	1	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P46934	HGNC:7727	NEDD4	NEDD4	ENSG00000069869	4734.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q96PU5	HGNC:7728	NEDD4L	NEDD4L	ENSG00000049759	23327.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q14511	HGNC:7733	NEDD9	NEDD9	ENSG00000111859	4739.0	0	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q7Z3B1	HGNC:17302	NEGR1	NEGR1	ENSG00000172260	257194.0	1	1	0	0	1	1	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P51956	HGNC:7746	NEK3	NEK3	ENSG00000136098	4752.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q92832	HGNC:7750	NELL1	NELL1	ENSG00000165973	4745.0	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q99435	HGNC:7751	NELL2	NELL2	ENSG00000184613	4753.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
O14524	HGNC:29001	NEMP1	NEMP1	ENSG00000166881	23306.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9UMX5	HGNC:30384	NENF	NENF	ENSG00000117691	29937.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q92859	HGNC:7754	NEO1	NEO1	ENSG00000067141	4756.0	1	1	1	1	1	1	5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q7Z628	HGNC:14592	NET1	NET1	ENSG00000173848	10276.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8TDF5	HGNC:13823	NETO1	NETO1	ENSG00000166342	81832.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q8NC67	HGNC:14644	NETO2	NETO2	ENSG00000171208	81831.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q99519	HGNC:7758	NEU1	NEU1	ENSG00000204386	4758.0	1	0	0	1	1	1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9UQ49	HGNC:7760	NEU3	NEU3	ENSG00000162139	10825.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8WWR8	HGNC:21328	NEU4	NEU4	ENSG00000204099	129807.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q0ZGT2	HGNC:29557	NEXN	NEXN	ENSG00000162614	91624.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P21359	HGNC:7765	NF1	NF1	ENSG00000196712	4763.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P35240	HGNC:7773	NF2	NF2	ENSG00000186575	4771.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8NET5	HGNC:29872	NFAM1	NFAM1	ENSG00000235568	150372.0	1	1	0	1	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
O94856	HGNC:29866	NFASC	NFASC	ENSG00000163531	23114.0	1	1	0	0	1	1	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q8NI38	HGNC:15671	NFKBID	NFKBID	ENSG00000167604	84807.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8N5V2	HGNC:7807	NGEF	NGEF	ENSG00000066248	25791.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P08138	HGNC:7809	NGFR	NGFR	ENSG00000064300	4804.0	1	1	1	1	1	0	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
O14745	HGNC:11075	NHERF1	NHERF1	ENSG00000109062	9368.0	0	0	1	1	1	0	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q15599	HGNC:11076	NHERF2	NHERF2	ENSG00000065054	9351.0	0	0	1	1	1	0	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q86UT5	HGNC:19891	NHERF4	NHERF4	ENSG00000172367	79849.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q6T4R5	HGNC:7820	NHS	NHS	ENSG00000188158	4810.0	0	0	0	1	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q5HYW2	HGNC:33737	NHSL2	NHSL2	ENSG00000204131	340527.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9P206	HGNC:29301	NHSL3	NHSL3	ENSG00000162522	57648.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q9BZQ8	HGNC:16784	NIBAN1	NIBAN1	ENSG00000135842	116496.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q96TA1	HGNC:25282	NIBAN2	NIBAN2	ENSG00000136830	64855.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q14112	HGNC:13389	NID2	NID2	ENSG00000087303	22795.0	0	0	0	1	0	1	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q92982	HGNC:7824	NINJ1	NINJ1	ENSG00000131669	4814.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NZG7	HGNC:7825	NINJ2	NINJ2	ENSG00000171840	4815.0	1	0	0	1	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q7RTP0	HGNC:17043	NIPA1	NIPA1	ENSG00000170113	123606.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8N8Q9	HGNC:17044	NIPA2	NIPA2	ENSG00000140157	81614.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q6NVV3	HGNC:27194	NIPAL1	NIPAL1	ENSG00000163293	152519.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9H841	HGNC:25854	NIPAL2	NIPAL2	ENSG00000104361	79815.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6P499	HGNC:25233	NIPAL3	NIPAL3	ENSG00000001461	57185.0	1	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q0D2K0	HGNC:28018	NIPAL4	NIPAL4	ENSG00000172548	348938.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BPW8	HGNC:7827	NIPSNAP1	NIPSNAP1	ENSG00000184117	8508.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q4KMZ8	HGNC:25743	NKAIN1	NKAIN1	ENSG00000084628	79570.0	0	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q5VXU1	HGNC:16443	NKAIN2	NKAIN2	ENSG00000188580	154215.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8N8D7	HGNC:26829	NKAIN3	NKAIN3	ENSG00000185942	286183.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8IVV8	HGNC:16191	NKAIN4	NKAIN4	ENSG00000101198	128414.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q969F2	HGNC:17046	NKD2	NKD2	ENSG00000145506	85409.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q16617	HGNC:7830	NKG7	NKG7	ENSG00000105374	4818.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q17RQ9	HGNC:24739	NKPD1	NKPD1	ENSG00000179846	284353.0	0	0	0	1	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P30414	HGNC:7833	NKTR	NKTR	ENSG00000114857	4820.0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O15522	HGNC:16364	NKX2-8	NKX2-8	ENSG00000136327	26257.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8N2Q7	HGNC:14291	NLGN1	NLGN1	ENSG00000169760	22871.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q8NFZ4	HGNC:14290	NLGN2	NLGN2	ENSG00000169992	57555.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q9NZ94	HGNC:14289	NLGN3	NLGN3	ENSG00000196338	54413.0	1	1	1	1	1	0	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q8N0W4	HGNC:14287	NLGN4X	NLGN4X	ENSG00000146938	57502.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q8NFZ3	HGNC:15529	NLGN4Y	NLGN4Y	ENSG00000165246	22829.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q9UBE8	HGNC:29858	NLK	NLK	ENSG00000087095	51701.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9NPP4	HGNC:16412	NLRC4	NLRC4	ENSG00000091106	58484.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q86W26	HGNC:21464	NLRP10	NLRP10	ENSG00000182261	338322.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P08949	HGNC:7842	NMB	NMB	ENSG00000197696	4828.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P28336	HGNC:7843	NMBR	NMBR	ENSG00000135577	4829.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P15531	HGNC:7849	NME1	NME1	ENSG00000239672	4830.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P56597	HGNC:7853	NME5	NME5	ENSG00000112981	8382.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9NPI5	HGNC:17871	NMRK2	NMRK2	ENSG00000077009	27231.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P30419	HGNC:7857	NMT1	NMT1	ENSG00000136448	4836.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O60551	HGNC:7858	NMT2	NMT2	ENSG00000152465	9397.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9HB89	HGNC:4518	NMUR1	NMUR1	ENSG00000171596	10316.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9GZQ4	HGNC:16454	NMUR2	NMUR2	ENSG00000132911	56923.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y3S2	HGNC:15462	NOAZFP	NOAZFP	ENSG00000109445	27309.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9Y239	HGNC:16390	NOD1	NOD1	ENSG00000106100	10392.0	0	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q9HC29	HGNC:5331	NOD2	NOD2	ENSG00000167207	64127.0	0	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q15155	HGNC:30060	NOMO1	NOMO1	ENSG00000103512	23420.0	0	0	0	0	1	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P69849	HGNC:25242	NOMO3	NOMO3	ENSG00000103226	408050.0	0	0	0	0	1	1	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P29475	HGNC:7872	NOS1	NOS1	ENSG00000089250	4842.0	0	0	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O75052	HGNC:16859	NOS1AP	NOS1AP	ENSG00000198929	9722.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P29474	HGNC:7876	NOS3	NOS3	ENSG00000164867	4846.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
P46531	HGNC:7881	NOTCH1	NOTCH1	ENSG00000148400	4851.0	1	1	1	0	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q04721	HGNC:7882	NOTCH2	NOTCH2	ENSG00000134250	4853.0	1	1	1	1	1	1	5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q7Z3S9	HGNC:31862	NOTCH2NLA	NOTCH2NLA	ENSG00000264343	388677.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
P0DPK3	HGNC:53923	NOTCH2NLB	NOTCH2NLB	ENSG00000286019	100996763.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P0DPK4	HGNC:53924	NOTCH2NLC	NOTCH2NLC	ENSG00000286219	100996717.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
A0A096LNW5	HGNC:53925	NOTCH2NLR	NOTCH2NLR	ENSG00000286106	101929796.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q9UM47	HGNC:7883	NOTCH3	NOTCH3	ENSG00000074181	4854.0	1	1	1	1	1	0	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q99466	HGNC:7884	NOTCH4	NOTCH4	ENSG00000204301	4855.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q6P988	HGNC:27106	NOTUM	NOTUM	ENSG00000185269	147111.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9Y5S8	HGNC:7889	NOX1	NOX1	ENSG00000007952	27035.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9HBY0	HGNC:7890	NOX3	NOX3	ENSG00000074771	50508.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NPH5	HGNC:7891	NOX4	NOX4	ENSG00000086991	50507.0	0	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q96PH1	HGNC:14874	NOX5	NOX5	ENSG00000255346	79400.0	1	0	1	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q86UR1	HGNC:10668	NOXA1	NOXA1	ENSG00000188747	10811.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8NFA2	HGNC:19404	NOXO1	NOXO1	ENSG00000196408	124056.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q6NXP6	HGNC:20487	NOXRED1	NOXRED1	ENSG00000165555	122945.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P48145	HGNC:4522	NPBWR1	NPBWR1	ENSG00000288611	2831.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P48146	HGNC:4530	NPBWR2	NPBWR2	ENSG00000125522	2832.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O15118	HGNC:7897	NPC1	NPC1	ENSG00000141458	4864.0	0	1	0	0	0	1	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9UHC9	HGNC:7898	NPC1L1	NPC1L1	ENSG00000015520	29881.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
P61916	HGNC:14537	NPC2	NPC2	ENSG00000119655	10577.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9NQX5	HGNC:7899	NPDC1	NPDC1	ENSG00000107281	56654.0	1	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q9GZQ6	HGNC:17425	NPFFR1	NPFFR1	ENSG00000148734	64106.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y5X5	HGNC:4525	NPFFR2	NPFFR2	ENSG00000056291	10886.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O60500	HGNC:7908	NPHS1	NPHS1	ENSG00000161270	4868.0	1	1	0	0	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q9NP85	HGNC:13394	NPHS2	NPHS2	ENSG00000116218	7827.0	1	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
E5RHQ5	HGNC:37453	NPIPB11	NPIPB11	ENSG00000254206	728888.0	1	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q9BXD5	HGNC:16781	NPL	NPL	ENSG00000135838	80896.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P06748	HGNC:7910	NPM1	NPM1	ENSG00000181163	4869.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q6UXI9	HGNC:27405	NPNT	NPNT	ENSG00000168743	255743.0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P16066	HGNC:7943	NPR1	NPR1	ENSG00000169418	4881.0	1	1	0	1	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P20594	HGNC:7944	NPR2	NPR2	ENSG00000159899	4882.0	1	1	0	0	1	1	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P17342	HGNC:7945	NPR3	NPR3	ENSG00000113389	4883.0	1	1	0	0	1	1	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P0C0P6	HGNC:33940	NPS	NPS	ENSG00000214285	594857.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q6W5P4	HGNC:23631	NPSR1	NPSR1	ENSG00000187258	387129.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y639	HGNC:17867	NPTN	NPTN	ENSG00000156642	27020.0	1	1	1	1	1	1	5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q15818	HGNC:7952	NPTX1	NPTX1	ENSG00000171246	4884.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P47972	HGNC:7953	NPTX2	NPTX2	ENSG00000106236	4885.0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
O95502	HGNC:7954	NPTXR	NPTXR	ENSG00000221890	23467.0	1	0	0	1	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P25929	HGNC:7956	NPY1R	NPY1R	ENSG00000164128	4886.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P49146	HGNC:7957	NPY2R	NPY2R	ENSG00000185149	4887.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P50391	HGNC:9329	NPY4R	NPY4R	ENSG00000204174	5540.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P0DQD5	HGNC:52383	NPY4R2	NPY4R2	ENSG00000264717	100996758.0	1	0	0	0	1	0	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q15761	HGNC:7958	NPY5R	NPY5R	ENSG00000164129	4889.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P13056	HGNC:7971	NR2C1	NR2C1	ENSG00000120798	7181.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P01111	HGNC:7989	NRAS	NRAS	ENSG00000213281	4893.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Q92823	HGNC:7994	NRCAM	NRCAM	ENSG00000091129	4897.0	1	1	1	1	1	1	5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
O43847	HGNC:7995	NRDC	NRDC	ENSG00000078618	4898.0	1	0	1	0	0	0	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q02297	HGNC:7997	NRG1	NRG1	ENSG00000157168	3084.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
O14511	HGNC:7998	NRG2	NRG2	ENSG00000158458	9542.0	1	1	0	0	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
P56975	HGNC:7999	NRG3	NRG3	ENSG00000185737	10718.0	1	0	0	0	1	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q8WWG1	HGNC:29862	NRG4	NRG4	ENSG00000169752	145957.0	1	1	0	0	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
Q9NPD7	HGNC:17972	NRN1	NRN1	ENSG00000124785	51299.0	1	1	0	0	1	0	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q496H8	HGNC:29811	NRN1L	NRN1L	ENSG00000188038	123904.0	1	1	0	0	1	0	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O14786	HGNC:8004	NRP1	NRP1	ENSG00000099250	8829.0	1	1	0	0	1	1	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
O60462	HGNC:8005	NRP2	NRP2	ENSG00000118257	8828.0	1	1	1	1	1	1	5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q86YC3	HGNC:24613	NRROS	NRROS	ENSG00000174004	375387.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q8IZ57	HGNC:17881	NRSN1	NRSN1	ENSG00000152954	140767.0	0	0	0	1	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9GZP1	HGNC:16229	NRSN2	NRSN2	ENSG00000125841	80023.0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P58400	HGNC:8008	NRXN1	NRXN1	ENSG00000179915	9378.0	1	1	1	1	1	0	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q9P2S2	HGNC:8009	NRXN2	NRXN2	ENSG00000110076	9379.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
Q9HDB5	HGNC:8010	NRXN3	NRXN3	ENSG00000021645	9369.0	1	1	1	0	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q15738	HGNC:13398	NSDHL	NSDHL	ENSG00000147383	50814.0	1	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q9UNZ2	HGNC:15912	NSFL1C	NSFL1C	ENSG00000088833	55968.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P42857	HGNC:18790	NSG1	NSG1	ENSG00000168824	27065.0	1	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q9Y328	HGNC:24955	NSG2	NSG2	ENSG00000170091	51617.0	1	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q96P26	HGNC:17818	NT5C1B	NT5C1B	ENSG00000185013	93034.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P21589	HGNC:8021	NT5E	NT5E	ENSG00000135318	4907.0	1	1	1	1	1	1	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9P121	HGNC:17941	NTM	NTM	ENSG00000182667	50863.0	1	1	1	0	1	1	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
O00634	HGNC:8030	NTN3	NTN3	ENSG00000162068	4917.0	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9HB63	HGNC:13658	NTN4	NTN4	ENSG00000074527	59277.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q8WTR8	HGNC:25208	NTN5	NTN5	ENSG00000142233	126147.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9Y2I2	HGNC:23319	NTNG1	NTNG1	ENSG00000162631	22854.0	1	1	0	1	1	1	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q96CW9	HGNC:14288	NTNG2	NTNG2	ENSG00000196358	84628.0	1	1	0	1	1	0	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P04629	HGNC:8031	NTRK1	NTRK1	ENSG00000198400	4914.0	1	1	0	0	1	1	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q16620	HGNC:8032	NTRK2	NTRK2	ENSG00000148053	4915.0	1	1	0	1	1	1	4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
