ncbi_gene_id	gene_symbol	synonyms	chromosome	map_location	description	dbXrefs	hgnc_id	ensembl_gene	mim
64806	IL25	IL17E	14	14q11.2	interleukin 25	MIM:605658|HGNC:HGNC:13765|Ensembl:ENSG00000166090|AllianceGenome:HGNC:13765	HGNC:13765	ENSG00000166090	605658
64816	CYP3A43	-	7	7q22.1	cytochrome P450 family 3 subfamily A member 43	MIM:606534|HGNC:HGNC:17450|Ensembl:ENSG00000021461|AllianceGenome:HGNC:17450	HGNC:17450	ENSG00000021461	606534
64834	ELOVL1	CGI-88|IKSHD|Ssc1	1	1p34.2	ELOVL fatty acid elongase 1	MIM:611813|HGNC:HGNC:14418|Ensembl:ENSG00000066322|AllianceGenome:HGNC:14418	HGNC:14418	ENSG00000066322	611813
64837	KLC2	-	11	11q13.2	kinesin light chain 2	MIM:611729|HGNC:HGNC:20716|Ensembl:ENSG00000174996|AllianceGenome:HGNC:20716	HGNC:20716	ENSG00000174996	611729
64838	FNDC4	FRCP1	2	2p23.3	fibronectin type III domain containing 4	MIM:611905|HGNC:HGNC:20239|Ensembl:ENSG00000115226|AllianceGenome:HGNC:20239	HGNC:20239	ENSG00000115226	611905
64839	FBXL17	FBXO13|Fbl17|Fbx13	5	5q21.3	F-box and leucine rich repeat protein 17	MIM:609083|HGNC:HGNC:13615|Ensembl:ENSG00000145743|AllianceGenome:HGNC:13615	HGNC:13615	ENSG00000145743	609083
64840	PORCN	DHOF|FODH|MG61|PORC|PPN	X	Xp11.23	porcupine O-acyltransferase	MIM:300651|HGNC:HGNC:17652|Ensembl:ENSG00000102312|AllianceGenome:HGNC:17652	HGNC:17652	ENSG00000102312	300651
64841	GNPNAT1	GNA1|GNPNAT|Gpnat1|RHZDAN	14	14q22.1	glucosamine-phosphate N-acetyltransferase 1	MIM:616510|HGNC:HGNC:19980|Ensembl:ENSG00000100522|AllianceGenome:HGNC:19980	HGNC:19980	ENSG00000100522	616510
64843	ISL2	-	15	15q24.3	ISL LIM homeobox 2	MIM:609481|HGNC:HGNC:18524|Ensembl:ENSG00000159556|AllianceGenome:HGNC:18524	HGNC:18524	ENSG00000159556	609481
64844	MARCHF7	AXO|AXOT|MARCH-VII|MARCH7|RNF177	2	2q24.2	membrane associated ring-CH-type finger 7	MIM:613334|HGNC:HGNC:17393|Ensembl:ENSG00000136536|AllianceGenome:HGNC:17393	HGNC:17393	ENSG00000136536	613334
64847	SPATA20	HEL-S-98|SSP411|Tisp78	17	17q21.33	spermatogenesis associated 20	MIM:613939|HGNC:HGNC:26125|Ensembl:ENSG00000006282|AllianceGenome:HGNC:26125	HGNC:26125	ENSG00000006282	613939
64848	YTHDC2	CAHL|hYTHDC2	5	5q22.2	YTH N6-methyladenosine RNA binding protein C2	MIM:616530|HGNC:HGNC:24721|Ensembl:ENSG00000047188|AllianceGenome:HGNC:24721	HGNC:24721	ENSG00000047188	616530
64849	SLC13A3	ARLIAK|NADC3|NaC3|SDCT2	20	20q13.12	solute carrier family 13 member 3	MIM:606411|HGNC:HGNC:14430|Ensembl:ENSG00000158296|AllianceGenome:HGNC:14430	HGNC:14430	ENSG00000158296	606411
64850	ETNPPL	AGXT2L1	4	4q25	ethanolamine-phosphate phospho-lyase	MIM:614682|HGNC:HGNC:14404|Ensembl:ENSG00000164089|AllianceGenome:HGNC:14404	HGNC:14404	ENSG00000164089	614682
64852	TUT1	PAPD2|RBM21|STARPAP|TENT1|TUTase|URLC6	11	11q12.3	terminal uridylyl transferase 1, U6 snRNA-specific	MIM:610641|HGNC:HGNC:26184|Ensembl:ENSG00000149016|AllianceGenome:HGNC:26184	HGNC:26184	ENSG00000149016	610641
64853	AIDA	C1orf80	1	1q41	axin interactor, dorsalization associated	MIM:612375|HGNC:HGNC:25761|Ensembl:ENSG00000186063|AllianceGenome:HGNC:25761	HGNC:25761	ENSG00000186063	612375
64854	USP46	-	4	4q12	ubiquitin specific peptidase 46	MIM:612849|HGNC:HGNC:20075|Ensembl:ENSG00000109189|AllianceGenome:HGNC:20075	HGNC:20075	ENSG00000109189	612849
64855	NIBAN2	C9orf88|FAM129B|MEG-3|MINERVA|OC58|bA356B19.6	9	9q34.11	niban apoptosis regulator 2	MIM:614045|HGNC:HGNC:25282|Ensembl:ENSG00000136830|AllianceGenome:HGNC:25282	HGNC:25282	ENSG00000136830	614045
64856	VWA1	HMNMYO|HMNR7|WARP	1	1p36.33	von Willebrand factor A domain containing 1	MIM:611901|HGNC:HGNC:30910|Ensembl:ENSG00000179403|AllianceGenome:HGNC:30910	HGNC:30910	ENSG00000179403	611901
64857	PLEKHG2	ARHGEF42|CLG|CTB-60E11.4|LDAMD	19	19q13.2	pleckstrin homology and RhoGEF domain containing G2	MIM:611893|HGNC:HGNC:29515|Ensembl:ENSG00000090924|AllianceGenome:HGNC:29515	HGNC:29515	ENSG00000090924	611893
64858	DCLRE1B	APOLLO|DKCB8|SNM1B|SNMIB	1	1p13.2	DNA cross-link repair 1B	MIM:609683|HGNC:HGNC:17641|Ensembl:ENSG00000118655|AllianceGenome:HGNC:17641	HGNC:17641	ENSG00000118655	609683
64859	NABP1	NABP1-OT1|OBFC2A|SOSS-B2|SSB2	2	2q32.3	nucleic acid binding protein 1	MIM:612103|HGNC:HGNC:26232|Ensembl:ENSG00000173559|AllianceGenome:HGNC:26232	HGNC:26232	ENSG00000173559	612103
64860	ARMCX5	GASP5	X	Xq22.1	armadillo repeat containing X-linked 5	MIM:301047|HGNC:HGNC:25772|Ensembl:ENSG00000125962|AllianceGenome:HGNC:25772	HGNC:25772	ENSG00000125962	301047
64863	METTL4	HsT661	18	18p11.32	methyltransferase 4, N6-adenosine	MIM:619626|HGNC:HGNC:24726|Ensembl:ENSG00000101574|AllianceGenome:HGNC:24726	HGNC:24726	ENSG00000101574	619626
64864	RFX7	MRD71|RFXDC2	15	15q21.3	regulatory factor X7	MIM:612660|HGNC:HGNC:25777|Ensembl:ENSG00000181827|AllianceGenome:HGNC:25777	HGNC:25777	ENSG00000181827	612660
64866	CDCP1	CD318|SIMA135|TRASK	3	3p21.31	CUB domain containing protein 1	MIM:611735|HGNC:HGNC:24357|Ensembl:ENSG00000163814|AllianceGenome:HGNC:24357	HGNC:24357	ENSG00000163814	611735
64881	PCDH20	PCDH13	13	13q21.2	protocadherin 20	MIM:614449|HGNC:HGNC:14257|Ensembl:ENSG00000280165|AllianceGenome:HGNC:14257	HGNC:14257	ENSG00000280165	614449
64895	PAPOLG	-	2	2p16.1	poly(A) polymerase gamma	MIM:616865|HGNC:HGNC:14982|Ensembl:ENSG00000115421|AllianceGenome:HGNC:14982	HGNC:14982	ENSG00000115421	616865
64897	C12orf43	Custos	12	12q24.31	chromosome 12 open reading frame 43	HGNC:HGNC:25719|Ensembl:ENSG00000157895|AllianceGenome:HGNC:25719	HGNC:25719	ENSG00000157895	
64900	LPIN3	LIPN3L|SMP2|dJ620E11.2	20	20q12	lipin 3	MIM:605520|HGNC:HGNC:14451|Ensembl:ENSG00000132793|AllianceGenome:HGNC:14451	HGNC:14451	ENSG00000132793	605520
64901	RANBP17	-	5	5q35.1	RAN binding protein 17	MIM:606141|HGNC:HGNC:14428|Ensembl:ENSG00000204764|AllianceGenome:HGNC:14428	HGNC:14428	ENSG00000204764	606141
64902	AGXT2	AGT2|BAIBA|DAIBAT	5	5p13.2	alanine--glyoxylate aminotransferase 2	MIM:612471|HGNC:HGNC:14412|Ensembl:ENSG00000113492|AllianceGenome:HGNC:14412	HGNC:14412	ENSG00000113492	612471
64919	BCL11B	ATL1|ATL1-alpha|ATL1-beta|ATL1-delta|ATL1-gamma|CTIP-2|CTIP2|IDDFSTA|IMD49|RIT1|SMARCM2|ZNF856B|hRIT1-alpha	14	14q32.2	BCL11 transcription factor B	MIM:606558|HGNC:HGNC:13222|Ensembl:ENSG00000127152|AllianceGenome:HGNC:13222	HGNC:13222	ENSG00000127152	606558
64921	CASD1	C7orf12|Cas1|Cas1p|NBLA04196|SOAT	7	7q21.3	CAS1 domain sialic acid O acetyltransferase 1	MIM:611686|HGNC:HGNC:16014|Ensembl:ENSG00000127995|AllianceGenome:HGNC:16014	HGNC:16014	ENSG00000127995	611686
64922	LRRC19	-	9	9p21.2	leucine rich repeat containing 19	MIM:619068|HGNC:HGNC:23379|Ensembl:ENSG00000184434|AllianceGenome:HGNC:23379	HGNC:23379	ENSG00000184434	619068
64924	SLC30A5	ZNT5|ZNTL1|ZTL1|ZnT-5	5	5q13.1-q13.2	solute carrier family 30 member 5	MIM:607819|HGNC:HGNC:19089|Ensembl:ENSG00000145740|AllianceGenome:HGNC:19089	HGNC:19089	ENSG00000145740	607819
64925	CCDC71	-	3	3p21.31	coiled-coil domain containing 71	HGNC:HGNC:25760|Ensembl:ENSG00000177352|AllianceGenome:HGNC:25760	HGNC:25760	ENSG00000177352	
64926	RASAL3	-	19	19p13.12	RAS protein activator like 3	MIM:616561|HGNC:HGNC:26129|Ensembl:ENSG00000105122|AllianceGenome:HGNC:26129	HGNC:26129	ENSG00000105122	616561
64927	TTC23	HCC-8	15	15q26.3	tetratricopeptide repeat domain 23	HGNC:HGNC:25730|Ensembl:ENSG00000103852|AllianceGenome:HGNC:25730	HGNC:25730	ENSG00000103852	
64928	MRPL14	L14mt|L32mt|MRP-L14|MRP-L32|RMPL32|RPML32|uL14m	6	6p21.1	mitochondrial ribosomal protein L14	MIM:611827|HGNC:HGNC:14279|Ensembl:ENSG00000180992|AllianceGenome:HGNC:14279	HGNC:14279	ENSG00000180992	611827
64943	NT5DC2	-	3	3p21.1	5'-nucleotidase domain containing 2	MIM:621077|HGNC:HGNC:25717|Ensembl:ENSG00000168268|AllianceGenome:HGNC:25717	HGNC:25717	ENSG00000168268	621077
64946	CENPH	-	5	5q13.2	centromere protein H	MIM:605607|HGNC:HGNC:17268|Ensembl:ENSG00000153044|AllianceGenome:HGNC:17268	HGNC:17268	ENSG00000153044	605607
64949	MRPS26	C20orf193|GI008|MRP-S13|MRP-S26|MRPS13|NY-BR-87|RPMS13|dJ534B8.3|mS26	20	20p13	mitochondrial ribosomal protein S26	MIM:611988|HGNC:HGNC:14045|Ensembl:ENSG00000125901|AllianceGenome:HGNC:14045	HGNC:14045	ENSG00000125901	611988
64951	MRPS24	HSPC335|MRP-S24|S24mt|bMRP-47|bMRP47	7	7p13	mitochondrial ribosomal protein S24	MIM:611986|HGNC:HGNC:14510|Ensembl:ENSG00000062582|AllianceGenome:HGNC:14510	HGNC:14510	ENSG00000062582	611986
64960	MRPS15	DC37|MPR-S15|RPMS15|S15mt|uS15m	1	1p34.3	mitochondrial ribosomal protein S15	MIM:611979|HGNC:HGNC:14504|Ensembl:ENSG00000116898|AllianceGenome:HGNC:14504	HGNC:14504	ENSG00000116898	611979
64963	MRPS11	HCC-2|MRP-S11|S11mt|uS11m	15	15q25.3	mitochondrial ribosomal protein S11	MIM:611977|HGNC:HGNC:14050|Ensembl:ENSG00000181991|AllianceGenome:HGNC:14050	HGNC:14050	ENSG00000181991	611977
64965	MRPS9	MRP-S9|RPMS9|S9mt|uS9m	2	2q12.1	mitochondrial ribosomal protein S9	MIM:611975|HGNC:HGNC:14501|Ensembl:ENSG00000135972|AllianceGenome:HGNC:14501	HGNC:14501	ENSG00000135972	611975
64968	MRPS6	C21orf101|MRP-S6|RPMS6|S6mt|bS6m	21	21q22.11	mitochondrial ribosomal protein S6	MIM:611973|HGNC:HGNC:14051|Ensembl:ENSG00000243927|AllianceGenome:HGNC:14051	HGNC:14051	ENSG00000243927	611973
64969	MRPS5	MRP-S5|S5mt|uS5m	2	2q11.1	mitochondrial ribosomal protein S5	MIM:611972|HGNC:HGNC:14498|Ensembl:ENSG00000144029|AllianceGenome:HGNC:14498	HGNC:14498	ENSG00000144029	611972
64975	MRPL41	BMRP|MRP-L27|MRPL27|PIG3|RPML27|mL41	9	9q34.3	mitochondrial ribosomal protein L41	MIM:611846|HGNC:HGNC:14492|Ensembl:ENSG00000182154|AllianceGenome:HGNC:14492	HGNC:14492	ENSG00000182154	611846
64976	MRPL40	L40mt|MRP-L22|MRP-L40|NLVCF|URIM|mL40	22	22q11.21	mitochondrial ribosomal protein L40	MIM:605089|HGNC:HGNC:14491|Ensembl:ENSG00000185608|AllianceGenome:HGNC:14491	HGNC:14491	ENSG00000185608	605089
64978	MRPL38	HSPC262|L38MT|MRP-L3|MRP-L38|RPML3|mL38	17	17q25.1	mitochondrial ribosomal protein L38	MIM:611844|HGNC:HGNC:14033|Ensembl:ENSG00000204316|AllianceGenome:HGNC:14033	HGNC:14033	ENSG00000204316	611844
64979	MRPL36	L36mt|MRP-L36|PRPL36|RPMJ|bL36m	5	5p15.33	mitochondrial ribosomal protein L36	MIM:611842|HGNC:HGNC:14490|Ensembl:ENSG00000171421|AllianceGenome:HGNC:14490	HGNC:14490	ENSG00000171421	611842
64981	MRPL34	L34mt|bL34m	19	19p13.11	mitochondrial ribosomal protein L34	MIM:611840|HGNC:HGNC:14488|Ensembl:ENSG00000130312|AllianceGenome:HGNC:14488	HGNC:14488	ENSG00000130312	611840
64983	MRPL32	HSPC283|L32mt|MRP-L32|bL32m|bMRP-59b	7	7p14.1	mitochondrial ribosomal protein L32	MIM:611839|HGNC:HGNC:14035|Ensembl:ENSG00000106591|AllianceGenome:HGNC:14035	HGNC:14035	ENSG00000106591	611839
65003	MRPL11	CGI-113|L11MT|MRP-L11|uL11m	11	11q13.2	mitochondrial ribosomal protein L11	MIM:611826|HGNC:HGNC:14042|Ensembl:ENSG00000174547|AllianceGenome:HGNC:14042	HGNC:14042	ENSG00000174547	611826
65005	MRPL9	L9mt|bL9m	1	1q21.3	mitochondrial ribosomal protein L9	MIM:611824|HGNC:HGNC:14277|Ensembl:ENSG00000143436|AllianceGenome:HGNC:14277	HGNC:14277	ENSG00000143436	611824
65008	MRPL1	BM022|L1MT|MRP-L1|uL1m	4	4q21.1	mitochondrial ribosomal protein L1	MIM:611821|HGNC:HGNC:14275|Ensembl:ENSG00000169288|AllianceGenome:HGNC:14275	HGNC:14275	ENSG00000169288	611821
65009	NDRG4	BDM1|SMAP-8|SMAP8	16	16q21	NDRG family member 4	MIM:614463|HGNC:HGNC:14466|Ensembl:ENSG00000103034|AllianceGenome:HGNC:14466	HGNC:14466	ENSG00000103034	614463
65010	SLC26A6	-	3	3p21.31	solute carrier family 26 member 6	MIM:610068|HGNC:HGNC:14472|Ensembl:ENSG00000225697|AllianceGenome:HGNC:14472	HGNC:14472	ENSG00000225697	610068
65018	PINK1	BRPK|PARK6	1	1p36.12	PTEN induced kinase 1	MIM:608309|HGNC:HGNC:14581|Ensembl:ENSG00000158828|AllianceGenome:HGNC:14581	HGNC:14581	ENSG00000158828	608309
65055	REEP1	C2orf23|DSMA6|HMN5B|HMND12|HMNR6|SPG31|Yip2a	2	2p11.2	receptor accessory protein 1	MIM:609139|HGNC:HGNC:25786|Ensembl:ENSG00000068615|AllianceGenome:HGNC:25786	HGNC:25786	ENSG00000068615	609139
65056	GPBP1	GPBP|SSH6|VASCULIN	5	5q11.2	GC-rich promoter binding protein 1	MIM:608412|HGNC:HGNC:29520|Ensembl:ENSG00000062194|AllianceGenome:HGNC:29520	HGNC:29520	ENSG00000062194	608412
65057	ACD	DKCA6|DKCB7|PIP1|PTOP|TINT1|TPP1	16	16q22.1	ACD shelterin complex subunit and telomerase recruitment factor	MIM:609377|HGNC:HGNC:25070|Ensembl:ENSG00000102977|AllianceGenome:HGNC:25070	HGNC:25070	ENSG00000102977	609377
65059	RAPH1	ALS2CR18|ALS2CR9|LPD|PREL-2|PREL2|RMO1|RalGDS/AF-6	2	2q33.2	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	MIM:609035|HGNC:HGNC:14436|Ensembl:ENSG00000173166|AllianceGenome:HGNC:14436	HGNC:14436	ENSG00000173166	609035
65061	CDK15	ALS2CR7|PFTAIRE2|PFTK2	2	2q33.1	cyclin dependent kinase 15	MIM:616147|HGNC:HGNC:14434|Ensembl:ENSG00000138395|AllianceGenome:HGNC:14434	HGNC:14434	ENSG00000138395	616147
65062	TMEM237	ALS2CR4|JBTS14	2	2q33.1	transmembrane protein 237	MIM:614423|HGNC:HGNC:14432|Ensembl:ENSG00000155755|AllianceGenome:HGNC:14432	HGNC:14432	ENSG00000155755	614423
65065	NBEAL1	A530083I02Rik|ALS2CR16|ALS2CR17	2	2q33.2	neurobeachin like 1	MIM:609816|HGNC:HGNC:20681|Ensembl:ENSG00000144426|AllianceGenome:HGNC:20681	HGNC:20681	ENSG00000144426	609816
65078	RTN4R	NGR|NOGOR|NgR1	22	22q11.21	reticulon 4 receptor	MIM:605566|HGNC:HGNC:18601|Ensembl:ENSG00000040608|AllianceGenome:HGNC:18601	HGNC:18601	ENSG00000040608	605566
65080	MRPL44	COXPD16|L44MT|MRP-L44|mL44	2	2q36.1	mitochondrial ribosomal protein L44	MIM:611849|HGNC:HGNC:16650|Ensembl:ENSG00000135900|AllianceGenome:HGNC:16650	HGNC:16650	ENSG00000135900	611849
65082	VPS33A	MPSPS	12	12q24.31	VPS33A core subunit of CORVET and HOPS complexes	MIM:610034|HGNC:HGNC:18179|Ensembl:ENSG00000139719|AllianceGenome:HGNC:18179	HGNC:18179	ENSG00000139719	610034
65083	NOL6	NRAP|UTP22|bA311H10.1	9	9p13.3	nucleolar protein 6	MIM:611532|HGNC:HGNC:19910|Ensembl:ENSG00000165271|AllianceGenome:HGNC:19910	HGNC:19910	ENSG00000165271	611532
65084	TMEM135	PMP52	11	11q14.2	transmembrane protein 135	MIM:616360|HGNC:HGNC:26167|Ensembl:ENSG00000166575|AllianceGenome:HGNC:26167	HGNC:26167	ENSG00000166575	616360
65094	JMJD4	-	1	1q42.13	jumonji domain containing 4	MIM:620928|HGNC:HGNC:25724|Ensembl:ENSG00000081692|AllianceGenome:HGNC:25724	HGNC:25724	ENSG00000081692	620928
65095	KRI1	-	19	19p13.2	KRI1 homolog	MIM:621355|HGNC:HGNC:25769|Ensembl:ENSG00000129347|AllianceGenome:HGNC:25769	HGNC:25769	ENSG00000129347	621355
65108	MARCKSL1	F52|MACMARCKS|MLP|MLP1|MRP	1	1p35.1	MARCKS like 1	MIM:602940|HGNC:HGNC:7142|Ensembl:ENSG00000175130|AllianceGenome:HGNC:7142	HGNC:7142	ENSG00000175130	602940
65109	UPF3B	HUPF3B|MRX62|MRX82|MRXS14|RENT3B|UPF3BP1|UPF3BP2|UPF3BP3|UPF3X|Upf3p-X	X	Xq24	UPF3B regulator of nonsense mediated mRNA decay	MIM:300298|HGNC:HGNC:20439|Ensembl:ENSG00000125351|AllianceGenome:HGNC:20439	HGNC:20439	ENSG00000125351	300298
65110	UPF3A	HUPF3A|RENT3A|UPF3	13	13q34	UPF3A regulator of nonsense mediated mRNA decay	MIM:605530|HGNC:HGNC:20332|Ensembl:ENSG00000169062|AllianceGenome:HGNC:20332	HGNC:20332	ENSG00000169062	605530
65117	RSRC2	-	12	12q24.31	arginine and serine rich coiled-coil 2	MIM:619996|HGNC:HGNC:30559|Ensembl:ENSG00000111011|AllianceGenome:HGNC:30559	HGNC:30559	ENSG00000111011	619996
65121	PRAMEF1	-	1	1p36.21	PRAME family member 1	HGNC:HGNC:28840|Ensembl:ENSG00000116721|AllianceGenome:HGNC:28840	HGNC:28840	ENSG00000116721	
65122	PRAMEF2	DJ845O24.3	1	1p36.21	PRAME family member 2	HGNC:HGNC:28841|Ensembl:ENSG00000120952|AllianceGenome:HGNC:28841	HGNC:28841	ENSG00000120952	
65123	INTS3	C1orf193|C1orf60|INT3|SOSS-A|SOSSA	1	1q21.3	integrator complex subunit 3	MIM:611347|HGNC:HGNC:26153|Ensembl:ENSG00000143624|AllianceGenome:HGNC:26153	HGNC:26153	ENSG00000143624	611347
65124	SOWAHC	ANKRD57|C2orf26	2	2q13	sosondowah ankyrin repeat domain family member C	HGNC:HGNC:26149|Ensembl:ENSG00000198142|AllianceGenome:HGNC:26149	HGNC:26149	ENSG00000198142	
65125	WNK1	HSAN2|HSN2|KDP|PPP1R167|PRKWNK1|PSK|p65	12	12p13.33	WNK lysine deficient protein kinase 1	MIM:605232|HGNC:HGNC:14540|Ensembl:ENSG00000060237|AllianceGenome:HGNC:14540	HGNC:14540	ENSG00000060237	605232
65217	PCDH15	CDHR15|DFNB23|USH1F	10	10q21.1	protocadherin related 15	MIM:605514|HGNC:HGNC:14674|Ensembl:ENSG00000150275|AllianceGenome:HGNC:14674	HGNC:14674	ENSG00000150275	605514
65220	NADK	NADK1|dJ283E3.1	1	1p36.33	NAD kinase	MIM:611616|HGNC:HGNC:29831|Ensembl:ENSG00000008130|AllianceGenome:HGNC:29831	HGNC:29831	ENSG00000008130	611616
65243	ZFP69B	ZKSCAN23B|ZNF643|ZSCAN54B	1	1p34.2	ZFP69 zinc finger protein B	HGNC:HGNC:28053|Ensembl:ENSG00000187801|AllianceGenome:HGNC:28053	HGNC:28053	ENSG00000187801	
65244	SPATS2	Nbla00526|P59SCR|SCR59|SPATA10	12	12q13.12	spermatogenesis associated serine rich 2	MIM:611667|HGNC:HGNC:18650|Ensembl:ENSG00000123352|AllianceGenome:HGNC:18650	HGNC:18650	ENSG00000123352	611667
65249	ZSWIM4	-	19	19p13.13-p13.12	zinc finger SWIM-type containing 4	MIM:620539|HGNC:HGNC:25704|Ensembl:ENSG00000132003|AllianceGenome:HGNC:25704	HGNC:25704	ENSG00000132003	620539
65250	CPLANE1	C5orf42|Hug|JBTS17|OFD6	5	5p13.2	ciliogenesis and planar polarity effector complex subunit 1	MIM:614571|HGNC:HGNC:25801|Ensembl:ENSG00000197603|AllianceGenome:HGNC:25801	HGNC:25801	ENSG00000197603	614571
65251	ZNF649	-	19	19q13.41	zinc finger protein 649	MIM:611903|HGNC:HGNC:25741|Ensembl:ENSG00000198093|AllianceGenome:HGNC:25741	HGNC:25741	ENSG00000198093	611903
65258	MPPE1	Cdc1|PGAP5	18	18p11.21	metallophosphoesterase 1	MIM:611900|HGNC:HGNC:15988|Ensembl:ENSG00000154889|AllianceGenome:HGNC:15988	HGNC:15988	ENSG00000154889	611900
65260	COA7	C1orf163|RESA1|SCAN3|SELRC1	1	1p32.3	cytochrome c oxidase assembly factor 7	MIM:615623|HGNC:HGNC:25716|Ensembl:ENSG00000162377|AllianceGenome:HGNC:25716	HGNC:25716	ENSG00000162377	615623
65263	PYCR3	PYCRL	8	8q24.3	pyrroline-5-carboxylate reductase 3	MIM:616408|HGNC:HGNC:25846|Ensembl:ENSG00000104524|AllianceGenome:HGNC:25846	HGNC:25846	ENSG00000104524	616408
65264	UBE2Z	HOYS7|USE1	17	17q21.32	ubiquitin conjugating enzyme E2 Z	MIM:611362|HGNC:HGNC:25847|Ensembl:ENSG00000159202|AllianceGenome:HGNC:25847	HGNC:25847	ENSG00000159202	611362
65265	C8orf33	-	8	8q24.3	chromosome 8 open reading frame 33	HGNC:HGNC:26104|Ensembl:ENSG00000182307|AllianceGenome:HGNC:26104	HGNC:26104	ENSG00000182307	
65266	WNK4	PHA2B|PRKWNK4	17	17q21.2	WNK lysine deficient protein kinase 4	MIM:601844|HGNC:HGNC:14544|Ensembl:ENSG00000126562|AllianceGenome:HGNC:14544	HGNC:14544	ENSG00000126562	601844
65267	WNK3	MRXS2|PRKWNK3|PRS	X	Xp11.22	WNK lysine deficient protein kinase 3	MIM:300358|HGNC:HGNC:14543|Ensembl:ENSG00000196632|AllianceGenome:HGNC:14543	HGNC:14543	ENSG00000196632	300358
65268	WNK2	NY-CO-43|P/OKcl.13|PRKWNK2|SDCCAG43	9	9q22.31	WNK lysine deficient protein kinase 2	MIM:606249|HGNC:HGNC:14542|Ensembl:ENSG00000165238|AllianceGenome:HGNC:14542	HGNC:14542	ENSG00000165238	606249
65944	OR2B8	OR2B8P|OR6-10|dJ313I6.4|hs6M1-29P	6	6p22.1	olfactory receptor family 2 subfamily B member 8 (gene/pseudogene)	HGNC:HGNC:13968|Ensembl:ENSG00000182477|AllianceGenome:HGNC:13968	HGNC:13968	ENSG00000182477	
65975	STK33	SPGF93	11	11p15.4	serine/threonine kinase 33	MIM:607670|HGNC:HGNC:14568|Ensembl:ENSG00000130413|AllianceGenome:HGNC:14568	HGNC:14568	ENSG00000130413	607670
65977	PLEKHA3	FAPP1	2	2q31.2	pleckstrin homology domain containing A3	MIM:607774|HGNC:HGNC:14338|Ensembl:ENSG00000116095|AllianceGenome:HGNC:14338	HGNC:14338	ENSG00000116095	607774
65979	PHACTR4	PPP1R124	1	1p35.3	phosphatase and actin regulator 4	MIM:608726|HGNC:HGNC:25793|Ensembl:ENSG00000204138|AllianceGenome:HGNC:25793	HGNC:25793	ENSG00000204138	608726
65980	BRD9	LAVS3040|PRO9856|SMARCI2	5	5p15.33	bromodomain containing 9	MIM:618465|HGNC:HGNC:25818|Ensembl:ENSG00000028310|AllianceGenome:HGNC:25818	HGNC:25818	ENSG00000028310	618465
65981	CAPRIN2	C1QDC1|EEG-1|EEG1|RNG140	12	12p11.21	caprin family member 2	MIM:610375|HGNC:HGNC:21259|Ensembl:ENSG00000110888|AllianceGenome:HGNC:21259	HGNC:21259	ENSG00000110888	610375
65982	ZSCAN18	ZNF447	19	19q13.43	zinc finger and SCAN domain containing 18	HGNC:HGNC:21037|Ensembl:ENSG00000121413|AllianceGenome:HGNC:21037	HGNC:21037	ENSG00000121413	
65983	GRAMD2B	GRAMD3|NS3TP2	5	5q23.2	GRAM domain containing 2B	MIM:620182|HGNC:HGNC:24911|Ensembl:ENSG00000155324|AllianceGenome:HGNC:24911	HGNC:24911	ENSG00000155324	620182
65985	AACS	ACSF1|SUR-5	12	12q24.31	acetoacetyl-CoA synthetase	MIM:614364|HGNC:HGNC:21298|Ensembl:ENSG00000081760|AllianceGenome:HGNC:21298	HGNC:21298	ENSG00000081760	614364
65986	ZBTB10	RINZF	8	8q21.13	zinc finger and BTB domain containing 10	MIM:618576|HGNC:HGNC:30953|Ensembl:ENSG00000205189|AllianceGenome:HGNC:30953	HGNC:30953	ENSG00000205189	618576
65987	KCTD14	-	11	11q14.1	potassium channel tetramerization domain containing 14	HGNC:HGNC:23295|Ensembl:ENSG00000151364|AllianceGenome:HGNC:23295	HGNC:23295	ENSG00000151364	
65988	ZNF747	-	16	16p11.2	zinc finger protein 747	HGNC:HGNC:28350|Ensembl:ENSG00000169955|AllianceGenome:HGNC:28350	HGNC:28350	ENSG00000169955	
65989	DLK2	DLK-2|EGFL9	6	6p21.1	delta like non-canonical Notch ligand 2	MIM:621120|HGNC:HGNC:21113|Ensembl:ENSG00000171462|AllianceGenome:HGNC:21113	HGNC:21113	ENSG00000171462	621120
65990	ANTKMT	ANT-KMT|C16orf24|FAM173A	16	16p13.3	adenine nucleotide translocase lysine methyltransferase	MIM:618566|HGNC:HGNC:14152|Ensembl:ENSG00000103254|AllianceGenome:HGNC:14152	HGNC:14152	ENSG00000103254	618566
65991	FUNDC2	DC44|HCBP6|HCC3|PD03104	X	Xq28	FUN14 domain containing 2	MIM:301042|HGNC:HGNC:24925|Ensembl:ENSG00000165775|AllianceGenome:HGNC:24925	HGNC:24925	ENSG00000165775	301042
65992	DDRGK1	C20orf116|SEMDSH|UFBP1|dJ1187M17.3	20	20p13	DDRGK domain containing 1	MIM:616177|HGNC:HGNC:16110|Ensembl:ENSG00000198171|AllianceGenome:HGNC:16110	HGNC:16110	ENSG00000198171	616177
65993	MRPS34	COXPD32|MRP-S12|MRP-S34|mS34	16	16p13.3	mitochondrial ribosomal protein S34	MIM:611994|HGNC:HGNC:16618|Ensembl:ENSG00000074071|AllianceGenome:HGNC:16618	HGNC:16618	ENSG00000074071	611994
