hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	binder_target_location	target_unit	target_scope	partner_type	partner_id	partner_members	source_rows	references	directions	exact_pair_assessed	assessment_scope	same_pair_structural_any_site	same_pair_structural_external_site	same_pair_region_external	same_pair_structural_or_region_external	complex_component_contact_support	support_pdb_ids	region_references
HGNC:24883	RXFP3	Q9NSD7	ENSG00000182631	51289	membrane	Q9NSD7	protein	protein	Q8WXF3	Q8WXF3	1899	uniprot;HMRbase;reactome	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:14666	RXFP4	Q8TDU9	ENSG00000173080	339403	membrane	Q8TDU9	protein	protein	Q8WXF3	Q8WXF3	1900	uniprot;HMRbase;reactome	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:9498	PSAP	P07602	ENSG00000197746	5660	secreted_only	P07602	protein	protein	O15354	O15354	1901	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:4494	GPR37	O15354	ENSG00000170775	2861	membrane	O15354	protein	protein	P07602	P07602	1901	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9498	PSAP	P07602	ENSG00000197746	5660	secreted_only	P07602	protein	protein	O60883	O60883	1902	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:14923	GPR37L1	O60883	ENSG00000170075	9283	membrane	O60883	protein	protein	P07602	P07602	1902	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9600	PTGFR	P43088	ENSG00000122420	5737	membrane	P43088	protein	chemical	ProstaglandinF2a		1903;1907;2878	HMRbase;uniprot;reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:9591	PTGDR	Q13258	ENSG00000168229	5729	membrane	Q13258	protein	chemical	ProstaglandinD2		1904	HMRbase;uniprot;reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:4502	PTGDR2	Q9Y5Y4	ENSG00000183134	11251	membrane	Q9Y5Y4	protein	chemical	ProstaglandinD2		1905	uniprot;reactome	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:9600	PTGFR	P43088	ENSG00000122420	5737	membrane	P43088	protein	chemical	ProstaglandinD2		1906	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:9591	PTGDR	Q13258	ENSG00000168229	5729	membrane	Q13258	protein	chemical	PGD2		1908	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:4502	PTGDR2	Q9Y5Y4	ENSG00000183134	11251	membrane	Q9Y5Y4	protein	chemical	PGD2		1909	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:9593	PTGER1	P34995	ENSG00000160951	5731	membrane	P34995	protein	chemical	ProstaglandinE2		1910;1914;1918	HMRbase;reactome;uniprot	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:9594	PTGER2	P43116	ENSG00000125384	5732	membrane	P43116	protein	chemical	ProstaglandinE2		1911;1915;1919	HMRbase;uniprot	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:9595	PTGER3	P43115	ENSG00000050628	5733	membrane	P43115	protein	chemical	ProstaglandinE2		1912;1916;1920	HMRbase;uniprot	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:9596	PTGER4	P35408	ENSG00000171522	5734	membrane	P35408	protein	chemical	ProstaglandinE2		1913;1917;1921	HMRbase;uniprot	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:7956	NPY1R	P25929	ENSG00000164128	4886	membrane	P25929	protein	protein	P01298	P01298	1922	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:7957	NPY2R	P49146	ENSG00000185149	4887	membrane	P49146	protein	protein	P01298	P01298	1923	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9329	NPY4R	P50391	ENSG00000204174	5540	membrane	P50391	protein	protein	P01298	P01298	1924	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:7958	NPY5R	Q15761	ENSG00000164129	4889	membrane	Q15761	protein	protein	P01298	P01298	1925	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:7956	NPY1R	P25929	ENSG00000164128	4886	membrane	P25929	protein	protein	P10082	P10082	1926	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:7957	NPY2R	P49146	ENSG00000185149	4887	membrane	P49146	protein	protein	P10082	P10082	1927	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:9329	NPY4R	P50391	ENSG00000204174	5540	membrane	P50391	protein	protein	P10082	P10082	1928	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:7958	NPY5R	Q15761	ENSG00000164129	4889	membrane	Q15761	protein	protein	P10082	P10082	1929	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	FZD8_LRP6	complex	protein	Q2MKA7	Q2MKA7	1930	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:4046	FZD8	Q9H461	ENSG00000177283	8325	membrane	FZD8_LRP6	complex	protein	Q2MKA7	Q2MKA7	1930	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	Kremen1_LRP6	complex	protein	Q2MKA7	Q2MKA7	1931	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:17550	KREMEN1	Q96MU8	ENSG00000183762	83999	membrane	Kremen1_LRP6	complex	protein	Q2MKA7	Q2MKA7	1931	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:13299	LGR4	Q9BXB1	ENSG00000205213	55366	membrane	Q9BXB1	protein	protein	Q2MKA7	Q2MKA7	1932	uniprot;reactome	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	4kt1;4qxf;8wvu	
HGNC:4504	LGR5	O75473	ENSG00000139292	8549	membrane	O75473	protein	protein	Q2MKA7	Q2MKA7	1933	uniprot;reactome	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	4bsr;4bss;4bst;4bsu;4kng	pubmed:21727895|imex:IM-27196;pubmed:23809763|imex:IM-29604
HGNC:19719	LGR6	Q9HBX8	ENSG00000133067	59352	membrane	Q9HBX8	protein	protein	Q2MKA7	Q2MKA7	1934	uniprot;reactome	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:13299	LGR4	Q9BXB1	ENSG00000205213	55366	membrane	Q9BXB1	protein	protein	Q6UXX9	Q6UXX9	1935	PMID:24532711	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	8xfp;8xfs;8xft;8xum;8y69;9kb7;9kb8;9kb9	
HGNC:4504	LGR5	O75473	ENSG00000139292	8549	membrane	O75473	protein	protein	Q6UXX9	Q6UXX9	1936	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:19719	LGR6	Q9HBX8	ENSG00000133067	59352	membrane	Q9HBX8	protein	protein	Q6UXX9	Q6UXX9	1937	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:20866	RSPO3	Q9BXY4	ENSG00000146374	84870	secreted_only	Q9BXY4	protein	protein	Q9BXB1	Q9BXB1	1938	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:13299	LGR4	Q9BXB1	ENSG00000205213	55366	membrane	Q9BXB1	protein	protein	Q9BXY4	Q9BXY4	1938	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:20866	RSPO3	Q9BXY4	ENSG00000146374	84870	secreted_only	Q9BXY4	protein	protein	O75473	O75473	1939	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:4504	LGR5	O75473	ENSG00000139292	8549	membrane	O75473	protein	protein	Q9BXY4	Q9BXY4	1939	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:20866	RSPO3	Q9BXY4	ENSG00000146374	84870	secreted_only	Q9BXY4	protein	protein	Q9HBX8	Q9HBX8	1940	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:19719	LGR6	Q9HBX8	ENSG00000133067	59352	membrane	Q9HBX8	protein	protein	Q9BXY4	Q9BXY4	1940	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:16175	RSPO4	Q2I0M5	ENSG00000101282	343637	secreted_only	Q2I0M5	protein	protein	Q9BXB1	Q9BXB1	1941	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:13299	LGR4	Q9BXB1	ENSG00000205213	55366	membrane	Q9BXB1	protein	protein	Q2I0M5	Q2I0M5	1941	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:16175	RSPO4	Q2I0M5	ENSG00000101282	343637	secreted_only	Q2I0M5	protein	protein	O75473	O75473	1942	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:4504	LGR5	O75473	ENSG00000139292	8549	membrane	O75473	protein	protein	Q2I0M5	Q2I0M5	1942	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:16175	RSPO4	Q2I0M5	ENSG00000101282	343637	secreted_only	Q2I0M5	protein	protein	Q9HBX8	Q9HBX8	1943	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:19719	LGR6	Q9HBX8	ENSG00000133067	59352	membrane	Q9HBX8	protein	protein	Q2I0M5	Q2I0M5	1943	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:6700	LRP8	Q14114	ENSG00000157193	7804	membrane_and_secreted	Q14114	protein	protein	P78509	P78509	1944	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:12698	VLDLR	P98155	ENSG00000147852	7436	membrane	P98155	protein	protein	P78509	P78509	1945	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:1612	CCRL2	O00421	ENSG00000121797	9034	membrane	O00421	protein	protein	Q99969	Q99969	1976	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:2121	CMKLR1	Q99788	ENSG00000174600	1240	membrane	Q99788	protein	protein	Q99969	Q99969	1977	uniprot	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:4463	CMKLR2	P46091	ENSG00000183671	2825	membrane	P46091	protein	protein	Q99969	Q99969	1978	uniprot	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	membrane_inferred	O75197	protein	protein	Q6X4U4	Q6X4U4	1979	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	membrane	O75581	protein	protein	Q6X4U4	Q6X4U4	1980	PMID:24532711	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10608	SCTR	P47872	ENSG00000080293	6344	membrane	P47872	protein	protein	P09683	P09683	1981	uniprot;HMRbase;reactome	Ligand-Receptor	1	single_protein_pair	1	0	0	0	0		
HGNC:12694	VIPR1	P32241	ENSG00000114812	7433	membrane	P32241	protein	protein	P09683	P09683	1982	uniprot;reactome;IUPHAR	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:12695	VIPR2	P41587	ENSG00000106018	7434	membrane	P41587	protein	protein	P09683	P09683	1983	uniprot;reactome;IUPHAR	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10718	SELE	P16581	ENSG00000007908	6401	membrane	P16581	protein	protein	Q92896	Q92896	1984	PMID:11404363	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:4316	GLG1	Q92896	ENSG00000090863	2734	other_or_uncertain	Q92896	protein	protein	P16581	P16581	1984	PMID:11404363	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10722	SELPLG	Q14242	ENSG00000110876	6404	membrane_inferred	Q14242	protein	protein	P16581	P16581	1985	PMC4571854	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10718	SELE	P16581	ENSG00000007908	6401	membrane	P16581	protein	protein	Q14242	Q14242	1985	PMC4571854	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10722	SELPLG	Q14242	ENSG00000110876	6404	membrane_inferred	Q14242	protein	protein	P14151	P14151	1986	PMC2431087;PMID:8892633;PMID:8896607	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10720	SELL	P14151	ENSG00000188404	6402	membrane	P14151	protein	protein	Q14242	Q14242	1986	PMC2431087;PMID:8892633;PMID:8896607	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10722	SELPLG	Q14242	ENSG00000110876	6404	membrane_inferred	Q14242	protein	protein	P16109	P16109	1987	PMID:19118202;PMID:9829984;PMID:12393589	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	1g1s	
HGNC:10721	SELP	P16109	ENSG00000174175	6403	membrane	P16109	protein	protein	Q14242	Q14242	1987	PMID:19118202;PMID:9829984;PMID:12393589	Ligand-Receptor	1	single_protein_pair	1	1	1	1	0	1g1s	pubmed:19118202|imex:IM-14399
HGNC:10723	SEMA3A	Q14563	ENSG00000075213	10371	secreted_only	Q14563	protein	protein	O14786	O14786	1988	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:8004	NRP1	O14786	ENSG00000099250	8829	membrane_and_secreted	O14786	protein	protein	Q14563	Q14563	1988	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10723	SEMA3A	Q14563	ENSG00000075213	10371	secreted_only	Q14563	protein	complex	PlexinA1_complex3	O14786;Q9UIW2	1989	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:8004	NRP1	O14786	ENSG00000099250	8829	membrane_and_secreted	PlexinA1_complex3	complex	protein	Q14563	Q14563	1989	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:9099	PLXNA1	Q9UIW2	ENSG00000114554	5361	membrane	PlexinA1_complex3	complex	protein	Q14563	Q14563	1989	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:10723	SEMA3A	Q14563	ENSG00000075213	10371	secreted_only	Q14563	protein	complex	PlexinA2_complex1	O14786;O75051	1990	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:8004	NRP1	O14786	ENSG00000099250	8829	membrane_and_secreted	PlexinA2_complex1	complex	protein	Q14563	Q14563	1990	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:9100	PLXNA2	O75051	ENSG00000076356	5362	membrane	PlexinA2_complex1	complex	protein	Q14563	Q14563	1990	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:10723	SEMA3A	Q14563	ENSG00000075213	10371	secreted_only	Q14563	protein	complex	PlexinA3_complex1	O14786;P51805	1991	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:8004	NRP1	O14786	ENSG00000099250	8829	membrane_and_secreted	PlexinA3_complex1	complex	protein	Q14563	Q14563	1991	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:9101	PLXNA3	P51805	ENSG00000130827	55558	membrane	PlexinA3_complex1	complex	protein	Q14563	Q14563	1991	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:10723	SEMA3A	Q14563	ENSG00000075213	10371	secreted_only	Q14563	protein	complex	PlexinA4_complex1	O14786;Q9HCM2	1992	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:8004	NRP1	O14786	ENSG00000099250	8829	membrane_and_secreted	PlexinA4_complex1	complex	protein	Q14563	Q14563	1992	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:9102	PLXNA4	Q9HCM2	ENSG00000221866	91584	membrane	PlexinA4_complex1	complex	protein	Q14563	Q14563	1992	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:10725	SEMA3C	Q99985	ENSG00000075223	10512	secreted_only	Q99985	protein	protein	O60462	O60462	1993	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:8005	NRP2	O60462	ENSG00000118257	8828	membrane_inferred_and_secreted	O60462	protein	protein	Q99985	Q99985	1993	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10727	SEMA3E	O15041	ENSG00000170381	9723	secreted_only	O15041	protein	protein	Q9Y4D7	Q9Y4D7	1994	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9107	PLXND1	Q9Y4D7	ENSG00000004399	23129	membrane	Q9Y4D7	protein	protein	O15041	O15041	1994	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:8005	NRP2	O60462	ENSG00000118257	8828	membrane_inferred_and_secreted	O60462	protein	protein	Q13275	Q13275	1995	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10729	SEMA4A	Q9H3S1	ENSG00000196189	64218	membrane	Q9H3S1	protein	protein	Q9Y4D7	Q9Y4D7	1996	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9107	PLXND1	Q9Y4D7	ENSG00000004399	23129	membrane	Q9Y4D7	protein	protein	Q9H3S1	Q9H3S1	1996	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10731	SEMA4C	Q9C0C4	ENSG00000168758	54910	other_or_uncertain	Q9C0C4	protein	protein	O15031	O15031	1997	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9104	PLXNB2	O15031	ENSG00000196576	23654	membrane	O15031	protein	protein	Q9C0C4	Q9C0C4	1997	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10732	SEMA4D	Q92854	ENSG00000187764	10507	membrane_and_secreted	Q92854	protein	protein	P21854	P21854	1998	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:1696	CD72	P21854	ENSG00000137101	971	membrane_inferred	P21854	protein	protein	Q92854	Q92854	1998	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	1	1	0		pubmed:35922511|imex:IM-30342
HGNC:10732	SEMA4D	Q92854	ENSG00000187764	10507	membrane_and_secreted	Q92854	protein	protein	O43157	O43157	1999	PMID:22325954	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	3ol2	
HGNC:9103	PLXNB1	O43157	ENSG00000164050	5364	membrane_and_secreted	O43157	protein	protein	Q92854	Q92854	1999	PMID:22325954	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	3ol2	
HGNC:10732	SEMA4D	Q92854	ENSG00000187764	10507	membrane_and_secreted	Q92854	protein	protein	O15031	O15031	2000	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9104	PLXNB2	O15031	ENSG00000196576	23654	membrane	O15031	protein	protein	Q92854	Q92854	2000	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10732	SEMA4D	Q92854	ENSG00000187764	10507	membrane_and_secreted	Q92854	protein	protein	P08575	P08575	2001	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9666	PTPRC	P08575	ENSG00000081237	5788	membrane	P08575	protein	protein	Q92854	Q92854	2001	PMID:22325954	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10735	SEMA4G	Q9NTN9	ENSG00000095539	57715	membrane	Q9NTN9	protein	protein	O15031	O15031	2002	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9104	PLXNB2	O15031	ENSG00000196576	23654	membrane	O15031	protein	protein	Q9NTN9	Q9NTN9	2002	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10736	SEMA5A	Q13591	ENSG00000112902	9037	membrane_inferred	Q13591	protein	protein	Q9ULL4	Q9ULL4	2003	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:9105	PLXNB3	Q9ULL4	ENSG00000198753	5365	membrane	Q9ULL4	protein	protein	Q13591	Q13591	2003	uniprot	Ligand-Receptor	1	single_protein_pair	0	0	0	0	0		
HGNC:10738	SEMA6A	Q9H2E6	ENSG00000092421	57556	membrane	Q9H2E6	protein	complex	PlexinA2_complex1	O14786;O75051	2004	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:8004	NRP1	O14786	ENSG00000099250	8829	membrane_and_secreted	PlexinA2_complex1	complex	protein	Q9H2E6	Q9H2E6	2004	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:9100	PLXNA2	O75051	ENSG00000076356	5362	membrane	PlexinA2_complex1	complex	protein	Q9H2E6	Q9H2E6	2004	uniprot	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:16770	SEMA6D	Q8NFY4	ENSG00000137872	80031	membrane	Q8NFY4	protein	complex	PlexinA1_complex1	P35968;Q9UIW2	2005	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6307	KDR	P35968	ENSG00000128052	3791	membrane_and_secreted	PlexinA1_complex1	complex	protein	Q8NFY4	Q8NFY4	2005	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:9099	PLXNA1	Q9UIW2	ENSG00000114554	5361	membrane	PlexinA1_complex1	complex	protein	Q8NFY4	Q8NFY4	2005	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:16770	SEMA6D	Q8NFY4	ENSG00000137872	80031	membrane	Q8NFY4	protein	complex	PlexinA1_complex2	O43914;Q9NZC2;Q9UIW2	2006	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:12449	TYROBP	O43914	ENSG00000011600	7305	membrane	PlexinA1_complex2	complex	protein	Q8NFY4	Q8NFY4	2006	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:17761	TREM2	Q9NZC2	ENSG00000095970	54209	membrane_and_secreted	PlexinA1_complex2	complex	protein	Q8NFY4	Q8NFY4	2006	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:9099	PLXNA1	Q9UIW2	ENSG00000114554	5361	membrane	PlexinA1_complex2	complex	protein	Q8NFY4	Q8NFY4	2006	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:10741	SEMA7A	O75326	ENSG00000138623	8482	membrane	O75326	protein	complex	integrin_a1b1_complex	P05556;P56199	2007	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6153	ITGB1	P05556	ENSG00000150093	3688	membrane	integrin_a1b1_complex	complex	protein	O75326	O75326	2007	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:6134	ITGA1	P56199	ENSG00000213949	3672	membrane_inferred	integrin_a1b1_complex	complex	protein	O75326	O75326	2007	PMID:22325954	Ligand-Receptor	0	complex_component_support_only	0	0	0	0	0		
HGNC:10741	SEMA7A	O75326	ENSG00000138623	8482	membrane	O75326	protein	protein	O60486	O60486	2008	PMID:22325954	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	3nvq	
HGNC:9106	PLXNC1	O60486	ENSG00000136040	10154	membrane_inferred	O60486	protein	protein	O75326	O75326	2008	PMID:22325954	Ligand-Receptor	1	single_protein_pair	1	1	0	1	0	3nvq	
HGNC:5286	HTR1A	P08908	ENSG00000178394	3350	membrane	P08908	protein	chemical	5-HT		2009;2022;2035;2048;2061;2074	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5287	HTR1B	P28222	ENSG00000135312	3351	membrane	P28222	protein	chemical	5-HT		2010;2023;2036;2049;2062;2075	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5289	HTR1D	P28221	ENSG00000179546	3352	membrane	P28221	protein	chemical	5-HT		2011;2024;2037;2050;2063;2076	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5291	HTR1E	P28566	ENSG00000168830	3354	membrane	P28566	protein	chemical	5-HT		2012;2025;2038;2051;2064;2077	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5292	HTR1F	P30939	ENSG00000179097	3355	membrane	P30939	protein	chemical	5-HT		2013;2026;2039;2052;2065;2078	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5293	HTR2A	P28223	ENSG00000102468	3356	membrane	P28223	protein	chemical	5-HT		2014;2027;2040;2053;2066;2079	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5294	HTR2B	P41595	ENSG00000135914	3357	membrane	P41595	protein	chemical	5-HT		2015;2028;2041;2054;2067;2080	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5295	HTR2C	P28335	ENSG00000147246	3358	membrane	P28335	protein	chemical	5-HT		2016;2029;2042;2055;2068;2081	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:24005	HTR3E	A5X5Y0	ENSG00000186038	285242	membrane	5HTR3_complex	complex	chemical	5-HT		2017;2030;2043;2056;2069;2082	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5298	HTR3B	O95264	ENSG00000149305	9177	membrane	5HTR3_complex	complex	chemical	5-HT		2017;2030;2043;2056;2069;2082	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
HGNC:5297	HTR3A	P46098	ENSG00000166736	3359	membrane	5HTR3_complex	complex	chemical	5-HT		2017;2030;2043;2056;2069;2082	uniprot;reactome;IUPHAR	Ligand-Receptor	0	chemical_identity_not_mapped	0	0	0	0	0		
