uniprot_accession	gene_symbol_input	gene_symbol	gene_symbol_mapping_status	gene_symbol_resolved	gene_symbol_mygene_score	uniprot_entry_name	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	deeptmhmm_surface_flag	compartments_surface_flag	n_sources_surface	in_db_union	ml_only_edge_case	sources_present	go_n_go_ids	go_has_experimental	go_has_curated	go_has_sequence	go_has_electronic	go_low_confidence_only	surfy_label	surfy_ml_score	cspa_category	cspa_is_high_confidence	cspa_is_putative	cspa_is_unspecific	cspa_category_missing	cspa_any_high_confidence_precollapse	cspa_any_putative_precollapse	cspa_any_unspecific_precollapse	cspa_any_missing_category_precollapse	cspa_mixed_category_conflict	uniprot_split_mapping_ambiguous	go_split_mapping_ambiguous	surfy_split_mapping_ambiguous	cspa_split_mapping_ambiguous	deeptmhmm_split_mapping_ambiguous	hpa_split_mapping_ambiguous	compartments_split_mapping_ambiguous	split_mapping_ambiguous_any_source	deeptmhmm_label	deeptmhmm_label_source	hpa_reliability	hpa_pm_accessible	hpa_junctional	hpa_secreted_only	hpa_trafficking_associated	hpa_pm_reliability	hpa_junction_reliability	hpa_pm_in_enhanced	hpa_pm_in_supported	hpa_pm_in_approved	hpa_pm_in_uncertain	hpa_cj_in_enhanced	hpa_cj_in_supported	hpa_cj_in_approved	hpa_cj_in_uncertain	hpa_has_extracellular	hpa_locations	hpa_go_ids	hpa_low_confidence_only	hpa_ensembl_gene_id	compartments_integrated_stars_max	compartments_knowledge_stars_max	compartments_experiments_stars_max	compartments_textmining_stars_max	compartments_predictions_stars_max	compartments_surface_terms	compartments_low_confidence_only	compartments_corroborated	compartments_ensembl_protein_id
P41968	MC3R	MC3R	exact	MC3R	18.020067	MC3R_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.957											0	0	0	0	0	0	0	0	TM	human_canonical																					2.014	0.0	0.0	2.014	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000243911
P43088	PTGFR	PTGFR	exact	PTGFR	17.621822	PF2R_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9661											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P43307	SSR1	SSR1	exact	SSR1	17.518959		0	0	1	1	0	1	0	2	1	0	surfy,cspa,deeptmhmm							surface	0.6427	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
P43405	SYK	SYK	exact	SYK	17.574566		0	1	0	0	1	0	0	2	1	0	go,hpa	2	1.0	0.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane;Vesicles	GO:0005829;GO:0005886;GO:0043231	0.0	ENSG00000165025	2.895	0.0	0.0	2.895	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000364898
P43626	KIR2DL1	KIR2DL1	exact	KIR2DL1	25.74084	KI2L1_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9701											0	0	0	0	0	0	0	0	SP+TM	human_canonical																					2.705	0.0	0.0	2.705	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000336769
P43627	KIR2DL2	KIR2DL2	exact	KIR2DL2	27.44355	KI2L2_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.9142											0	0	0	0	0	0	0	0																														1	
P43630	KIR3DL2	KIR3DL2	exact	KIR3DL2	24.949055	KI3L2_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9661											0	0	0	0	0	0	0	0	SP+TM	human_canonical																					2.361	0.0	0.0	2.361	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000325525
P43631	KIR2DS2	KIR2DS2	exact	KIR2DS2	27.444014	KI2S2_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.8842											0	0	0	0	0	0	0	0																														1	
P45844	ABCG1	ABCG1	exact	ABCG1	17.6418	ABCG1_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	1	1.0	0.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																							4.468	4.0	0.0	2.34	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000354995
P46089	GPR3	GPR3	exact	GPR3	17.672064	GPR3_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.957											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P46093	GPR4	GPR4	exact	GPR4	18.026249	GPR4_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9451											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P46095	GPR6	GPR6	exact	GPR6	17.852152	GPR6_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.8263											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P46663	BDKRB1	BDKRB1	exact	BDKRB1	17.864008	BKRB1_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.8723											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P46939	UTRN	UTRN	exact	UTRN	17.690144		0	1	0	0	1	0	0	2	1	0	go,hpa	4	1.0	0.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Basal body;Nucleoplasm;Primary cilium	GO:0005654;GO:0005886;GO:0005929;GO:0036064	0.0	ENSG00000152818								1	
P47775	GPR12	GPR12	exact	GPR12	17.563955	GPR12_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9082											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P47871	GCGR	GCGR	exact	GCGR	18.299124	GLR_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9401											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
P47872	SCTR	SCTR	exact	SCTR	17.302053	SCTR_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.9091											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
P47881	OR3A1	OR3A1	exact	OR3A1	23.178791	OR3A1_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9892											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P47883	OR3A4P	OR3A4P	exact	OR3A4P	8.429155	OR3A4_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.9082											0	0	0	0	0	0	0	0																														1	
P47884	OR1D4	OR1D4	exact	OR1D4	26.652187	OR1D4_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.994											0	0	0	0	0	0	0	0																														1	
P47887	OR1E2	OR1E2	exact	OR1E2	24.15754	OR1E2_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.9741											0	0	0	0	0	0	0	0																														1	
P47888	OR3A3	OR3A3	exact	OR3A3	24.156672	OR3A3_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9421											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P47890	OR1G1	OR1G1	exact	OR1G1	23.316513	OR1G1_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.9521											0	0	0	0	0	0	0	0																														1	
P47893	OR3A2	OR3A2	exact	OR3A2	23.635134	OR3A2_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.978											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P47898	HTR5A	HTR5A	exact	HTR5A	18.203016	5HT5A_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.9341											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P47901	AVPR1B	AVPR1B	exact	AVPR1B	18.256866	V1BR_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9441											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P48023	FASLG	FASLG	exact	FASLG	17.636217	TNFL6_HUMAN	1	0	1	0	0	1	1	2	1	0	uniprot,surfy,deeptmhmm,compartments	2	0.0	0.0	0.0	1.0	1.0	surface	0.6707											0	0	0	0	0	0	0	0	TM	human_canonical																					3.928	2.0	0.0	3.214	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000356694
P48039	MTNR1A	MTNR1A	exact	MTNR1A	18.30448	MTR1A_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9086											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P48048	KCNJ1	KCNJ1	exact	KCNJ1	18.120123	KCNJ1_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																							5.0	5.0	0.0	2.031	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000376432
P48051	KCNJ6	KCNJ6	exact	KCNJ6	17.67738	KCNJ6_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	1	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																							4.423	4.0	0.0	2.116	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000477437
P48145	NPBWR1	NPBWR1	exact	NPBWR1	18.25906	NPBW1_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9438											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P48146	NPBWR2	NPBWR2	exact	NPBWR2	18.42498	NPBW2_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.8842											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P48165	GJA8	GJA8	exact	GJA8	18.270592	CXA8_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	1	1.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
P48544	KCNJ5	KCNJ5	exact	KCNJ5	17.641768	KCNJ5_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	2	1.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																							4.409	4.0	0.0	2.044	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000433295
P48546	GIPR	GIPR	exact	GIPR	18.270592	GIPR_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.7545											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
P48664	SLC1A6	SLC1A6	exact	SLC1A6	18.134912		0	0	1	0	1	1	0	2	1	0	surfy,hpa,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.8104											0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Intermediate filaments	GO:0005886;GO:0045111	0.0	ENSG00000105143								1	
P48740	MASP1	MASP1	exact	MASP1	16.687294	MASP1_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	2	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Enhanced	0.0	0.0	1.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Cytosol;Nucleoplasm;Predicted to be secreted	GO:0005654;GO:0005829	1.0	ENSG00000127241	2.572	0.0	0.0	2.572	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000296280
P49146	NPY2R	NPY2R	exact	NPY2R	17.664469	NPY2R_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.8641											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P49190	PTH2R	PTH2R	exact	PTH2R	18.802729	PTH2R_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9309											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
P49279	SLC11A1	SLC11A1	exact	SLC11A1	18.284672	NRAM1_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9182											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P49286	MTNR1B	MTNR1B	exact	MTNR1B	18.410303	MTR1B_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9505											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P49418	AMPH	AMPH	exact	AMPH	16.885641		0	1	0	0	1	0	0	2	1	0	go,hpa	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000078053	2.206	0.0	0.0	2.206	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000348602
P49683	PRLHR	PRLHR	exact	PRLHR	18.353392	PRLHR_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.861											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P49685	GPR15	GPR15	exact	GPR15	18.342167	GPR15_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.772											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P49757	NUMB	NUMB	exact	NUMB	17.034634		0	1	0	0	1	0	0	2	1	0	go,hpa	1	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Uncertain	1.0	0.0	0.0	0.0	supported	uncertain	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Cell Junctions;Cytosol;Plasma membrane	GO:0005829;GO:0005886;GO:0030054	0.0	ENSG00000133961	2.14	0.0	0.0	2.14	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000451300
P49768	PSEN1	PSEN1	exact	PSEN1	17.591963		0	1	1	0	0	1	0	2	1	0	go,surfy,deeptmhmm	5	1.0	1.0	0.0	1.0	0.0	surface	0.6447											0	0	0	0	0	0	0	0	TM	human_canonical	Supported	0.0	0.0	0.0	0.0		uncertain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Golgi apparatus;Cell Junctions;Nucleoplasm	GO:0005654;GO:0005794;GO:0030054	1.0	ENSG00000080815	3.335	2.0	0.0	2.226	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000326366
P49795	RGS19	RGS19	exact	RGS19	17.704517		0	1	0	0	1	0	0	2	1	0	go,hpa	1	0.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0			Supported	0.0	1.0	0.0	0.0		supported	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Cell Junctions;Nucleoli fibrillar center	GO:0001650;GO:0030054	0.0	ENSG00000171700								1	
P49810	PSEN2	PSEN2	exact	PSEN2	17.654228		0	1	1	0	0	1	0	2	1	0	go,surfy,deeptmhmm	3	1.0	1.0	0.0	1.0	0.0	surface	0.7465											0	0	0	0	0	0	0	0	TM	human_canonical																					2.076	0.0	0.0	2.076	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000355747
P50148	GNAQ	GNAQ	exact	GNAQ	19.60678		0	1	0	0	1	0	0	2	1	0	go,hpa	2	1.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Nuclear speckles;Plasma membrane;Cytosol	GO:0005829;GO:0005886;GO:0016607	0.0	ENSG00000156052	2.501	0.0	0.0	2.501	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000286548
P50281	MMP14	MMP14	exact	MMP14	18.160147	MMP14_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.5948											0	0	0	0	0	0	0	0	SP+TM	human_canonical																					2.98	0.0	0.0	2.98	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000308208
P50391	NPY4R	NPY4R	exact	NPY4R	19.976713	NPY4R_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9643											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P50406	HTR6	HTR6	exact	HTR6	17.621866	5HT6R_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9305											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P51153	RAB13	RAB13	exact	RAB13	17.839155		0	1	0	0	1	0	0	2	1	0	go,hpa	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000143545								1	
P51511	MMP15	MMP15	exact	MMP15	17.751158	MMP15_HUMAN	1	0	0	0	1	0	0	2	1	0	uniprot,hpa																			0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane;Nucleoplasm	GO:0005654;GO:0005829;GO:0005886	0.0	ENSG00000102996	2.986	2.0	0.0	2.128	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000219271
P51512	MMP16	MMP16	exact	MMP16	17.748606	MMP16_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.7804											0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	0.0	0.0	1.0	1.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Cytosol;Vesicles;Predicted to be secreted	GO:0005829;GO:0043231	1.0	ENSG00000156103	5.0	5.0	0.0	2.123	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000286614
P51582	P2RY4	P2RY4	exact	P2RY4	17.996584	P2RY4_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.7394											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P51674	GPM6A	GPM6A	exact	GPM6A	18.213392	GPM6A_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.8443											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P51813	BMX	BMX	exact	BMX	18.485353		0	1	0	0	1	0	0	2	1	0	go,hpa	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Nucleoplasm	GO:0005654;GO:0005886	0.0	ENSG00000102010								1	
P52333	JAK3	JAK3	exact	JAK3	17.749517		0	1	0	0	1	0	0	2	1	0	go,hpa	3	1.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000105639	2.496	0.0	0.0	2.496	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000432511
P52798	EFNA4	EFNA4	exact	EFNA4	18.321623		0	0	1	1	0	0	0	2	1	0	surfy,cspa							surface	0.6986	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP	human_canonical																					2.074	0.0	0.0	2.074	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000414378
P54578	USP14	USP14	exact	USP14	17.017616		0	1	0	0	1	0	0	2	1	0	go,hpa	1	1.0	0.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane;Endoplasmic reticulum	GO:0005783;GO:0005829;GO:0005886	0.0	ENSG00000101557								1	
P54849	EMP1	EMP1	exact	EMP1	18.176214		0	0	1	1	0	1	0	2	1	0	surfy,cspa,deeptmhmm							surface	0.5848	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P55344	LIM2	LIM2	exact	LIM2	19.048697	LMIP_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.5888											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P56373	P2RX3	P2RX3	exact	P2RX3	18.304466	P2RX3_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.8523											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P56539	CAV3	CAV3	exact	CAV3	17.664164		0	1	0	0	1	0	0	2	1	0	go,hpa	5	1.0	1.0	1.0	1.0	0.0													0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Vesicles	GO:0005886;GO:0043231	0.0	ENSG00000182533	3.336	2.0	0.0	2.227	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000341940
P56696	KCNQ4	KCNQ4	exact	KCNQ4	17.973423	KCNQ4_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	2	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
P56746	CLDN15	CLDN15	exact	CLDN15	18.79507	CLD15_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.7892											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P56747	CLDN6	CLDN6	exact	CLDN6	19.318336	CLD6_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.6727											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P56748	CLDN8	CLDN8	exact	CLDN8	18.9459	CLD8_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm	2	0.0	0.0	0.0	1.0	1.0	surface	0.5848											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P57679	EVC	EVC	exact	EVC	17.735636	EVC_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	2	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
P57771	RGS8	RGS8	exact	RGS8	17.952488		0	1	0	0	1	0	0	2	1	0	go,hpa	2	0.0	1.0	1.0	0.0	0.0													0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Vesicles	GO:0005886;GO:0043231	0.0	ENSG00000135824								1	
P57773	GJA9	GJA9	exact	GJA9	18.466312	CXA9_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	1	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
P58170	OR1D5	OR1D5	exact	OR1D5	24.03825	OR1D5_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.994											0	0	0	0	0	0	0	0																														1	
P58173	OR2B6	OR2B6	exact	OR2B6	23.549929	OR2B6_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.9695											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P58180	OR4D2	OR4D2	exact	OR4D2	22.296711	OR4D2_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.9481											0	0	0	0	0	0	0	0																														1	
P58181	OR10A3	OR10A3	exact	OR10A3	22.45426	O10A3_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.9389											0	0	0	0	0	0	0	0																														1	
P58182	OR12D2	OR12D2	exact	OR12D2	22.496304	O12D2_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	1.0											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P58401	NRXN2	NRXN2	exact	NRXN2	18.670841	NRX2B_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.5948											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
P58658	EVA1C	EVA1C	exact	EVA1C	17.66232	EVA1C_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.8723											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
P59025	RTP1	RTP1	exact	RTP1	19.172796	RTP1_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	1	1.0	1.0	0.0	0.0	0.0													0	0	0	0	0	0	0	0																														1	
P59533	TAS2R38	TAS2R38	exact	TAS2R38	19.40898	T2R38_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.6088											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P59534	TAS2R39	TAS2R39	exact	TAS2R39	19.975784	T2R39_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.8703											0	0	0	0	0	0	0	0																														1	
P59540	TAS2R46	TAS2R46	exact	TAS2R46	25.430128	T2R46_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy	1	0.0	0.0	0.0	1.0	1.0	surface	0.6507											0	0	0	0	0	0	0	0																														1	
P59541	TAS2R30	TAS2R30	exact	TAS2R30	25.740805	T2R30_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.6407											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
P59542	TAS2R19	TAS2R19	exact	TAS2R19	26.13065	T2R19_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.7585											0	0	0	0	0	0	0	0																														1	
P59543	TAS2R20	TAS2R20	exact	TAS2R20	24.755363	T2R20_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.6467											0	0	0	0	0	0	0	0																														1	
P59646	FXYD4	FXYD4	exact	FXYD4	19.680939	FXYD4_HUMAN	1	1	0	0	0	0	0	2	1	0	uniprot,go	2	0.0	0.0	1.0	1.0	0.0													0	0	0	0	0	0	0	0																														1	
P59768	GNG2	GNG2	exact	GNG2	17.934898		0	1	0	0	1	0	0	2	1	0	go,hpa	1	1.0	1.0	1.0	1.0	0.0													0	0	0	0	0	0	0	0			Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Vesicles	GO:0005886;GO:0043231	0.0	ENSG00000186469								1	
P59922	OR2B8	OR2B8	exact	OR2B8	8.303598	OR2B8_HUMAN	1	0	1	0	0	0	0	2	1	0	uniprot,surfy							surface	0.99											0	0	0	0	0	0	0	0																														1	
P60201	PLP1	PLP1	exact	PLP1	18.150734	MYPR_HUMAN	1	0	1	0	0	1	0	2	1	0	uniprot,surfy,deeptmhmm							surface	0.6188											0	0	0	0	0	0	0	0	TM	human_canonical																					3.09	2.0	0.0	2.004	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000481006
