gene_symbol	uniprot_id	uniprot_name	surfaceome_label	label_source	already_in_control_panel	internal_compartment_hint	has_cell_membrane_uniprot	has_gpi_uniprot	is_only_secreted_uniprot	uniprot_subcellular	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
SLC17A5	Q9NRA2	S17A5_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Lysosome membrane (Multi-pass membrane protein)	56.4782	292.0	82.5	169.09514971225556	292.0
TMEM63A	O94886	CSCL1_HUMAN	surface	machine learning	False	True	False	False	False	Lysosome membrane (Multi-pass membrane protein)	85.4265	153.0	174.5	291.8523868436558	291.8523868436558
FZD5	Q13467	FZD5_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein)	36.0534	21.2	156.6	288.21367805101113	288.21367805101113
SPPL2B	Q8TCT7	SPP2B_HUMAN	surface	machine learning	False	True	False	False	False	Golgi apparatus membrane (Multi- pass membrane protein)	169.172	60.8	115.4	286.24267405920597	286.24267405920597
NUP210	Q8TEM1	PO210_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Nucleus membrane (Single-pass type I membrane protein);Nucleus, nuclear pore complex	166.792	36.8	224.5	286.20299501048623	286.20299501048623
IL17RE	Q8NFR9	I17RE_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Cytoplasm;Secreted;Cytoplasm;Secreted	69.2266	29.6	49.1	285.965036197846	285.965036197846
GPER1	Q99527	GPER1_HUMAN	surface	machine learning	False	True	True	False	False	Basolateral cell membrane (Multi-pass membrane protein);Cell junction, synapse, postsynaptic cell membrane, postsynaptic density;Cell membrane (Multi- pass membrane protein);Cell projection, axon;Cell projection, dendrite;Cell projection, dendritic spine membrane (Multi-pass membrane protein);Cytoplasm;Cytoplasm, cytoskeleton;Cytoplasm, perinuclear region;Cytoplasmic vesicle membrane (Multi-pass membrane protein);Early endosome;Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein);Golgi apparatus, trans-Golgi network;Mitochondrion membrane (Multi-pass membrane protein);Nucleus;Recycling endosome	39.4777	40.9	46.0	281.8912491130786	281.8912491130786
SV2A	Q7L0J3	SV2A_HUMAN	surface	machine learning	False	True	False	False	False	Cell junction, synapse;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	217.822	114.9	180.9	276.664702922074	276.664702922074
STS	P08842	STS_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum membrane (Multi-pass membrane protein)	14.3687	24.5	130.2	276.5880055343056	276.5880055343056
ATP13A2	Q9NQ11	AT132_HUMAN	surface	machine learning	False	True	False	False	False	Lysosome;Membrane (Multi-pass membrane protein)	129.241	98.1	233.2	270.1832936227111	270.1832936227111
SLC24A4	Q8NFF2	NCKX4_HUMAN	surface	machine learning	False	True	False	False	False	Cytoplasm;Membrane (Multi-pass membrane protein)	7.49082	43.5	64.9	270.0147964519576	270.0147964519576
ATP13A1	Q9HD20	AT131_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum membrane (Multi-pass membrane protein)	161.785	25.2	103.1	269.3791993628374	269.3791993628374
SLC29A3	Q9BZD2	S29A3_HUMAN	surface	machine learning	False	True	False	False	False	Late endosome membrane;Lysosome membrane;Membrane (Multi-pass membrane protein)	11.7141	10.5	42.9	265.5048796940325	265.5048796940325
FZD6	O60353	FZD6_HUMAN	surface	machine learning	False	True	True	False	False	Apical cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cell surface;Cytoplasmic vesicle membrane (Multi-pass membrane protein);Membrane (Multi-pass membrane protein)	41.3314	23.9	133.6	264.45795171414744	264.45795171414744
LRP6	O75581	LRP6_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum;Membrane (Single-pass type I membrane protein)	29.2528	7.8	263.1	262.2855466963972	263.1
SYNPR	Q8TBG9	SYNPR_HUMAN	surface	machine learning	False	True	False	False	False	Cell junction, synapse, synaptosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	209.422	262.1	119.4	165.86794601776884	262.1
ABCA5	Q8WWZ7	ABCA5_HUMAN	surface	machine learning	False	True	False	False	False	Golgi apparatus membrane (Multi-pass membrane protein);Late endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	44.4363	30.4	260.7	74.6608835545794	260.7
PTPRR	Q15256	PTPRR_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Cytoplasm, perinuclear region;Cytoplasm, perinuclear region	22.5312	12.1	130.6	260.34744867224526	260.34744867224526
NRROS	Q86YC3	NRROS_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein)	67.6412	30.8	159.2	258.01200938413575	258.01200938413575
PKD2	Q13563	PKD2_HUMAN	surface	machine learning	False	True	False	False	False	Cell projection, cilium membrane (Multi-pass membrane protein);Endoplasmic reticulum	230.605	106.7	256.2	214.15228539115003	256.2
NOX4	Q9NPH5	NOX4_HUMAN	surface	machine learning	False	True	True	False	False	Cell junction, focal adhesion;Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Nucleus;Nucleus, nucleolus	38.5073	128.9	55.6	255.27250552181857	255.27250552181857
CHODL	Q9H9P2	CHODL_HUMAN	surface	machine learning	False	True	False	False	False	Cytoplasm;Membrane (Single-pass type I membrane protein)	41.8112	29.0	142.0	248.30924904748417	248.30924904748417
GDPD2	Q9HCC8	GDPD2_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Cytoplasm;Cytoplasm, cytoskeleton	133.261	58.9	110.5	246.01357848619148	246.01357848619148
FAT2	Q9NYQ8	FAT2_HUMAN	surface	machine learning	False	True	True	False	False	Cell junction;Cell membrane (Single-pass type I membrane protein);Nucleus	222.454	223.1	130.2	243.3845995343809	243.3845995343809
TNFSF11	O14788	TNF11_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type II membrane protein);Cytoplasm;Cell membrane (Single-pass type II membrane protein);Secreted	15.0739	11.5	25.2	234.10206291197483	234.10206291197483
PSEN1	P49768	PSN1_HUMAN	surface	machine learning	False	True	False	False	False	Cell surface;Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein)	41.5449	78.9	81.6	233.89120968382704	233.89120968382704
SLC17A8	Q8NDX2	VGLU3_HUMAN	surface	machine learning	False	True	False	False	False	Cell junction, synapse, synaptosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Membrane (Multi-pass membrane protein)	3.21219	4.9	8.6	233.4538903730609	233.4538903730609
CD302	Q8IX05	CD302_HUMAN	surface	machine learning	False	True	False	False	False	Cell projection, filopodium;Cell projection, microvillus;Cytoplasm, cell cortex;Membrane (Single-pass type I membrane protein)	109.144	181.2	161.1	230.92711202437565	230.92711202437565
TPCN1	Q9ULQ1	TPC1_HUMAN	surface	machine learning	False	True	False	False	False	Endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	162.542	107.0	119.2	228.96665485634713	228.96665485634713
ACKR4	Q9NPB9	ACKR4_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Early endosome;Recycling endosome	9.8388	14.8	223.1	181.307154142538	223.1
RYK	P34925	RYK_HUMAN	surface	machine learning	False	True	False	False	False	Cytoplasm;Membrane (Single-pass type I membrane protein);Nucleus	91.535	78.9	168.5	216.7207292621935	216.7207292621935
SLC36A2	Q495M3	S36A2_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Cytoplasm	35.2274	75.0	14.7	201.52190305876613	201.52190305876613
TCTN2	Q96GX1	TECT2_HUMAN	surface	machine learning	False	True	False	False	False	Cytoplasm, cytoskeleton, cilium basal body;Membrane (Single-pass type I membrane protein)	27.3472	37.2	40.2	197.41566905873557	197.41566905873557
SLC2A8	Q9NY64	GTR8_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Cytoplasmic vesicle membrane (Multi-pass membrane protein)	73.4769	64.4	111.4	194.68428041484924	194.68428041484924
SSTR2	P30874	SSR2_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Cytoplasm	37.6856	17.7	191.5	188.47016419779587	191.5
EPHA8	P29322	EPHA8_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Cell projection;Early endosome membrane	6.43001	31.5	178.1	142.58613406088452	178.1
ACP2	P11117	PPAL_HUMAN	surface	machine learning	False	True	False	False	False	Lysosome lumen;Lysosome membrane (Single-pass membrane protein|Lumenal side	67.0558	80.0	89.3	177.89620081813536	177.89620081813536
TLR3	O15455	TLR3_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane	5.21349	12.1	66.1	174.2834445755087	174.2834445755087
TM9SF1	O15321	TM9S1_HUMAN	surface	machine learning	False	True	False	False	False	Cytoplasmic vesicle, autophagosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	59.3898	54.0	90.7	172.14633063257688	172.14633063257688
SV2B	Q7L1I2	SV2B_HUMAN	surface	machine learning	False	True	False	False	False	Cytoplasmic vesicle, secretory vesicle, acrosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane (Multi-pass membrane protein)	66.5229	52.2	18.4	170.3539431305394	170.3539431305394
SEMA6D	Q8NFY4	SEM6D_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cytoplasm	20.4613	40.4	61.7	165.0650941776332	165.0650941776332
ATG9A	Q7Z3C6	ATG9A_HUMAN	surface	machine learning	False	True	False	False	False	Cytoplasmic vesicle, autophagosome membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein);Late endosome membrane (Multi-pass membrane protein)	156.486	136.4	107.1	146.46276732003977	156.486
CTNS	O60931	CTNS_HUMAN	surface	machine learning	False	True	True	False	False	Lysosome membrane (Multi-pass membrane protein);Melanosome;Cell membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)	35.3408	27.1	154.8	87.06876956134961	154.8
NPC1L1	Q9UHC9	NPCL1_HUMAN	surface	machine learning	False	True	True	False	False	Apical cell membrane (Multi-pass membrane protein);Cell membrane (Multi- pass membrane protein);Cytoplasmic vesicle membrane (Multi-pass membrane protein)	36.1052	51.0	81.6	154.08585692637826	154.08585692637826
TMEM235	A6NFC5	TM235_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum;Membrane (Multi-pass membrane protein)	40.3783	38.2	0.5	149.77887702038595	149.77887702038595
IL15RA	Q13261	I15RA_HUMAN	surface	machine learning	False	True	False	False	False	Membrane (Single-pass type I membrane protein);Nucleus membrane (Single-pass type I membrane protein);Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Cytoplasmic vesicle membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single-pass type I membrane protein);Membrane (Single-pass type I membrane protein);Secreted, extracellular space	47.6724	46.2	131.0	144.19626590841278	144.19626590841278
TMEM8B	A6NDV4	TMM8B_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Cytoplasm;Endoplasmic reticulum;Mitochondrion;Nucleus	25.3038	33.2	61.2	140.6620895343303	140.6620895343303
NOTCH4	Q99466	NOTC4_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Nucleus	73.5495	22.4	1.0	138.61019769824193	138.61019769824193
CD300LG	Q6UXG3	CLM9_HUMAN	surface	machine learning	False	True	True	False	False	Apical cell membrane (Single-pass type I membrane protein);Basolateral cell membrane (Single-pass type I membrane protein);Endosome, multivesicular body membrane (Single-pass type I membrane protein)	95.2358	123.7	2.0	138.17852045996332	138.17852045996332
TMX3	Q96JJ7	TMX3_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum membrane (Single-pass membrane protein)	55.0166	26.1	136.9	100.94920289143084	136.9
SLC37A4	O43826	G6PT1_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum membrane (Multi-pass membrane protein)	0.0	134.4	37.9	0.0	134.4
NPSR1	Q6W5P4	NPSR1_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi- pass membrane protein);Cytoplasm;Cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cytoplasm;Cytoplasm;Cytoplasm;Cytoplasm	0.210928	0.4	100.2	133.50863032409316	133.50863032409316
ERMAP	Q96PL5	ERMAP_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Cytoplasm	19.4465	28.7	133.0	82.62935724339478	133.0
PTPRH	Q9HD43	PTPRH_HUMAN	surface	machine learning	False	True	False	False	False	Cytoplasm;Membrane (Single-pass type I membrane protein)	48.063	64.6	75.9	122.76778672621064	122.76778672621064
GPR107	Q5VW38	GP107_HUMAN	surface	machine learning	False	True	False	False	False	Golgi apparatus, trans-Golgi network membrane (Multi-pass membrane protein)	46.1414	32.7	110.8	121.20354595478184	121.20354595478184
SLC28A3	Q9HAS3	S28A3_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein)	19.878	31.6	50.1	120.96853883084628	120.96853883084628
ZFYVE27	Q5T4F4	ZFY27_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Cell projection, growth cone membrane (Multi- pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Recycling endosome membrane (Multi-pass membrane protein)	81.7256	35.9	82.8	120.71725110613932	120.71725110613932
TENM4	Q6N022	TEN4_HUMAN	surface	machine learning	False	True	False	False	False	Cell projection;Cytoplasm;Membrane (Single-pass membrane protein);Nucleus	20.9097	14.8	119.7	99.2493304124166	119.7
SLC33A1	O00400	ACATN_HUMAN	surface	machine learning	False	True	False	False	False	Endoplasmic reticulum membrane (Multi-pass membrane protein)	13.1955	17.6	54.0	118.0281990928168	118.0281990928168
GFY	I3L273	GFY_HUMAN	surface	machine learning	False	True	False	False	False	Golgi apparatus membrane (Single-pass type I membrane protein)	2.96979	1.3	110.4	115.47105964805758	115.47105964805758
FLVCR1	Q9Y5Y0	FLVC1_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Multi-pass membrane protein);Mitochondrion membrane (Multi-pass membrane protein)	16.1667	18.2	52.5	114.58603430546358	114.58603430546358
SLC17A6	Q9P2U8	VGLU2_HUMAN	surface	machine learning	False	True	False	False	False	Cell junction, synapse, synaptosome;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Membrane (Multi-pass membrane protein)	16.2554	15.6	58.5	111.66916645650512	111.66916645650512
ERBB4	Q15303	ERBB4_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Mitochondrion;Nucleus	9.08287	10.6	41.8	107.09791097267028	107.09791097267028
STAB2	Q8WWQ8	STAB2_HUMAN	surface	machine learning	False	True	True	False	False	Cell membrane (Single-pass type I membrane protein);Cytoplasm	102.551	63.4	10.9	23.109875359606946	102.551
